id,nct_id,agency_class,lead_or_collaborator,name,new_class
7624856,NCT03285854,OTHER,collaborator,University of Kiel,University
7624857,NCT03285854,OTHER,collaborator,"Athens General Children's Hospital ""Pan. & Aglaia Kyriakou""",Health care Institution
7624858,NCT03285854,OTHER,collaborator,Cukurova University,University
7626382,NCT03037385,INDUSTRY,lead,Hoffmann-La Roche,Other
7625584,NCT05252884,OTHER,lead,Centro de Excelencia en Enfermedades de Cabeza y Cuello,Other
7625585,NCT05252884,UNKNOWN,collaborator,IPS universitaria,Other
8056237,NCT04013139,OTHER,lead,Shahid Beheshti University of Medical Sciences,University
8056349,NCT03773120,OTHER,lead,Seoul National University Hospital,Health care Institution
7669219,NCT01254565,INDUSTRY,lead,KAI Pharmaceuticals,Other
7851807,NCT01295333,OTHER,lead,Assistance Publique Hopitaux De Marseille,Health care Institution
7626900,NCT03787121,OTHER,lead,"University Hospital, Toulouse",Health care Institution
7626983,NCT03774862,OTHER,lead,"V.K.V. American Hospital, Istanbul",Health care Institution
8056778,NCT05216718,OTHER,lead,Inje University,University
7627103,NCT03761290,OTHER,lead,Vanderbilt University Medical Center,Health care Institution
7669533,NCT01265992,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
7627699,NCT04462471,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
7669534,NCT01265992,INDUSTRY,collaborator,Pharma Consulting Group AB,Other
7852024,NCT01297699,OTHER,lead,Hospital Clinico Universitario de Santiago,Health care Institution
7628161,NCT00001304,NIH,lead,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Government Agency
7669597,NCT01268098,INDUSTRY,lead,Shire,Other
7669644,NCT01270321,OTHER,lead,Emory University,University
7669645,NCT01270321,INDUSTRY,collaborator,Novartis,Other
7852025,NCT01297699,OTHER,collaborator,Fundación Ramón Domínguez,Other
7669722,NCT01273597,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
7628769,NCT04994080,INDUSTRY,lead,"Chengdu Suncadia Medicine Co., Ltd.",Industry
7669723,NCT01273597,UNKNOWN,collaborator,Planimeter Ltd,Other
7628950,NCT04742608,OTHER,lead,Jonsson Comprehensive Cancer Center,Health care Institution
7628977,NCT04708626,OTHER,lead,Uppsala University,University
7852922,NCT01307761,OTHER,lead,Far Eastern Memorial Hospital,Health care Institution
7852845,NCT01306916,FED,lead,Walter Reed Army Medical Center,Health care Institution
7852982,NCT01308320,OTHER,lead,Yonsei University,University
7629082,NCT04589624,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
7629083,NCT04589624,NIH,collaborator,National Cancer Institute (NCI),Government Agency
8057457,NCT05218395,OTHER,lead,Qianfoshan Hospital,Health care Institution
8057458,NCT05218395,OTHER_GOV,collaborator,Chinese Academy of Sciences,Other
7629499,NCT03892993,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
7629500,NCT03892993,NIH,collaborator,National Cancer Institute (NCI),Government Agency
7629605,NCT03647657,OTHER,lead,"University Hospital, Basel, Switzerland",Health care Institution
7853231,NCT01311089,OTHER,lead,Yonsei University,University
7629606,NCT03647657,OTHER,collaborator,"Krebsforschung Schweiz, Bern, Switzerland",Health care Institution
7629607,NCT03647657,OTHER,collaborator,"Center for Proton Therapy, Paul Scherrer Institute, Villigen,Switzerland",Other
7629608,NCT03647657,OTHER,collaborator,"University Hospital, Zürich",Health care Institution
7669810,NCT01277510,INDUSTRY,lead,Amgen,Other
7629609,NCT03647657,OTHER,collaborator,University Hospital Freiburg,Health care Institution
7725808,NCT00004074,NIH,lead,National Cancer Institute (NCI),Government Agency
7629937,NCT02688608,OTHER,lead,Saad A Khan,Other
7629938,NCT02688608,INDUSTRY,collaborator,Merck Sharp & Dohme Corp.,Other
8125594,NCT03127098,INDUSTRY,lead,"NantCell, Inc.",Industry
8058161,NCT03924804,OTHER,lead,"China Medical University, China",University
7630680,NCT05346419,OTHER,lead,Hospital Regional 1o de Octubre,Health care Institution
7630681,NCT05346419,OTHER,collaborator,"National Polytechnic Institute, Mexico",Other
7630682,NCT05346419,OTHER,collaborator,Universidad Nacional Autonoma de Mexico,University
7631169,NCT04754607,OTHER,lead,Istanbul Medipol University Hospital,Health care Institution
7725828,NCT00004089,NIH,lead,National Cancer Institute (NCI),Government Agency
7629709,NCT03397238,OTHER,lead,Radboud University Medical Center,Health care Institution
7630599,NCT05347082,OTHER,lead,Hospital Regional 1o de Octubre,Health care Institution
7630600,NCT05347082,OTHER,collaborator,Universidad Nacional Autonoma de Mexico,University
7630601,NCT05347082,OTHER,collaborator,"National Polytechnic Institute, Mexico",Other
7725767,NCT00004048,OTHER,lead,Garden State Cancer Center at the Center for Molecular Medicine and Immunology,Health care Institution
7726183,NCT00004340,OTHER,collaborator,"University of California, Los Angeles",University
8058635,NCT05221008,INDUSTRY,lead,"Shanghai Hengrui Pharmaceutical Co., Ltd.",Industry
7726202,NCT00004351,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Government Agency
7726203,NCT00004351,OTHER,collaborator,Baylor College of Medicine,Other
7726218,NCT00004361,NIH,lead,National Center for Research Resources (NCRR),Other
7726219,NCT00004361,OTHER,collaborator,Ann & Robert H Lurie Children's Hospital of Chicago,Health care Institution
7726620,NCT00004843,OTHER,collaborator,Henry Ford Hospital,Health care Institution
7726181,NCT00004340,NIH,lead,National Center for Research Resources (NCRR),Other
7726182,NCT00004340,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
7632599,NCT00381641,NIH,lead,National Cancer Institute (NCI),Government Agency
7726437,NCT00004660,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
7726438,NCT00004660,OTHER,collaborator,Mayo Clinic,Health care Institution
7726439,NCT00004661,NIH,lead,National Center for Research Resources (NCRR),Other
7726440,NCT00004661,OTHER,collaborator,"University of California, Los Angeles",University
7670036,NCT01286753,INDUSTRY,lead,Hoffmann-La Roche,Other
7726619,NCT00004843,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
8095508,NCT03416686,OTHER,lead,Assistance Publique - Hôpitaux de Paris,Other
7633169,NCT00042432,INDUSTRY,lead,Amgen,Other
7633916,NCT00085293,NIH,lead,National Cancer Institute (NCI),Government Agency
8059114,NCT04776993,OTHER,lead,University of Pisa,University
7634109,NCT00094055,INDUSTRY,lead,Pfizer,Other
7670150,NCT01290029,INDUSTRY,lead,Amgen,Other
7634155,NCT00095836,OTHER,lead,Massachusetts General Hospital,Health care Institution
7634238,NCT00098345,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
7634250,NCT00098813,NIH,lead,National Cancer Institute (NCI),Government Agency
7634156,NCT00095836,NIH,collaborator,National Cancer Institute (NCI),Government Agency
7634157,NCT00095836,OTHER,collaborator,Dana-Farber Cancer Institute,Health care Institution
7634158,NCT00095836,OTHER,collaborator,Brigham and Women's Hospital,Health care Institution
7634159,NCT00095836,INDUSTRY,collaborator,AstraZeneca,Other
7670199,NCT01291498,OTHER,lead,Oxford University Hospitals NHS Trust,Health care Institution
7670200,NCT01291498,INDUSTRY,collaborator,Theraclion,Other
8059537,NCT04061980,OTHER,lead,Providence Health & Services,Other
7634376,NCT00104871,NIH,lead,National Cancer Institute (NCI),Government Agency
8059893,NCT02947035,OTHER,lead,University of Pittsburgh,University
7634687,NCT00118248,NIH,lead,National Cancer Institute (NCI),Government Agency
7634622,NCT00115739,OTHER,lead,University of Michigan Rogel Cancer Center,Health care Institution
7670333,NCT01297309,INDUSTRY,lead,Shire,Other
7670374,NCT01298323,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
7634877,NCT00126568,NIH,lead,National Cancer Institute (NCI),Government Agency
7636145,NCT00205348,OTHER,lead,"University of Wisconsin, Madison",University
7635738,NCT00181168,OTHER,lead,Johns Hopkins University,University
7635739,NCT00181168,OTHER,collaborator,"Gustave Roussy, Cancer Campus, Grand Paris",Health care Institution
7635740,NCT00181168,OTHER,collaborator,M.D. Anderson Cancer Center,Health care Institution
7635741,NCT00181168,INDUSTRY,collaborator,"Genzyme, a Sanofi Company",Other
7635055,NCT00134043,NIH,lead,National Cancer Institute (NCI),Government Agency
7670585,NCT01306656,OTHER,lead,Columbia University,University
7670586,NCT01306656,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
7636905,NCT00251316,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
7636548,NCT00230802,OTHER,lead,Brigham and Women's Hospital,Health care Institution
7636549,NCT00230802,OTHER,collaborator,Harvard Medical School (HMS and HSDM),Other
8095752,NCT03414021,OTHER,lead,Lille Catholic University,University
7637117,NCT00261950,INDUSTRY,lead,Amgen,Other
7637051,NCT00257920,INDUSTRY,lead,Abbott,Other
7637587,NCT00285467,OTHER,lead,Indiana University School of Medicine,University
8061555,NCT03700762,OTHER,lead,First People's Hospital of Hangzhou,Health care Institution
8061729,NCT03699098,OTHER,lead,Cairo University,University
7637635,NCT00287287,OTHER,lead,Kenneth Ain,Other
7637636,NCT00287287,INDUSTRY,collaborator,Celgene Corporation,Other
7727037,NCT00005184,NIH,lead,"National Heart, Lung, and Blood Institute (NHLBI)",Other
7670928,NCT01321554,INDUSTRY,lead,Eisai Inc.,Industry
7638233,NCT05265819,OTHER,lead,Nabil Mahmoud Ismail Abdel-Aal,Other
7638547,NCT04009291,INDUSTRY,lead,Ascendis Pharma A/S,Other
7726932,NCT00005102,NIH,lead,National Center for Research Resources (NCRR),Other
7726933,NCT00005102,OTHER,collaborator,Children's Hospital of Philadelphia,Health care Institution
7640104,NCT00358956,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
7639785,NCT00345839,INDUSTRY,lead,Amgen,Other
7640639,NCT05278364,OTHER,lead,Shouyao Holdings (Beijing) Co. LTD,Industry
7728550,NCT00006329,NIH,lead,National Center for Research Resources (NCRR),Other
8063445,NCT03680222,OTHER,lead,Fujian Medical University,University
7640529,NCT05286801,NIH,lead,National Cancer Institute (NCI),Government Agency
8065247,NCT03660800,INDUSTRY,lead,"OPKO Health, Inc.",Industry
8064649,NCT03667157,OTHER,lead,Medical University of Warsaw,University
8096057,NCT03411187,OTHER,lead,"Bo Wang,MD",Other
7671437,NCT01341782,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
7641719,NCT00377312,OTHER,lead,University of Pittsburgh,University
7641720,NCT00377312,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
7796159,NCT00665795,OTHER,lead,University of Sao Paulo,University
7641786,NCT00379899,INDUSTRY,lead,Amgen,Other
7642005,NCT00388297,NIH,collaborator,National Institute of Neurological Disorders and Stroke (NINDS),Government Agency
7642052,NCT00390325,NIH,lead,National Cancer Institute (NCI),Government Agency
7642004,NCT00388297,OTHER,lead,The George Washington University Biostatistics Center,University
7731571,NCT00037518,INDUSTRY,lead,Amgen,Other
7642006,NCT00388297,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Government Agency
7642028,NCT00389441,INDUSTRY,lead,Pfizer,Other
7731581,NCT00037635,INDUSTRY,lead,Amgen,Other
7732913,NCT00053547,INDUSTRY,lead,Abbott,Other
7642255,NCT00395538,NIH,lead,National Institute of Dental and Craniofacial Research (NIDCR),Government Agency
8065599,NCT03657654,OTHER,lead,University of Virginia,University
7642491,NCT00403390,OTHER,lead,Boston Children's Hospital,Health care Institution
7731537,NCT00037193,NIH,lead,National Center for Research Resources (NCRR),Other
7732024,NCT00042653,INDUSTRY,lead,Amgen,Other
7642680,NCT00410761,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
7734598,NCT00073710,INDUSTRY,lead,Abbott,Other
7643249,NCT00431496,INDUSTRY,lead,Amgen,Other
7733468,NCT00060242,OTHER,lead,Case Comprehensive Cancer Center,Health care Institution
7733469,NCT00060242,NIH,collaborator,National Cancer Institute (NCI),Government Agency
7642856,NCT00416949,OTHER,lead,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Health care Institution
7642857,NCT00416949,NIH,collaborator,National Cancer Institute (NCI),Government Agency
7642866,NCT00417612,OTHER,lead,Yale University,University
7642867,NCT00417612,NIH,collaborator,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),Government Agency
7733597,NCT00061906,OTHER,lead,Ohio State University Comprehensive Cancer Center,Health care Institution
7734166,NCT00068497,NIH,lead,National Cancer Institute (NCI),Government Agency
7734858,NCT00077103,OTHER,lead,Case Comprehensive Cancer Center,Health care Institution
7734859,NCT00077103,NIH,collaborator,National Cancer Institute (NCI),Government Agency
7797154,NCT00677469,OTHER,lead,Shiraz University of Medical Sciences,University
7735136,NCT00080574,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
8117072,NCT03203668,OTHER,lead,University Medical Centre Ljubljana,University
7736952,NCT00105274,NIH,lead,National Institute of Mental Health (NIMH),Government Agency
8117073,NCT03203668,OTHER,collaborator,Institute of Oncology Ljubljana,Other
7736051,NCT00094237,OTHER,lead,"University of North Carolina, Chapel Hill",University
7736052,NCT00094237,NIH,collaborator,"National Heart, Lung, and Blood Institute (NHLBI)",Other
7736069,NCT00094484,INDUSTRY,lead,Amgen,Other
7736454,NCT00098852,OTHER,lead,"University of California, San Francisco",University
7736455,NCT00098852,NIH,collaborator,National Cancer Institute (NCI),Government Agency
7736789,NCT00103155,OTHER,lead,"University of California, San Francisco",University
7736790,NCT00103155,NIH,collaborator,National Cancer Institute (NCI),Government Agency
7736149,NCT00095693,NIH,lead,National Cancer Institute (NCI),Government Agency
7808229,NCT00818896,OTHER,lead,Women and Infants Hospital of Rhode Island,Health care Institution
7644385,NCT00473265,OTHER,lead,John P. Bilezikian,Other
7644386,NCT00473265,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
7737189,NCT00108394,FED,lead,US Department of Veterans Affairs,Other
8117219,NCT03202160,OTHER,lead,Assiut University,University
7737373,NCT00110929,INDUSTRY,lead,Amgen,Other
7737448,NCT00111735,OTHER,lead,Sir Charles Gairdner Hospital,Health care Institution
7737788,NCT00115895,OTHER,lead,University of Helsinki,University
7737789,NCT00115895,OTHER,collaborator,Helsinki University Central Hospital,Health care Institution
7644758,NCT00488644,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
7737902,NCT00117052,INDUSTRY,lead,Amgen,Other
7672068,NCT01368042,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
8067130,NCT03643081,OTHER,lead,Nantes University Hospital,Health care Institution
7738366,NCT00121628,INDUSTRY,lead,Amgen,Other
7738562,NCT00123461,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
7738590,NCT00123760,OTHER,lead,AHS Cancer Control Alberta,Other
7738591,NCT00123760,OTHER,collaborator,Cross Cancer Institute,Other
8067132,NCT03643055,OTHER,lead,University Medical Centre Ljubljana,University
8067133,NCT03643055,OTHER,collaborator,Institute of Oncology Ljubljana,Other
7738700,NCT00124527,INDUSTRY,lead,Eisai Inc.,Industry
7739485,NCT00132431,INDUSTRY,lead,Amgen,Other
8067283,NCT03641638,OTHER,lead,China National Nuclear Corporation 416 Hospital,Health care Institution
7645289,NCT00507429,INDUSTRY,lead,Mateon Therapeutics,Other
7645477,NCT00514046,NIH,lead,National Cancer Institute (NCI),Government Agency
7739804,NCT00135304,INDUSTRY,lead,Amgen,Other
7797957,NCT00687778,OTHER_GOV,lead,Tel-Aviv Sourasky Medical Center,Health care Institution
8067408,NCT03640247,OTHER,lead,MetroHealth Medical Center,Health care Institution
7740763,NCT00144079,OTHER,lead,University Hospital Muenster,Health care Institution
7740764,NCT00144079,OTHER,collaborator,"Deutsche Krebshilfe e.V., Bonn (Germany)",Other
7741444,NCT00150111,OTHER,lead,Odense University Hospital,Health care Institution
8067477,NCT03639662,OTHER,lead,Assistance Publique Hopitaux De Marseille,Health care Institution
7741141,NCT00147433,NIH,lead,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Government Agency
7740885,NCT00145366,OTHER,lead,Odense University Hospital,Health care Institution
7741229,NCT00148213,OTHER,lead,University Hospital Muenster,Health care Institution
7741230,NCT00148213,UNKNOWN,collaborator,"Nichols Institute Diagnostika GmbH, Bad Vilbel, Germany",Other
7741445,NCT00150124,OTHER,lead,Steen Bonnema,Other
7741446,NCT00150137,OTHER,lead,Odense University Hospital,Health care Institution
7741447,NCT00150150,OTHER,lead,Odense University Hospital,Health care Institution
8117463,NCT03199677,OTHER,lead,Chinese Academy of Medical Sciences,Other
7645626,NCT00519896,OTHER,lead,University of Washington,University
7645627,NCT00519896,NIH,collaborator,National Cancer Institute (NCI),Government Agency
7741618,NCT00151723,OTHER,lead,Radboud University Medical Center,Health care Institution
7798294,NCT00691990,OTHER,lead,Aristotle University Of Thessaloniki,University
7798295,NCT00691990,OTHER,collaborator,AHEPA University Hospital,Health care Institution
7645759,NCT00525135,OTHER,lead,"University of California, San Francisco",University
7645760,NCT00525135,NIH,collaborator,National Cancer Institute (NCI),Government Agency
7645872,NCT00528788,OTHER,lead,Duke University,University
7645873,NCT00528788,INDUSTRY,collaborator,"Genzyme, a Sanofi Company",Other
7646119,NCT00537095,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
7798368,NCT00692835,OTHER,lead,Aristotle University Of Thessaloniki,University
7798369,NCT00692835,OTHER,collaborator,AHEPA University Hospital,Health care Institution
8067723,NCT03636945,OTHER,lead,Assistance Publique Hopitaux De Marseille,Health care Institution
7798401,NCT00693147,OTHER,lead,Aristotle University Of Thessaloniki,University
7798402,NCT00693147,OTHER,collaborator,AHEPA University Hospital,Health care Institution
7742639,NCT00161109,OTHER,lead,UMC Utrecht,Other
7742640,NCT00161109,OTHER,collaborator,Netherlands Brain Foundation,Other
7742641,NCT00161109,OTHER,collaborator,Children's Hospital of Philadelphia,Health care Institution
7744082,NCT00175149,OTHER,lead,Per Ivarsen,Other
7646144,NCT00537979,INDUSTRY,lead,Abbott,Other
7744246,NCT00176748,OTHER,lead,University of Michigan Rogel Cancer Center,Health care Institution
7743998,NCT00174057,OTHER,lead,National Taiwan University Hospital,Health care Institution
7744247,NCT00176748,INDUSTRY,collaborator,Pfizer,Other
7745595,NCT00189501,INDUSTRY,lead,Amgen,Other
7798784,NCT00697528,OTHER,lead,University of Sao Paulo,University
7646914,NCT00565864,OTHER,lead,Oregon Health and Science University,University
7646777,NCT00559949,NIH,lead,National Cancer Institute (NCI),Government Agency
8068726,NCT03624751,OTHER,lead,Taichung Veterans General Hospital,Health care Institution
8068543,NCT03626948,INDUSTRY,lead,"Sanwa Kagaku Kenkyusho Co., Ltd.",Industry
8068595,NCT03626246,OTHER,lead,Columbia University,University
8068596,NCT03626246,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
7672412,NCT01382212,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
8068486,NCT03627611,OTHER,lead,Oslo University Hospital,Health care Institution
8068487,NCT03627611,UNKNOWN,collaborator,Hormonlaboratoriet,Other
8068488,NCT03627611,UNKNOWN,collaborator,Spesialistsenteret Pilestredet Park,Other
7746331,NCT00196729,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
7647411,NCT00580788,OTHER,lead,University of Pittsburgh,University
8068857,NCT03623516,OTHER,lead,CHU de Reims,Health care Institution
7748237,NCT00213720,OTHER,lead,"University Hospital, Strasbourg, France",Health care Institution
7808492,NCT00822289,OTHER,lead,Rabin Medical Center,Health care Institution
7747710,NCT00209235,OTHER,lead,Connecticut Children's Medical Center,Health care Institution
7747711,NCT00209235,OTHER,collaborator,Johns Hopkins University,University
7747712,NCT00209235,OTHER,collaborator,"Hugo W. Moser Research Institute at Kennedy Krieger, Inc.",Industry
7747713,NCT00209235,OTHER,collaborator,UConn Health,Other
7747714,NCT00209235,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Government Agency
7748034,NCT00211939,INDUSTRY,lead,Nabi Biopharmaceuticals,Other
7647412,NCT00580788,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
7647441,NCT00581828,OTHER,lead,"University of Wisconsin, Madison",University
8117903,NCT03195296,OTHER,lead,University of Pisa,University
7647632,NCT00587158,OTHER,lead,Mayo Clinic,Health care Institution
7647633,NCT00587158,INDUSTRY,collaborator,Abbott,Other
7647652,NCT05247476,OTHER,lead,Zhongshan Hospital Xiamen University,Health care Institution
8070457,NCT03605472,OTHER,lead,CHU de Reims,Health care Institution
7647935,NCT05059470,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
7749315,NCT00223158,OTHER,lead,Patrice Perron,Other
7749316,NCT00223158,UNKNOWN,collaborator,Theramed co.,Industry
8069597,NCT03615456,OTHER,lead,Mansoura University,University
8069633,NCT03614988,OTHER,lead,Hospital de Clinicas de Porto Alegre,Health care Institution
8069634,NCT03614988,OTHER,collaborator,Federal University of Rio Grande do Sul,University
7648396,NCT02592356,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
7648397,NCT02592356,NIH,collaborator,National Cancer Institute (NCI),Government Agency
7800183,NCT00715572,OTHER,lead,I.M. Sechenov First Moscow State Medical University,University
8070355,NCT03606824,OTHER_GOV,lead,Shaochun.Li,Health care Institution
7748423,NCT00215605,INDUSTRY,lead,Exelixis,Other
8118015,NCT03194087,OTHER,lead,Beijing Friendship Hospital,Health care Institution
8069793,NCT03612908,OTHER,lead,Materno-Perinatal Hospital of the State of Mexico,Health care Institution
8069794,NCT03612908,OTHER,collaborator,Universidad Autonoma del Estado de Mexico,University
8069795,NCT03612908,OTHER,collaborator,Ciprés Grupo Médico CGM SC,Other
7648803,NCT00595335,OTHER,lead,Rebecca Bahn,Other
7648804,NCT00595335,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
7648805,NCT00595335,NIH,collaborator,National Center for Research Resources (NCRR),Other
7649069,NCT00603941,INDUSTRY,lead,"Daiichi Sankyo, Inc.",Industry
8070356,NCT03606824,OTHER,collaborator,"Chinese Academy of Medical Sciences, Fuwai Hospital",Health care Institution
8070357,NCT03606824,OTHER,collaborator,Peking University Third Hospital,Health care Institution
8070358,NCT03606824,OTHER,collaborator,Beijing Chao Yang Hospital,Health care Institution
8070359,NCT03606824,OTHER,collaborator,"Xuanwu Hospital, Beijing",Health care Institution
8070360,NCT03606824,OTHER,collaborator,Beijing Friendship Hospital,Health care Institution
8118361,NCT03191188,OTHER,lead,"University of California, Irvine",University
8118305,NCT03191643,OTHER,lead,IRCCS Azienda Ospedaliero-Universitaria di Bologna,Health care Institution
8118362,NCT03191188,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
7753851,NCT00271427,OTHER,lead,Ege University,University
7754802,NCT00280852,OTHER,lead,Alberta Health Services,Other
7649792,NCT00625846,NIH,lead,National Cancer Institute (NCI),Government Agency
8070720,NCT03602261,INDUSTRY,lead,"OPKO Health, Inc.",Industry
7754521,NCT00278005,OTHER,lead,Children's Healthcare of Atlanta,Other
7754674,NCT00279721,OTHER,lead,Alberta Health Services,Other
7754234,NCT00275171,OTHER,lead,Steen Bonnema,Other
7754474,NCT00277589,INDUSTRY,lead,Sanofi,Other
7755361,NCT00287144,OTHER_GOV,lead,Sykehuset Telemark,Other
7755508,NCT00288522,INDUSTRY,lead,Ipsen,Other
7755540,NCT00288873,OTHER,lead,Weill Medical College of Cornell University,University
7650810,NCT00664430,INDUSTRY,lead,Abbott,Other
7756141,NCT00295763,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
7650425,NCT00651625,OTHER,lead,University of New Mexico,University
7650472,NCT00654238,OTHER,lead,University of Pennsylvania,University
7756275,NCT00297297,OTHER,lead,Herlev Hospital,Health care Institution
7650811,NCT00664430,INDUSTRY,collaborator,Statistika Consultoria Ltda,Other
7650894,NCT00667576,INDUSTRY,lead,Abbott,Other
7650895,NCT00667576,INDUSTRY,collaborator,"Abbott Japan Co.,Ltd",Industry
7650934,NCT00668811,OTHER,lead,Medstar Health Research Institute,Other
7650935,NCT00668811,INDUSTRY,collaborator,Pfizer,Other
7672873,NCT01401478,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
7672874,NCT01401478,INDUSTRY,collaborator,Almedis,Other
7651124,NCT00674154,OTHER,lead,University of Aarhus,University
7757209,NCT00307840,OTHER,lead,Papageorgiou General Hospital,Health care Institution
8119174,NCT03183752,OTHER,lead,Hospital Universitário Clementino Fraga Filho,Health care Institution
7801324,NCT00730210,OTHER,lead,University of Aarhus,University
7758008,NCT00316823,OTHER,lead,"University of California, San Francisco",University
7758009,NCT00316823,NIH,collaborator,National Cancer Institute (NCI),Government Agency
8119243,NCT03182699,OTHER,lead,Rainer Oberbauer,Other
8119244,NCT03182699,INDUSTRY,collaborator,Amgen,Other
7808690,NCT00824226,OTHER,lead,University of Tartu,University
8119436,NCT03181100,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
8119437,NCT03181100,NIH,collaborator,National Cancer Institute (NCI),Government Agency
8119446,NCT03180892,OTHER,lead,Samsung Medical Center,Health care Institution
8071989,NCT03590080,OTHER,lead,Medical University of Warsaw,University
7759535,NCT00335062,OTHER,lead,Boston Children's Hospital,Health care Institution
7759602,NCT00336102,OTHER,lead,University of South Florida,University
7759603,NCT00336102,NIH,collaborator,National Cancer Institute (NCI),Government Agency
7758448,NCT00322322,OTHER,lead,Assistance Publique - Hôpitaux de Paris,Other
7758644,NCT00325104,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
8119699,NCT03178253,OTHER,lead,Assiut University,University
7760599,NCT00348413,OTHER_GOV,lead,Singapore National Eye Centre,Other
7759936,NCT00339716,NIH,lead,National Cancer Institute (NCI),Government Agency
7760030,NCT00341185,NIH,lead,National Cancer Institute (NCI),Government Agency
7760137,NCT00342641,NIH,lead,National Cancer Institute (NCI),Government Agency
7651864,NCT00701805,INDUSTRY,lead,Abbott,Other
7651865,NCT00701805,INDUSTRY,collaborator,"Abbott Japan Co.,Ltd",Industry
7760023,NCT00341094,NIH,lead,National Cancer Institute (NCI),Government Agency
7760124,NCT00342407,NIH,lead,National Cancer Institute (NCI),Government Agency
7760125,NCT00342407,FED,collaborator,Centers for Disease Control and Prevention,Other
7760126,NCT00342407,FED,collaborator,National Institute for Occupational Safety and Health (NIOSH/CDC),Government Agency
7760600,NCT00348413,OTHER,collaborator,International Stem Cell Forum,Other
7761541,NCT00359385,OTHER,lead,Columbia University,University
7651940,NCT00704730,INDUSTRY,lead,Exelixis,Other
7761152,NCT00354523,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
7761153,NCT00354523,INDUSTRY,collaborator,Novartis Pharmaceuticals,Other
7761306,NCT00356512,NIH,lead,National Institute of Dental and Craniofacial Research (NIDCR),Government Agency
7760960,NCT00352170,OTHER,lead,Creighton University,University
7760961,NCT00352170,INDUSTRY,collaborator,GlaxoSmithKline,Other
7761542,NCT00359385,INDUSTRY,collaborator,Merck Sharp & Dohme Corp.,Other
8119898,NCT03176485,OTHER,lead,University of Arizona,University
7761586,NCT00360074,OTHER,lead,University Hospital Freiburg,Health care Institution
7761921,NCT00364234,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
7652370,NCT00718770,OTHER,lead,"University of Colorado, Denver",University
7652371,NCT00718770,OTHER,collaborator,"American Cancer Society, Inc.",Industry
7652372,NCT00718770,INDUSTRY,collaborator,Eisai Inc.,Industry
7652402,NCT00719615,OTHER,lead,University of Nebraska,University
