index,nct_id,intervention_types
3588,NCT00510640,Drug
3589,NCT00513032,Drug
3590,NCT00514046,Drug
3594,NCT00524238,Drug
3596,NCT00527267,Drug
3598,NCT00537095,Drug
3598,NCT00537095,Other
3601,NCT00538720,Drug
3601,NCT00538720,Device
3602,NCT00551486,Procedure
3604,NCT00552487,Drug
3606,NCT00565864,Drug
3607,NCT00566488,Biological
3609,NCT00569920,Drug
3613,NCT00573573,Radiation
3614,NCT00580788,Drug
3615,NCT00581828,Drug
3616,NCT00582712,Drug
3622,NCT00603941,Drug
3623,NCT00604318,Drug
3625,NCT00615537,Procedure
3628,NCT00625846,Other
3628,NCT00625846,Drug
3631,NCT00647140,Other
3636,NCT00668811,Drug
3639,NCT00673010,Radiation
3643,NCT00691990,Procedure
3644,NCT00692835,Procedure
3645,NCT00693147,Procedure
3647,NCT00704730,Drug
3648,NCT00715572,Drug
3649,NCT00718770,Drug
3651,NCT00730210,Drug
3652,NCT00732615,Drug
3654,NCT00743782,Drug
3655,NCT00744302,Drug
3657,NCT00749697,Other
3658,NCT00754182,Device
3661,NCT00770016,Drug
3663,NCT00784303,Drug
3664,NCT00786552,Drug
3667,NCT00794053,Procedure
3668,NCT00795782,Procedure
3671,NCT00800358,Drug
3678,NCT00824226,Dietary Supplement
3680,NCT00856401,Drug
3689,NCT00896454,Drug
3691,NCT00905866,Other
3692,NCT00923247,Drug
3693,NCT00926978,Radiation
3696,NCT00929318,Procedure
3698,NCT00936858,Drug
3700,NCT00941551,Drug
3703,NCT00946894,Procedure
3704,NCT00948337,Behavioral
3705,NCT00954837,Procedure
3708,NCT00970359,Biological
3710,NCT00975000,Drug
3714,NCT00984191,Radiation
3715,NCT00984282,Drug
3717,NCT00993837,Procedure
3720,NCT01003652,Procedure
3724,NCT01013597,Drug
3726,NCT01025453,Drug
3729,NCT01042626,Other
3731,NCT01050465,Other
3742,NCT01095341,Other
3743,NCT01100619,Drug
3751,NCT01105923,Other
3755,NCT01126060,Drug
3755,NCT01126060,Procedure
3756,NCT01129492,Device
3760,NCT01141309,Drug
3761,NCT01143987,Drug
3765,NCT01150318,Drug
3770,NCT01173289,Radiation
3773,NCT01191762,Drug
3775,NCT01199614,Drug
3776,NCT01204359,Radiation
3779,NCT01221896,Procedure
3781,NCT01223638,Other
3788,NCT01236547,Radiation
3788,NCT01236547,Drug
3788,NCT01236547,Other
3789,NCT01240590,Drug
3791,NCT01263951,Drug
3794,NCT01268098,Drug
3795,NCT01270321,Drug
3797,NCT01273714,Procedure
3800,NCT01277510,Drug
3802,NCT01280292,Drug
3805,NCT01292044,Other
3807,NCT01297309,Drug
3810,NCT01298323,Behavioral
3810,NCT01298323,Drug
3819,NCT01321554,Drug
3820,NCT01325857,Procedure
3822,NCT01333267,Drug
3823,NCT01338597,Procedure
3825,NCT01349634,Other
3831,NCT01373736,Drug
3834,NCT01379170,Drug
3838,NCT01392222,Behavioral
3839,NCT01398085,Radiation
3841,NCT01403324,Drug
3844,NCT01412762,Behavioral
3847,NCT01417442,Genetic
3855,NCT01437254,Drug
3856,NCT01438554,Drug
3863,NCT01455181,Drug
3866,NCT01481402,Drug
3869,NCT01496313,Drug
3871,NCT01501110,Drug
3872,NCT01502410,Drug
3872,NCT01502410,Other
3874,NCT01510002,Procedure
3875,NCT01511393,Other
3876,NCT01512212,Procedure
3878,NCT01534897,Drug
3879,NCT01536678,Drug
3881,NCT01539655,Drug
3882,NCT01551498,Dietary Supplement
3883,NCT01552434,Biological
3883,NCT01552434,Other
3883,NCT01552434,Drug
3886,NCT01565486,Device
3888,NCT01573520,Other
3891,NCT01588288,Procedure
3894,NCT01616316,Procedure
3895,NCT01625520,Drug
3896,NCT01631305,Drug
3896,NCT01631305,Other
3898,NCT01640184,Procedure
3898,NCT01640184,Drug
3902,NCT01647750,Drug
3906,NCT01656070,Drug
3907,NCT01658085,Device
3911,NCT01691781,Drug
3913,NCT01701349,Drug
3915,NCT01707056,Other
3917,NCT01709292,Drug
3917,NCT01709292,Other
3918,NCT01709435,Drug
3918,NCT01709435,Other
3919,NCT01723202,Drug
3919,NCT01723202,Other
3928,NCT01728623,Drug
3929,NCT01730638,Drug
3930,NCT01736163,Drug
3930,NCT01736163,Other
3931,NCT01736878,Drug
3933,NCT01739634,Drug
3935,NCT01744743,Procedure
3937,NCT01747512,Drug
3943,NCT01761149,Drug
3944,NCT01769157,Drug
3945,NCT01771523,Procedure
3945,NCT01771523,Device
3946,NCT01774279,Other
3947,NCT01776385,Other
3951,NCT01780584,Drug
3961,NCT01800617,Drug
3968,NCT01812395,Device
3968,NCT01812395,Procedure
3969,NCT01813136,Drug
3970,NCT01815021,Dietary Supplement
3971,NCT01831869,Drug
3973,NCT01833650,Dietary Supplement
3976,NCT01838642,Drug
3977,NCT01840332,Drug
3978,NCT01843062,Drug
3979,NCT01848171,Drug
3982,NCT01865838,Device
3985,NCT01876784,Drug
3986,NCT01882816,Radiation
3986,NCT01882816,Device
3986,NCT01882816,Drug
3986,NCT01882816,Other
3990,NCT01896479,Drug
3991,NCT01907997,Drug
3992,NCT01915485,Radiation
3993,NCT01916018,Other
3994,NCT01916304,Drug
3995,NCT01921452,Device
3996,NCT01922440,Other
4001,NCT01935856,Drug
4003,NCT01947023,Drug
4005,NCT01964144,Drug
4006,NCT01964508,Other
4008,NCT01974284,Drug
4009,NCT01994200,Other
4011,NCT01997554,Other
4015,NCT02012231,Drug
4016,NCT02012686,Device
4018,NCT02013479,Dietary Supplement
4019,NCT02018276,Drug
4021,NCT02062632,Drug
4021,NCT02062632,Other
4022,NCT02084732,Drug
4023,NCT02088645,Drug
4024,NCT02094079,Other
4030,NCT02114658,Drug
4035,NCT02145143,Drug
4035,NCT02145143,Device
4037,NCT02152137,Drug
4039,NCT02152228,Drug
4043,NCT02156362,Other
4044,NCT02178345,Procedure
4045,NCT02185560,Drug
4059,NCT02208544,Procedure
4059,NCT02208544,Device
4059,NCT02208544,Radiation
4063,NCT02223052,Drug
4064,NCT02225509,Procedure
4067,NCT02240563,Procedure
4069,NCT02244463,Drug
4072,NCT02278198,Drug
4073,NCT02280330,Dietary Supplement
4073,NCT02280330,Other
4076,NCT02302768,Dietary Supplement
4076,NCT02302768,Other
4077,NCT02303444,Drug
4078,NCT02304757,Drug
4081,NCT02317926,Drug
4082,NCT02318160,Other
4083,NCT02323724,Genetic
4084,NCT02329379,Drug
4090,NCT02363647,Other
4092,NCT02374593,Drug
4092,NCT02374593,Device
4093,NCT02375451,Other
4096,NCT02383927,Drug
4097,NCT02390739,Drug
4097,NCT02390739,Biological
4098,NCT02390934,Radiation
4103,NCT02404441,Biological
4107,NCT02412150,Drug
4107,NCT02412150,Procedure
4107,NCT02412150,Other
4107,NCT02412150,Behavioral
4109,NCT02418247,Drug
4110,NCT02418390,Procedure
4112,NCT02430714,Drug
4115,NCT02456701,Biological
4115,NCT02456701,Drug
4118,NCT02465060,Drug
4118,NCT02465060,Other
4118,NCT02465060,Biological
4119,NCT02465424,Other
4120,NCT02467244,Drug
4121,NCT02468921,Procedure
4122,NCT02472080,Drug
4124,NCT02499471,Other
4126,NCT02512978,Drug
4127,NCT02514187,Drug
4128,NCT02515084,Device
4130,NCT02524041,Device
4130,NCT02524041,Other
4134,NCT02548715,Drug
4139,NCT02561533,Other
4140,NCT02567877,Procedure
4140,NCT02567877,Drug
4141,NCT02568267,Drug
4142,NCT02577367,Drug
4143,NCT02586337,Drug
4144,NCT02586350,Drug
4145,NCT02591160,Procedure
4146,NCT02592356,Procedure
4146,NCT02592356,Other
4146,NCT02592356,Drug
4147,NCT02602717,Other
4148,NCT02614495,Drug
4150,NCT02628067,Biological
4152,NCT02644707,Dietary Supplement
4152,NCT02644707,Other
4153,NCT02648399,Procedure
4154,NCT02651818,Procedure
4156,NCT02657369,Drug
4157,NCT02657551,Drug
4161,NCT02658513,Other
4162,NCT02688608,Drug
4163,NCT02689609,Radiation
4164,NCT02702388,Drug
4166,NCT02709889,Drug
4171,NCT02711059,Procedure
4172,NCT02713269,Procedure
4172,NCT02713269,Other
4172,NCT02713269,Radiation
4176,NCT02726503,Drug
4177,NCT02731352,Drug
4178,NCT02747888,Genetic
4179,NCT02747979,Other
4181,NCT02758158,Device
4183,NCT02766283,Drug
4184,NCT02767245,Drug
4185,NCT02768753,Procedure
4190,NCT02781844,Drug
4192,NCT02812888,Drug
4194,NCT02826746,Drug
4196,NCT02834013,Procedure
4196,NCT02834013,Biological
4197,NCT02838927,Other
4200,NCT02856347,Other
4202,NCT02867592,Drug
4202,NCT02867592,Other
4203,NCT02869620,Other
4204,NCT02870569,Drug
4205,NCT02878044,Other
4208,NCT02891668,Drug
4209,NCT02901873,Device
4210,NCT02910466,Drug
4212,NCT02917863,Drug
4213,NCT02924532,Biological
4216,NCT02947035,Procedure
4217,NCT02947399,Radiation
4220,NCT02959827,Drug
4227,NCT02986607,Drug
4229,NCT02988817,Biological
4232,NCT02993562,Drug
4243,NCT03024151,Drug
4244,NCT03027349,Other
4246,NCT03029429,Drug
4248,NCT03031639,Procedure
4250,NCT03034707,Dietary Supplement
4251,NCT03037385,Drug
4255,NCT03044600,Other
4256,NCT03048708,Procedure
4257,NCT03048877,Drug
4259,NCT03053115,Drug
4260,NCT03053999,Other
4263,NCT03064542,Drug
4264,NCT03065218,Drug
4267,NCT03072654,Procedure
4269,NCT03085056,Drug
4270,NCT03085615,Other
4272,NCT03095963,Other
4272,NCT03095963,Drug
4273,NCT03099356,Drug
4275,NCT03103776,Other
4279,NCT03127098,Biological
4284,NCT03139747,Drug
4285,NCT03150108,Drug
4286,NCT03157128,Drug
4289,NCT03160274,Genetic
4294,NCT03170960,Drug
4296,NCT03176485,Other
4297,NCT03180892,Other
4298,NCT03181100,Drug
4298,NCT03181100,Biological
4306,NCT03196518,Procedure
4306,NCT03196518,Other
4308,NCT03203668,Radiation
4309,NCT03215095,Drug
4309,NCT03215095,Radiation
4311,NCT03246659,Drug
4312,NCT03246958,Drug
4320,NCT03289403,Drug
4321,NCT03294005,Diagnostic Test
4326,NCT03300765,Drug
4326,NCT03300765,Radiation
4330,NCT03324880,Biological
4333,NCT03342001,Drug
4334,NCT03359668,Diagnostic Test
4335,NCT03360890,Drug
4337,NCT03364738,Biological
4338,NCT03375931,Behavioral
4339,NCT03377829,Procedure
4340,NCT03379181,Drug
4343,NCT03393728,Drug
4347,NCT03411187,Device
4348,NCT03416686,Device
4349,NCT03432299,Procedure
4352,NCT03444246,Dietary Supplement
4353,NCT03449108,Biological
4353,NCT03449108,Drug
4353,NCT03449108,Other
4356,NCT03454464,Procedure
4357,NCT03454477,Procedure
4357,NCT03454477,Device
4359,NCT03463889,Drug
4359,NCT03463889,Procedure
4361,NCT03465176,Other
4362,NCT03469011,Drug
4368,NCT03469544,Other
4369,NCT03470259,Drug
4369,NCT03470259,Device
4370,NCT03475953,Drug
4371,NCT03479801,Procedure
4372,NCT03483337,Other
4373,NCT03484884,Diagnostic Test
4375,NCT03496363,Diagnostic Test
4379,NCT03500666,Device
4380,NCT03506048,Drug
4383,NCT03510143,Device
4384,NCT03514251,Procedure
4386,NCT03516773,Drug
4390,NCT03530033,Drug
4392,NCT03547648,Procedure
4394,NCT03555487,Drug
4395,NCT03565536,Drug
4395,NCT03565536,Procedure
4395,NCT03565536,Radiation
4396,NCT03570021,Procedure
4397,NCT03573960,Drug
4398,NCT03577951,Procedure
4401,NCT03602495,Drug
4405,NCT03615456,Procedure
4407,NCT03624751,Radiation
4410,NCT03627611,Drug
4412,NCT03630120,Drug
4417,NCT03631771,Drug
4419,NCT03636945,Other
4420,NCT03639662,Other
4421,NCT03640247,Drug
4424,NCT03643055,Diagnostic Test
4425,NCT03647358,Device
4425,NCT03647358,Drug
4426,NCT03647657,Drug
4427,NCT03657654,Other
4436,NCT03680222,Procedure
4437,NCT03690388,Drug
4441,NCT03720210,Device
4442,NCT03728959,Other
4445,NCT03747029,Other
4448,NCT03754621,Diagnostic Test
4449,NCT03757637,Other
4455,NCT03779906,Drug
4456,NCT03787121,Procedure
4457,NCT03794375,Other
4460,NCT03823859,Diagnostic Test
4463,NCT03826680,Procedure
4467,NCT03838692,Drug
4468,NCT03841617,Drug
4468,NCT03841617,Radiation
4468,NCT03841617,Other
4469,NCT03871387,Drug
4472,NCT03889769,Diagnostic Test
4474,NCT03892993,Other
4475,NCT03899792,Drug
4477,NCT03905369,Other
4480,NCT03914300,Drug
4480,NCT03914300,Biological
4491,NCT03942380,Diagnostic Test
4493,NCT03968510,Procedure
4497,NCT03973450,Other
4499,NCT03975231,Drug
4499,NCT03975231,Radiation
4500,NCT03977207,Drug
4503,NCT03988517,Other
4504,NCT04000880,Behavioral
4504,NCT04000880,Other
4506,NCT04009291,Combination Product
4508,NCT04028479,Diagnostic Test
4508,NCT04028479,Drug
4508,NCT04028479,Other
4510,NCT04031339,Procedure
4511,NCT04040673,Procedure
4511,NCT04040673,Device
4514,NCT04051099,Procedure
4514,NCT04051099,Drug
4515,NCT04053647,Other
4517,NCT04061980,Drug
4517,NCT04061980,Biological
4518,NCT04072731,Other
4519,NCT04076514,Procedure
4523,NCT04098991,Drug
4524,NCT04104529,Other
4525,NCT04124705,Drug
4527,NCT04126941,Other
4531,NCT04129411,Device
4534,NCT04136912,Drug
4534,NCT04136912,Device
4535,NCT04137185,Drug
4537,NCT04141306,Other
4538,NCT04160637,Diagnostic Test
4539,NCT04161391,Drug
4543,NCT04197960,Procedure
4544,NCT04209179,Drug
4545,NCT04211337,Drug
4546,NCT04224792,Other
4547,NCT04236232,Diagnostic Test
4549,NCT04238624,Drug
4551,NCT04240821,Drug
4553,NCT04248166,Device
4555,NCT04252001,Device
4555,NCT04252001,Other
4557,NCT04274829,Procedure
4558,NCT04280081,Drug
4561,NCT04285476,Diagnostic Test
4562,NCT04290663,Drug
4562,NCT04290663,Other
4565,NCT04304573,Diagnostic Test
4567,NCT04309136,Drug
4567,NCT04309136,Procedure
4569,NCT04312087,Procedure
4571,NCT04316845,Diagnostic Test
4572,NCT04320901,Device
4574,NCT04321954,Drug
4575,NCT04327999,Drug
4576,NCT04332770,Other
4577,NCT04336696,Procedure
4582,NCT04346901,Drug
4583,NCT04354324,Drug
4585,NCT04372225,Other
4594,NCT04400474,Drug
4604,NCT04420689,Drug
4605,NCT04420754,Biological
4608,NCT04425512,Diagnostic Test
4612,NCT04447183,Drug
4612,NCT04447183,Other
4614,NCT04459273,Procedure
4614,NCT04459273,Drug
4617,NCT04462471,Diagnostic Test
4617,NCT04462471,Drug
4622,NCT04472988,Behavioral
4622,NCT04472988,Other
4622,NCT04472988,Drug
4624,NCT04481893,Behavioral
4627,NCT04485975,Device
4631,NCT04500925,Procedure
4632,NCT04521348,Drug
4634,NCT04522570,Device
4635,NCT04524884,Drug
4638,NCT04544111,Drug
4644,NCT04551170,Drug
4647,NCT04552769,Drug
4648,NCT04554680,Drug
4649,NCT04560426,Device
4650,NCT04563780,Device
4651,NCT04569513,Biological
4655,NCT04574817,Drug
4657,NCT04579757,Drug
4660,NCT04589624,Drug
4660,NCT04589624,Procedure
4661,NCT04589884,Other
4664,NCT04594720,Other
4666,NCT04600349,Behavioral
4666,NCT04600349,Drug
4669,NCT04612894,Drug
4669,NCT04612894,Procedure
4672,NCT04619316,Drug
4673,NCT04623801,Procedure
4677,NCT04644315,Drug
4679,NCT04648722,Procedure
4684,NCT04675710,Procedure
4684,NCT04675710,Drug
4684,NCT04675710,Radiation
4684,NCT04675710,Biological
4684,NCT04675710,Other
4692,NCT04693377,Procedure
4692,NCT04693377,Other
4692,NCT04693377,Radiation
4693,NCT04693936,Combination Product
4695,NCT04701203,Combination Product
4696,NCT04704349,Radiation
4699,NCT04706962,Drug
4702,NCT04731467,Drug
4705,NCT04734457,Drug
4707,NCT04739566,Drug
4709,NCT04742608,Procedure
4709,NCT04742608,Other
4711,NCT04742959,Drug
4711,NCT04742959,Combination Product
4712,NCT04745793,Other
4714,NCT04747275,Drug
4717,NCT04752202,Behavioral
4719,NCT04754607,Other
4723,NCT04759911,Other
4723,NCT04759911,Drug
4723,NCT04759911,Procedure
4729,NCT04760288,Drug
4730,NCT04778865,Dietary Supplement
4733,NCT04784208,Diagnostic Test
4735,NCT04787328,Drug
4738,NCT04795947,Behavioral
4740,NCT04802876,Drug
4741,NCT04806269,Device
4743,NCT04821336,Other
4745,NCT04831957,Diagnostic Test
4747,NCT04853680,Device
4751,NCT04858867,Radiation
4752,NCT04860622,Diagnostic Test
4753,NCT04868045,Drug
4753,NCT04868045,Other
4754,NCT04876287,Drug
4757,NCT04878614,Drug
4759,NCT04880798,Diagnostic Test
4760,NCT04892303,Combination Product
4762,NCT04904159,Procedure
4765,NCT04922801,Diagnostic Test
4765,NCT04922801,Device
4769,NCT04931576,Procedure
4772,NCT04940052,Drug
4773,NCT04946123,Dietary Supplement
4778,NCT04952012,Drug
4779,NCT04952493,Drug
4780,NCT04964284,Biological
4780,NCT04964284,Radiation
4783,NCT04970134,Other
4784,NCT04971473,Biological
4788,NCT05003856,Other
4788,NCT05003856,Procedure
4791,NCT05014698,Genetic
4793,NCT05015725,Diagnostic Test
4797,NCT05022667,Device
4801,NCT05024929,Procedure
4802,NCT05025046,Diagnostic Test
4804,NCT05033496,Diagnostic Test
4805,NCT05043584,Device
4807,NCT05052359,Diagnostic Test
4808,NCT05054634,Behavioral
4813,NCT05077865,Drug
4814,NCT05078853,Device
4818,NCT05102292,Drug
4820,NCT05114980,Procedure
4825,NCT05124938,Diagnostic Test
4827,NCT05132205,Procedure
4828,NCT05132478,Other
4830,NCT05143918,Other
4831,NCT05152927,Device
4838,NCT05175404,Diagnostic Test
4840,NCT05178186,Procedure
4842,NCT05182931,Drug
4843,NCT05191927,Other
4847,NCT05228184,Drug
4849,NCT05240911,Drug
4852,NCT05241834,Drug
4853,NCT05243979,Radiation
4854,NCT05247476,Drug
4856,NCT05252884,Diagnostic Test
4856,NCT05252884,Drug
4860,NCT05260255,Drug
4861,NCT05263141,Procedure
4863,NCT05265819,Device
4863,NCT05265819,Dietary Supplement
4863,NCT05265819,Drug
4864,NCT05270798,Drug
4865,NCT05275374,Drug
4866,NCT05275946,Drug
4871,NCT05278364,Drug
4872,NCT05294393,Drug
4875,NCT05314790,Other
4876,NCT05323669,Diagnostic Test
4878,NCT05328076,Drug
4878,NCT05328076,Device
4880,NCT05334069,Other
4880,NCT05334069,Procedure
4881,NCT05334771,Device
4883,NCT03191188,Drug
4884,NCT03369405,Other
4885,NCT03414021,Diagnostic Test
4887,NCT04351945,Procedure
4888,NCT04427904,Drug
4889,NCT04471597,Drug
4890,NCT04542278,Drug
4891,NCT04794257,Device
4892,NCT04842942,Procedure
4893,NCT04943146,Drug
4894,NCT05036525,Device
