index,nct_id,investigators
413,NCT04284774,Rainbow Babies and Childrens Hospital
413,NCT04284774,Cleveland Clinic Foundation
413,NCT04284774,Nationwide Children's Hospital
413,NCT04284774,Dayton Children's Hospital
413,NCT04284774,ProMedica Toledo Hospital/Russell J Ebeid Children's Hospital
413,NCT04284774,University of Oklahoma Health Sciences Center
413,NCT04284774,Legacy Emanuel Children's Hospital
413,NCT04284774,Oregon Health and Science University
413,NCT04284774,Lehigh Valley Hospital-Cedar Crest
413,NCT04284774,Geisinger Medical Center
413,NCT04284774,Children's Hospital of Philadelphia
413,NCT04284774,Saint Christopher's Hospital for Children
413,NCT04284774,Children's Hospital of Pittsburgh of UPMC
413,NCT04284774,Rhode Island Hospital
413,NCT04284774,Prisma Health Richland Hospital
413,NCT04284774,BI-LO Charities Children's Cancer Center
413,NCT04284774,Sanford USD Medical Center - Sioux Falls
413,NCT04284774,T C Thompson Children's Hospital
413,NCT04284774,East Tennessee Childrens Hospital
413,NCT04284774,Saint Jude Children's Research Hospital
413,NCT04284774,The Children's Hospital at TriStar Centennial
413,NCT04284774,Vanderbilt University/Ingram Cancer Center
413,NCT04284774,Dell Children's Medical Center of Central Texas
413,NCT04284774,Driscoll Children's Hospital
413,NCT04284774,Medical City Dallas Hospital
413,NCT04284774,UT Southwestern/Simmons Cancer Center-Dallas
413,NCT04284774,El Paso Children's Hospital
413,NCT04284774,Cook Children's Medical Center
413,NCT04284774,Baylor College of Medicine/Dan L Duncan Comprehensive Cancer Center
413,NCT04284774,M D Anderson Cancer Center
413,NCT04284774,Covenant Children's Hospital
413,NCT04284774,UMC Cancer Center / UMC Health System
413,NCT04284774,Children's Hospital of San Antonio
413,NCT04284774,Methodist Children's Hospital of South Texas
413,NCT04284774,University of Texas Health Science Center at San Antonio
413,NCT04284774,Scott and White Memorial Hospital
413,NCT04284774,Primary Children's Hospital
413,NCT04284774,University of Vermont and State Agricultural College
413,NCT04284774,Children's Hospital of The King's Daughters
413,NCT04284774,Naval Medical Center - Portsmouth
413,NCT04284774,Virginia Commonwealth University/Massey Cancer Center
413,NCT04284774,Seattle Children's Hospital
413,NCT04284774,Providence Sacred Heart Medical Center and Children's Hospital
413,NCT04284774,Mary Bridge Children's Hospital and Health Center
413,NCT04284774,Madigan Army Medical Center
413,NCT04284774,West Virginia University Healthcare
413,NCT04284774,University of Wisconsin Hospital and Clinics
413,NCT04284774,Marshfield Medical Center-Marshfield
413,NCT04284774,Children's Hospital of Wisconsin
413,NCT04284774,University Pediatric Hospital
415,NCT04288115,"Central Arkansas Veterans Healthcare System Eugene J. Towbin Healthcare Center, Little Rock, AR"
416,NCT04288531,Usf Maxisaude
416,NCT04288531,Usf Braga Norte
416,NCT04288531,Usf Ruães
416,NCT04288531,Usf S. Lourenço
416,NCT04288531,Usf Gualtar
416,NCT04288531,Usf + Carandá
416,NCT04288531,Usf Manuel Rocha Peixoto
416,NCT04288531,Usf Bracara Augusta
416,NCT04288531,Usf Do Minho
416,NCT04288531,Usf S. João de Braga
418,NCT04298684,CHU Bordeaux
418,NCT04298684,CHU Limoges
418,NCT04298684,University Hospital Center of Guadeloupe
418,NCT04298684,CHU de la Réunion
429,NCT04311606,Mass Eye and Ear
437,NCT04329455,Ahmed Gamal
439,NCT04333342,Chungbuk National University Hospital
439,NCT04333342,Chung-Ang University Hospital
439,NCT04333342,Eulji University Nowon Eulji Medical Center
439,NCT04333342,Korea University Guro Hospital
439,NCT04333342,Seoul National University Hospital
439,NCT04333342,The Catholic University of Korea Eunpyeong St. Mary's Hospital
444,NCT04339205,Hospices Civils de Lyon
449,NCT04359979,Sheba Medical Center
453,NCT04373226,Hopital Vinatier
455,NCT04383795,Seoul St. Mary hospital
464,NCT04396912,"Umraniye Education and Research Hospital, Health Sciences University"
467,NCT04410601,"Umraniye Education and Research Hospital, Health Sciences University"
471,NCT04412694,"Department of General and Oncological Surgery, Medical University of Lodz"
475,NCT04424485,"Umraniye Education and Research Hospital, Department of General Surgery"
478,NCT04458233,Ziv Medical Center
483,NCT04463316,Erasmus Medical Center
485,NCT04463719,University of Florida
485,NCT04463719,Mayo Clinic
486,NCT04467021,Siteman Cancer Center at West County Hospital
486,NCT04467021,Washington University School of Medicine
486,NCT04467021,Montefiore Medical Center-Einstein Campus
486,NCT04467021,Montefiore Medical Center-Weiler Hospital
486,NCT04467021,Montefiore Medical Center - Moses Campus
486,NCT04467021,University of Pennsylvania/Abramson Cancer Center
486,NCT04467021,University of Pittsburgh Cancer Institute (UPCI)
486,NCT04467021,UT Southwestern/Simmons Cancer Center-Dallas
486,NCT04467021,Aurora Cancer Care-Southern Lakes VLCC
486,NCT04467021,Aurora Saint Luke's South Shore
486,NCT04467021,Aurora Health Care Germantown Health Center
486,NCT04467021,Aurora Cancer Care-Grafton
486,NCT04467021,Aurora BayCare Medical Center
486,NCT04467021,Aurora Cancer Care-Kenosha South
486,NCT04467021,Aurora Bay Area Medical Group-Marinette
486,NCT04467021,Aurora Cancer Care-Milwaukee
486,NCT04467021,Aurora Saint Luke's Medical Center
486,NCT04467021,Aurora Sinai Medical Center
486,NCT04467021,Vince Lombardi Cancer Clinic - Oshkosh
486,NCT04467021,Aurora Cancer Care-Racine
486,NCT04467021,Vince Lombardi Cancer Clinic-Sheboygan
486,NCT04467021,Aurora Medical Center in Summit
486,NCT04467021,Vince Lombardi Cancer Clinic-Two Rivers
486,NCT04467021,Aurora Cancer Care-Milwaukee West
486,NCT04467021,Aurora West Allis Medical Center
488,NCT04472026,University of Florida
488,NCT04472026,Mayo Clinic
490,NCT04477798,Hangzhou First People's Hospital Affiliated to Zhejiang University Medical College
493,NCT04509011,Rudolfstiftung
493,NCT04509011,Haukeland University Hospital
493,NCT04509011,Jagiellonian University Medical College
493,NCT04509011,Sahlgrenska University Hospital
493,NCT04509011,"Skåne University Hospital, Department of Surgery, Lund"
494,NCT04514484,Northwestern University
494,NCT04514484,Montefiore Medical Center-Einstein Campus
494,NCT04514484,University of Pittsburgh Cancer Institute (UPCI)
499,NCT04522622,Steno Diabetes Center Copenhagen
499,NCT04522622,"Herlev and Gentofte Hospital, Herlev Hospital"
499,NCT04522622,Odense University Hospital
507,NCT04548284,"Zhongshan Ophthalmic Center, Sun Yat-sen University"
516,NCT04560127,Peking Union Medical College Hospital
521,NCT04564924,Tongji Hospital
525,NCT04574947,St. Petersburg State University Hospital
535,NCT04583735,Perlman Medical Offices / UCSD
535,NCT04583735,MACRO Trials
535,NCT04583735,Univ of Colorado Dept of Ophthalmology
535,NCT04583735,Bascom Palmer Eye Institute / Univ of Miami
535,NCT04583735,Mayo Clinic
535,NCT04583735,Washington University
535,NCT04583735,Hamilton Eye Institute / U Tennessee
535,NCT04583735,Medical College of Wisconsin
541,NCT04598815,Ospedale Cisanello-Endocrinology II
549,NCT04614389,USC Department of Radiology
554,NCT04632524,Atef
556,NCT04639388,Hopital Vinatier
560,NCT04647500,Developmental imaging and psychopathology lab
561,NCT04662190,Eduard Pedemonte Sarrias
565,NCT04663451,Universitair Ziekenhuis Brussel
569,NCT04666103,Zhongnan Hospital of Wuhan University
572,NCT04671719,Centre de compétence des maladies rares de l'insulino-sécrétion et de l'insulino-sensibilité
572,NCT04671719,"Centre de référence Dysplasie Fibreuse des os Service rhumatologie et pathologie osseuse Hôpital Edouard Herriot, Lyon"
572,NCT04671719,Centre de Référence des Maladies Rares du Métabolisme du Calcium et du Phosphate Service d'Endocrinologie et Diabète de l'Enfant Hôpital Bicêtre Paris Saclay
579,NCT04680650,Cancer Center of Guangzhou Medical University
580,NCT04683575,The First affiliated hospital of Shandong First Medical University
588,NCT04704414,"Ophthalmology Department, University Hospital Zurich"
593,NCT04708626,Uppsala University
598,NCT04714918,Peking Union Medical College Hospital
598,NCT04714918,"The First Affiliated Hospital, Chongqing Medical University"
598,NCT04714918,Fujian Provincial Hospital
598,NCT04714918,"The Seventh Affiliated Hospital, Sun Yat-sen University"
598,NCT04714918,Xiangya Hospital of Central South University
598,NCT04714918,The First Hospital of China Medical University
598,NCT04714918,People's Hospital of Ningxia Hui Autonomous Region
598,NCT04714918,People's Hospital of Xinjiang Uygur Autonomous Region
598,NCT04714918,The Second Affiliated Hospital Zhejiang University School of Medicine
600,NCT04730726,University Medical Center Groningen
606,NCT04737330,Novartis Investigative Site
624,NCT04776993,Endocrinology Unit II
633,NCT04782856,Virginia Commonwealth University
636,NCT04785443,CHRU de Brest
647,NCT04809454,Mehwish Iftikhar
651,NCT04823728,Hôpital Neurologique
653,NCT04842994,Tata Memorial Hospital
657,NCT04846010,"All Natural Medicine Clinic, LLC"
660,NCT04856488,"Department of Endocrinology, Karolinska University Hospital"
671,NCT04876534,Istituto Auxologico Italiano
671,NCT04876534,"Azienda Ospedaliero, Universitaria Pisana"
671,NCT04876534,"Azienda Ospedaliera ""Sant'Andrea"""
671,NCT04876534,Mauriziano Umberto I Hospital
674,NCT04877613,University of Pennsylvania
677,NCT04879173,Seoul St. Mary hospital
683,NCT04895631,"University of California, San Francisco"
688,NCT04919694,"Zhongshan Ophthalmic Center, Sun Yat-sen University"
696,NCT04922892,NanjingMU
697,NCT04927416,National Institutes of Health Clinical Center
705,NCT04932135,University Hospital Basel
713,NCT04942769,"Beijing Chao-Yang Hospital, Capital Medical University"
724,NCT04953195,"Beijing Chao-Yang Hospital, Capital Medical University"
726,NCT04969926,National Institutes of Health Clinical Center
738,NCT04988802,Dubrava University Hospital
743,NCT05002998,University of Colorado - Eye Center
743,NCT05002998,Bascom Palmer Eye Institute
749,NCT05007093,Peking Union Medical College Hospital
751,NCT05012033,Imperial College Healthcare NHS Trust
756,NCT05015127,"Shanghai Ninth People's Hospital, Shanghai Jiaotong University School of Medicine"
762,NCT05017142,Kantonsspital Aarau
762,NCT05017142,Kantonsspital Graubünden
762,NCT05017142,Children's Hospital of Eastern Switzerland
762,NCT05017142,"Pediatric Institute of Southern Switzerland, Ospedale San Giovanni"
762,NCT05017142,University Children's Hospital Lausanne (CHUV)
762,NCT05017142,Kinderspital Winterthur
762,NCT05017142,"University Children's Hospital Basel, UKBB"
762,NCT05017142,"University Children's Hospital, Inselspital Bern"
762,NCT05017142,"Institute of Social and Preventive Medicine, University of Bern"
762,NCT05017142,University Hospitals of Geneva (HUG)
762,NCT05017142,Luzerner Kantonsspital
762,NCT05017142,University Children's Hospital Zurich
763,NCT05019118,Nursing University School of Ourense
775,NCT05043233,"Ruijin hospital, Shanghai Jiaotong University School of Medicine"
780,NCT05049603,Ospedale Cisanello-Endocrinology II
784,NCT05059470,M D Anderson Cancer Center
785,NCT05068687,Ghent University Hospital
793,NCT05098600,Teaching Hospital of Royal Vineguards
799,NCT05108298,Wake Forest School of Medicine
800,NCT05110040,Zhongshan Ophthalmic Center
804,NCT05112211,Zhongshan Ophthalmic Center
811,NCT05117853,Onze Lieve Vrouw Hospital
813,NCT05119296,Stanford University
816,NCT05126147,National Taiwan University Hospital
819,NCT05126706,Seoul National University Hospital
821,NCT05130476,Odense University Hospital
826,NCT05142904,Rijnstate Hospital
826,NCT05142904,"Amsterdam UMC, location VUMC"
831,NCT05149898,Greenwood Genetic Center
831,NCT05149898,Lady Cilento Children's Hospital - South Brisbane
831,NCT05149898,Genetics Clinics Australia
839,NCT05176639,Sarasota Retina Institute
839,NCT05176639,"TKL Research, Inc."
839,NCT05176639,Neuro-Eye Clinical Trials
848,NCT05189314,Columbia University
850,NCT05189808,Columbia University
852,NCT05189821,Columbia University
856,NCT05199103,"Department of Internal Medicine and Oncological Chemotherapy, Medical Faculty in Katowice, Medical University of Silesia"
861,NCT05214274,Peking Union Medical College Hospital
861,NCT05214274,The First Hospital of China Medical University
861,NCT05214274,"The First Affiliated Hospital , Sun Yat-sen University"
861,NCT05214274,The Second Xiangya Hospital of Central South University
861,NCT05214274,Shanghai Sixth People's Hospital
861,NCT05214274,West China Hospital of Sichuan University
861,NCT05214274,The First Affiliated Hospital of Xinjiang Medical University
863,NCT05216718,Dong sik Bae
870,NCT05225883,Centre de référence des syndromes neurologiques paranéoplasiques et encéphalites auto-immunes
873,NCT05229341,City of Hope Medical Center
876,NCT05239221,Amolyt Pharma Investigational Site Hungary
876,NCT05239221,PRA-EDS
895,NCT05264857,Stony Brook University Cancer Center
909,NCT05280600,Guy's and St Thomas' NHS Foundation Trust
912,NCT05290493,Children's Hospital of Philadelphia (CHOP)
912,NCT05290493,Seattle Children's Hospital
912,NCT05290493,The Hospital for Sick Children (SickKids)
913,NCT05299437,"Nuclear Medicine, Ospedale Sacro Cuore - Don Calabria"
913,NCT05299437,"Nuclear Medicine, Fondazione IRCCS Istituto Nazionale Tumori"
914,NCT05299632,Emory Saint Joseph's Hospital
914,NCT05299632,Emory University Hospital (EUH)
914,NCT05299632,Emory Johns Creek Hospital
917,NCT05316922,Fondazione IRCCS Istituto Nazionale dei Tumori
918,NCT02378233,Health Care center
919,NCT02742597,Western University
919,NCT02742597,Mount Sinai Hospital
919,NCT02742597,Providence Healthcare
919,NCT02742597,St. Michael's Hospital
919,NCT02742597,Sunnybrook Health Sciences Centre
919,NCT02742597,Toronto Central Community Care Access Centre
919,NCT02742597,Toronto East General Hospital
919,NCT02742597,University Hospital Network
919,NCT02742597,Women's College Hospital
920,NCT02789800,Université de Sherbrooke
920,NCT02789800,CIUSSS du Sageunay-Lac-Saint-Jean
922,NCT02966405,Peking University International Hospital
923,NCT03149354,CHU Amiens Picardie
927,NCT03922087,School of Public Health of Sun Yat-sen University (North Campus)
928,NCT03932487,Peking University international hospital
929,NCT04019509,UZ Brussel
930,NCT04208503,Department of Neonatology and Neonatal Intensive Care Warsaw Medical University
934,NCT04388956,National Taiwan University Hospital
938,NCT04571736,CHU Gui de Chauliac
939,NCT04585126,Caen University Hospital
940,NCT04615988,Mount Sinai Hospital /Tisch Cancer Cancer/Ruttenberg Treatment Center
941,NCT04658524,Ana Beatriz Winter Tavares
943,NCT04708704,Yale University
947,NCT04936698,Chang Gung Memorial hospital
949,NCT04991493,Affiliated Cancer Hospital of Shantou University Medical College Medical
950,NCT05016518,Gangnam Severance Hospital
952,NCT05103774,Hospital of Sohag University
953,NCT05126108,Surgical anesthesia service - Cochin Hospital
954,NCT05151120,Service D'endocrinologie - Hôpital Louis Pradel - Hospices Civils de Lyon
954,NCT05151120,Service de Médecine Nucléaire - Hôpital Louis Pradel - Hospices Civils de Lyon
955,NCT05251194,Seoul Metropolitan Government Seoul National University Boramae Medical Center
960,NCT00001160,National Institutes of Health Clinical Center
963,NCT00001242,"National Institutes of Health Clinical Center, 9000 Rockville Pike"
964,NCT00169806,IU Health Methodist Hospital
965,NCT00342446,Columbia University
967,NCT00410761,Investigational Site Number 3
967,NCT00410761,Investigational Site Number 8
967,NCT00410761,Investigational Site Number 9
967,NCT00410761,Investigational Site Number 11
967,NCT00410761,Investigational Site Number 15
967,NCT00410761,Investigational Site Number 18
967,NCT00410761,Investigational Site Number 17
967,NCT00410761,Investigational Site Number 2
967,NCT00410761,Investigational Site Number 7
967,NCT00410761,Investigational Site Number 14
967,NCT00410761,Investigational Site Number 10
967,NCT00410761,Investigational Site Number 6
967,NCT00410761,Investigational Site Number 22
967,NCT00410761,Investigational Site Number 19
967,NCT00410761,Investigational Site Number 13
967,NCT00410761,Investigational Site Number 21
967,NCT00410761,Investigational Site Number 1001
967,NCT00410761,Investigational Site Number 1901
967,NCT00410761,Investigational Site Number 1101
967,NCT00410761,Investigational Site Number 1102
967,NCT00410761,Investigational Site Number 2301
967,NCT00410761,Investigational Site Number 2302
967,NCT00410761,Investigational Site Number 1203
967,NCT00410761,Investigational Site Number 1202
967,NCT00410761,Investigational Site Number 1201
967,NCT00410761,Investigational Site Number 1204
967,NCT00410761,Investigational Site Number 1205
967,NCT00410761,Investigational Site Number 3601
967,NCT00410761,Investigational Site Number 2701
967,NCT00410761,Investigational Site Number 2802
967,NCT00410761,Investigational Site Number 2803
967,NCT00410761,Investigational Site Number 2801
967,NCT00410761,Investigational Site Number 2002
967,NCT00410761,Investigational Site Number 2001
967,NCT00410761,Investigational Site Number 2005
967,NCT00410761,Investigational Site Number 1601
967,NCT00410761,Investigational Site Number 1401
967,NCT00410761,Investigational Site Number 1402
967,NCT00410761,Investigational Site Number 2506
967,NCT00410761,Investigational Site Number 2502
967,NCT00410761,Investigational Site Number 2503
967,NCT00410761,Investigational Site Number 2501
967,NCT00410761,Investigational Site Number 2505
967,NCT00410761,Investigational Site Number 2504
967,NCT00410761,Investigational Site Number 1501
967,NCT00410761,Investigational Site Number 2403
967,NCT00410761,Investigational Site Number 2402
967,NCT00410761,Investigational Site Number 2404
967,NCT00410761,Investigational Site Number 2902
967,NCT00410761,Investigational Site Number 2901
967,NCT00410761,Investigational Site Number 1701
967,NCT00410761,Investigational Site Number 1702
967,NCT00410761,Investigational Site Number 1703
967,NCT00410761,Investigational Site Number 2602
967,NCT00410761,Investigational Site Number 2601
967,NCT00410761,Investigational Site Number 1801
967,NCT00410761,Investigational Site Number 3301
967,NCT00410761,Investigational Site Number 3402
967,NCT00410761,Investigational Site Number 3401
967,NCT00410761,Investigational Site Number 3003
967,NCT00410761,Investigational Site Number 3001
967,NCT00410761,Investigational Site Number 3002
967,NCT00410761,Investigational Site Number 3102
967,NCT00410761,Investigational Site Number 3101
967,NCT00410761,Investigational Site Number 2101
967,NCT00410761,Investigational Site Number 2102
968,NCT00537095,Research Site
970,NCT00591032,"Department for medical informatics, biometry and epidemiology, Ruhr-University of Bochum"
970,NCT00591032,"Institute of Clinical Chemistry, Transfusion and Laboratory Medicine, Universitätsklinikum Bergmannsheil, Ruhr-Universität Bochum"
970,NCT00591032,"Medical Hospital II, Bergmannsheil University Hospitals, Ruhr University of Bochum"
970,NCT00591032,"Medizinische Klinik I, Universitätsklinikum Bergmannsheil, Ruhr-Universität Bochum"
970,NCT00591032,"Diabetes-Zentrum, Mathias-Spital"
970,NCT00591032,"Abteilung für Laboratoriums- und Transfusionsmedizin, Westpfalz-Klinikum Kaiserslautern"
971,NCT00673010,Memorial Sloan Kettering Cancer Center
974,NCT01074684,Università di Cagliari
974,NCT01074684,Azienda Ospedaliera Unviersitaria Careggi - Firenze
974,NCT01074684,ASL TO/4 Ospedale di Ivrea
974,NCT01074684,Istituto Nazionale dei Tumori
974,NCT01074684,Azienda Ospedaliera Universitaria di Padova
974,NCT01074684,Università Cattolica del Sacro Cuore di Roma Policlinico Gemelli
974,NCT01074684,Ospedale di Taormina
974,NCT01074684,Università degli studi di Perugia - Sede di Terni
975,NCT01087619,"Skåne University Hospital, Department of Surgery, Lund"
976,NCT01141309,Memoral Sloan Kettering Cancer Center
976,NCT01141309,Memorial Sloan Kettering Cancer Center @ Suffolk
976,NCT01141309,Memorial Sloan Kettering Westchester
976,NCT01141309,Memorial Sloan Kettering Cancer Center
977,NCT01145040,Klinikum Ludwigsburg-Bietigheim
977,NCT01145040,"Institute for diagnostical radiology, interventional radiology and nuclear medicine, Bergmannsheil University Hospitals, Ruhr University of Bochum"
977,NCT01145040,"Medical Hospital I, Bergmannsheil University Hospitals, Ruhr University of Bochum"
979,NCT01236547,University of Alabama at Birmingham Cancer Center
979,NCT01236547,The Kirklin Clinic at Acton Road
979,NCT01236547,Cancer Center at Saint Joseph's
979,NCT01236547,Saint Joseph's Hospital and Medical Center
979,NCT01236547,Arizona Oncology-Deer Valley Center
979,NCT01236547,Arizona Oncology Services Foundation
979,NCT01236547,Sutter Cancer Centers Radiation Oncology Services-Auburn
979,NCT01236547,Alta Bates Summit Medical Center-Herrick Campus
979,NCT01236547,Mills-Peninsula Medical Center
979,NCT01236547,Sutter Cancer Centers Radiation Oncology Services-Cameron Park
979,NCT01236547,Eden Hospital Medical Center
979,NCT01236547,Sutter Cancer Centers Radiation Oncology Services-Roseville
979,NCT01236547,Sutter Medical Center Sacramento
979,NCT01236547,California Pacific Medical Center-Pacific Campus
979,NCT01236547,UCSF Medical Center-Mount Zion
979,NCT01236547,UCSF Medical Center-Parnassus
979,NCT01236547,Sutter Cancer Centers Radiation Oncology Services-Vacaville
979,NCT01236547,Sutter Solano Medical Center/Cancer Center
979,NCT01236547,Christiana Gynecologic Oncology LLC
979,NCT01236547,Delaware Clinical and Laboratory Physicians PA
979,NCT01236547,Helen F Graham Cancer Center
979,NCT01236547,Medical Oncology Hematology Consultants PA
979,NCT01236547,Christiana Care Health System-Christiana Hospital
979,NCT01236547,Beebe Health Campus
979,NCT01236547,Christiana Care Health System-Wilmington Hospital
979,NCT01236547,Mayo Clinic in Florida
979,NCT01236547,Moffitt Cancer Center
979,NCT01236547,Emory University Hospital Midtown
979,NCT01236547,Emory University Hospital/Winship Cancer Institute
979,NCT01236547,Radiation Oncology Associates PC
979,NCT01236547,Parkview Hospital Randallia
979,NCT01236547,University of Kansas Cancer Center
979,NCT01236547,The James Graham Brown Cancer Center at University of Louisville
979,NCT01236547,Mary Bird Perkins Cancer Center
979,NCT01236547,Touro Infirmary
979,NCT01236547,Greater Baltimore Medical Center
979,NCT01236547,Sinai Hospital of Baltimore
979,NCT01236547,Boston Medical Center
979,NCT01236547,Henry Ford Cancer Institute-Downriver
979,NCT01236547,Henry Ford Macomb Hospital-Clinton Township
979,NCT01236547,Henry Ford Medical Center-Fairlane
979,NCT01236547,Henry Ford Hospital
979,NCT01236547,West Michigan Cancer Center
979,NCT01236547,Henry Ford Medical Center-Columbus
979,NCT01236547,Henry Ford West Bloomfield Hospital
979,NCT01236547,Fairview Ridges Hospital
979,NCT01236547,Mercy Hospital
979,NCT01236547,Fairview Southdale Hospital
979,NCT01236547,Unity Hospital
979,NCT01236547,Minnesota Oncology Hematology PA-Maplewood
979,NCT01236547,Abbott-Northwestern Hospital
979,NCT01236547,Hennepin County Medical Center
979,NCT01236547,North Memorial Medical Health Center
979,NCT01236547,Mayo Clinic in Rochester
979,NCT01236547,Metro Minnesota Community Oncology Research Consortium
979,NCT01236547,Park Nicollet Clinic - Saint Louis Park
979,NCT01236547,Regions Hospital
979,NCT01236547,United Hospital
979,NCT01236547,Ridgeview Medical Center
979,NCT01236547,Rice Memorial Hospital
979,NCT01236547,University of Mississippi Medical Center
979,NCT01236547,Billings Clinic Cancer Center
979,NCT01236547,Memorial Sloan Kettering Basking Ridge
979,NCT01236547,New York-Presbyterian/Brooklyn Methodist Hospital
979,NCT01236547,Memorial Sloan Kettering Commack
979,NCT01236547,Memorial Sloan Kettering Westchester
979,NCT01236547,Memorial Sloan Kettering Cancer Center
979,NCT01236547,Memorial Sloan Kettering Sleepy Hollow
979,NCT01236547,Memorial Sloan Kettering Nassau
979,NCT01236547,UNC Lineberger Comprehensive Cancer Center
979,NCT01236547,Summa Health System - Akron Campus
979,NCT01236547,Summa Health System - Barberton Campus
979,NCT01236547,University of Cincinnati Cancer Center-UC Medical Center
979,NCT01236547,Case Western Reserve University
979,NCT01236547,Cleveland Clinic Foundation
979,NCT01236547,Ohio State University Comprehensive Cancer Center
979,NCT01236547,Mercy Cancer Center-Elyria
979,NCT01236547,Summa Health Medina Medical Center
979,NCT01236547,UH Seidman Cancer Center at Lake Health Mentor Campus
979,NCT01236547,UH Seidman Cancer Center at Southwest General Hospital
979,NCT01236547,University Hospitals Parma Medical Center
979,NCT01236547,UH Seidman Cancer Center at Firelands Regional Medical Center
979,NCT01236547,University of Cincinnati Cancer Center-West Chester
979,NCT01236547,University of Oklahoma Health Sciences Center
979,NCT01236547,UPMC-Heritage Valley Health System Beaver
979,NCT01236547,UPMC Cancer Centers - Arnold Palmer Pavilion
979,NCT01236547,Penn State Milton S Hershey Medical Center
979,NCT01236547,UPMC-Johnstown/John P. Murtha Regional Cancer Center
979,NCT01236547,UPMC Cancer Center at UPMC McKeesport
979,NCT01236547,UPMC-Coraopolis/Heritage Valley Radiation Oncology
979,NCT01236547,UPMC Cancer Center-Natrona Heights
979,NCT01236547,UPMC Jameson
979,NCT01236547,Thomas Jefferson University Hospital
979,NCT01236547,UPMC-Presbyterian Hospital
979,NCT01236547,UPMC-Saint Margaret
979,NCT01236547,UPMC-Shadyside Hospital
979,NCT01236547,UPMC Jefferson Regional Radiation Oncology
979,NCT01236547,UPMC-Passavant Hospital
979,NCT01236547,UPMC-Saint Clair Hospital Cancer Center
979,NCT01236547,UPMC Cancer Center at UPMC Northwest
979,NCT01236547,UPMC Uniontown Hospital Radiation Oncology
979,NCT01236547,UPMC Washington Hospital Radiation Oncology
979,NCT01236547,Prisma Health Cancer Institute - Spartanburg
979,NCT01236547,Prisma Health Cancer Institute - Faris
979,NCT01236547,Prisma Health Cancer Institute - Eastside
979,NCT01236547,Prisma Health Cancer Institute - Greer
979,NCT01236547,Prisma Health Cancer Institute - Seneca
979,NCT01236547,Parkland Memorial Hospital
979,NCT01236547,UT Southwestern/Simmons Cancer Center-Dallas
979,NCT01236547,M D Anderson Cancer Center
979,NCT01236547,American Fork Hospital / Huntsman Intermountain Cancer Center
979,NCT01236547,Sandra L Maxwell Cancer Center
979,NCT01236547,Logan Regional Hospital
979,NCT01236547,Intermountain Medical Center
979,NCT01236547,McKay-Dee Hospital Center
979,NCT01236547,Utah Valley Regional Medical Center
979,NCT01236547,Dixie Medical Center Regional Cancer Center
979,NCT01236547,Utah Cancer Specialists-Salt Lake City
979,NCT01236547,LDS Hospital
979,NCT01236547,Sentara Cancer Institute at Sentara CarePlex Hospital
979,NCT01236547,Sentara Norfolk General Hospital
979,NCT01236547,Sentara Virginia Beach General Hospital
979,NCT01236547,Green Bay Oncology at Saint Vincent Hospital
979,NCT01236547,Saint Vincent Hospital Cancer Center Green Bay
979,NCT01236547,Green Bay Oncology Limited at Saint Mary's Hospital
979,NCT01236547,Saint Vincent Hospital Cancer Center at Saint Mary's
979,NCT01236547,University of Wisconsin Hospital and Clinics
979,NCT01236547,Holy Family Memorial Hospital
979,NCT01236547,Bay Area Medical Center
979,NCT01236547,Medical College of Wisconsin
980,NCT01263951,Hospital of the University of Pennsylvania
981,NCT01298323,Investigational Site Number 301
981,NCT01298323,Investigational Site Number 401
981,NCT01298323,Investigational Site Number 501
981,NCT01298323,Investigational Site Number 701
981,NCT01298323,Investigational Site Number 702
981,NCT01298323,Investigational Site Number 901
981,NCT01298323,Investigational Site Number 1001
981,NCT01298323,Investigational Site Number 1002
981,NCT01298323,Investigational Site Number 1003
981,NCT01298323,Investigational Site Number 1301
981,NCT01298323,Investigational Site Number 1302
981,NCT01298323,Investigational Site Number 1901
981,NCT01298323,Investigational Site Number 2001
981,NCT01298323,Investigational Site Number 2201
981,NCT01298323,Investigational Site Number 2602
981,NCT01298323,Investigational Site Number 2603
981,NCT01298323,Investigational Site Number 2601
981,NCT01298323,Investigational Site Number 3001
981,NCT01298323,Investigational Site Number 3501
981,NCT01298323,Investigational Site Number 3502
981,NCT01298323,Investigational Site Number 4001
981,NCT01298323,Investigational Site Number 4104
981,NCT01298323,Investigational Site Number 4101
981,NCT01298323,Investigational Site Number 4102
981,NCT01298323,Investigational Site Number 6001
981,NCT01298323,Investigational Site Number 5702
981,NCT01298323,Investigational Site Number 5703
981,NCT01298323,Investigational Site Number 6201
981,NCT01298323,Investigational Site Number 6204
981,NCT01298323,Investigational Site Number 6202
981,NCT01298323,Investigational Site Number 6203
981,NCT01298323,Investigational Site Number 7201
981,NCT01298323,Investigational Site Number 2802
981,NCT01298323,Investigational Site Number 2801
982,NCT01398085,University Hospitals Birmingham NHS Foundation Trust
982,NCT01398085,Brighton and Sussex University Hospitals NHS Trust
982,NCT01398085,University Hospital Bristol NHS Foundation Trust
982,NCT01398085,Cambridge University Hospitals NHS Foundation Trust
982,NCT01398085,East Kent Hospitals University NHS Foundation Trust
982,NCT01398085,Mid Essex Hospitals Services NHS Trust
982,NCT01398085,Gloucestershire Hospitals NHS Trust
