,PMID,Other_terms
17699,32061922,*insulin-like growth factor 1 receptor
17700,32061922,*receptor crosstalk
17701,32061922,*tsh receptor stimulating antibodies
17702,32061922,*thyroid-stimulating hormone receptor cois of interest.
17703,31969085,*adipogenesis
17704,31969085,*chondrogenesis
17705,31969085,*muscle-derived stem cells
17706,31969085,*myogenesis
17707,31969085,*osteogenesis
17708,33476778,*dysthyroid optic neuropathy
17709,33476778,*grave disease
17710,33476778,*grave orbitopathy
17711,33476778,*orbit decompression
17713,32707005,*thyroid eye disease
17714,32707005,*insulin-like growth factor i receptor
17715,32707005,*monoclonal antibody
17716,32707005,*teprotumumab
17717,32707005,*thyrotropin receptor
17720,33298481,gynaecological cancer
17721,33298481,stroke
17722,33298481,thyrotoxicosis cois
17723,33645503,*covid-19
17724,33645503,*epidemics
17725,33645503,*influenza
17726,33645503,*predict
17727,33645503,*virus
17728,33196862,antithyroid medication
17729,33196862,antithyroid-induced arthritis syndrome
17730,33196862,arthritis
17731,33196862,fever
17732,33196862,thiamazole
17733,33498689,graves’ ophthalmopathy
17734,33498689,eear fluids
17735,33498689,ehyroid-associated ophthalmopathy
17736,33498689,exosomes
17737,33498689,extracellular vesicle
17738,33498689,eytokines cois
17739,33877318,*akt1
17740,33877318,*egfr/pi3k/akt signaling
17741,33877318,*lncrna lpal2
17742,33877318,*mir-1287-5p
17743,33877318,*orbital fibroblast activation
17744,33877318,*thyroid eye disease
17746,32425952,*autoantibodies
17747,32425952,*autoimmune
17748,32425952,*nephropathy
17749,32425952,*phospholipase a2 receptor
17750,32425952,*thyroid disease
17752,33745401,"*“thyroid eye disease, thermal imaging, ocular surface temperature, caruncular  temperature”"
17755,34752648,graves’ disease
17756,34752648,hyperthyroidism
17757,34752648,thyroid-stimulating hormone receptor antibody cois
17759,33121876,*graves' disease
17760,33121876,*interferon
17761,33121876,*interleukin
17762,33121876,*thyroid-stimulating hormone receptor antibody
17763,33121876,*tumor necrosis factor
17764,34680057,*graves’ ophthalmopathy
17765,34680057,*c-jun n-terminal kinase
17766,34680057,*orbital fibroblast
17767,34680057,*p38
17768,34680057,*pirfenidone
17769,34680057,*transforming growth factor-β1 cois
17770,33868176,*graves’ orbitopathy
17771,33868176,*t cell immunity
17772,33868176,*effector t cell
17773,33868176,*fibrocyte
17774,33868176,*orbital fibroblast
17775,33868176,"*thyroid-associated ophthalmology cois (81930024, 81761168037, 81770974, 81800695, 82071003, 82000879, 81570883, 81600766, 31701046, 31600971, and 31500714), the national key r&d program of china (2018yfc1106100, 2018yfc1106101), the shanghai sailing program (18yf1412300), the research grant of the shanghai science and technology committee (20dz2270800, 17dz2260100, 19410761100, and 19dz2331400), the clinical research plan of shdc (shdc2020cr3051b), the project of medical robots (imr-nph202002) from the clinical joint research center of the institute of medical robots, shanghai jiaotong university-shanghai ninth people’s hospital, the collaborative research project of translational medicine collaborative innovation center, shanghai jiaotong university school of medicine (tm201718), the shanghai municipal education commission—gaofeng clinical medicine grant support (20152228), the shanghai jiaotong university translational medicine crossed research grant (zh2018zda12, zh2018qna07), the sample database project of shanghai ninth people’s hospital (ybkb201901), and the joint innovation team for young physicians of shanghai ninth people’s hospital (qc202002).the authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest."
17776,33419752,emergency medicine
17777,33419752,respiratory medicine cois
17778,34887833,*graves’ disease
17779,34887833,*hla variants
17780,34887833,*ptpn22 gene
17781,34887833,*genetic predictors
17782,34887833,*treatment cois commercial or financial relationships that could be construed as a potential conflict of interest.
17783,32519199,association
17784,32519199,graves’ disease
17785,32519199,mica
17786,32519199,thionamide-induced agranulocytosis
17787,32253999,*antithyroid drug
17788,32253999,*hyperthyroidism
17789,32253999,*long-term treatment
17790,34916298,*graves’ disease
17791,34916298,*organoids
17792,34916298,*thyroid
17794,33781112,*graves’ ophthalmopathy
17795,33781112,*tepezza
17796,33781112,*hearing loss
17797,33781112,*teprotumumab
17798,33781112,*thyroid eye disease
17799,34887857,*: autoimmune disease
17800,34887857,*autoimmunity
17801,34887857,*gastric cancer
17802,34887857,*risk
17803,34887857,*standardized incidence rate cois commercial or financial relationships that could be construed as a potential conflict of interest.
17804,34355625,trab
17805,34355625,thyroid function
17806,34355625,hysterosalpingography (hsg)
17807,34355625,infertility
17808,34355625,thyrotoxicosis
17809,32874051,orbital decompression
17810,32874051,pneumocephalus
17811,32874051,thyroid eye disease cois
17812,32797475,graves’ disease
17813,32797475,antioxidant parameters
17814,32797475,hyperthyroidism
17815,32797475,lipid peroxidation
17816,32797475,thyroid orbitopathy
17818,34949642,*graves’ disease
17819,34949642,*autoimmune
17820,34949642,*fibrocyte
17821,34949642,"*thyroid cois therapeutic targeting of igf-i receptor in autoimmune diseases (to t.j.s. and held by the university of california, los angeles, and the lundquist institute). he is a consultant for horizon therapeutics."
17822,32419081,*cd40
17823,32419081,*ctla4
17824,32419081,*graves’ disease
17825,32419081,*pparg
17826,32419081,*ptpn22
17827,32419081,*polymorphism
17828,32372394,children and adolescents
17829,32372394,low-dose radioactive iodine (131i)
17830,32372394,outpatients treatment
17831,32372394,radiation exposure
17832,33653401,children
17833,33653401,glucocorticoid pulse therapy
17834,33653401,graves’ disease
17835,33653401,thyroid antibodies
17836,33653401,thyroid function cois
17841,32246145,*graves’ disease
17842,32246145,*hashimoto’s thyroiditis
17843,32246145,*genetic risk
17844,32246145,*heterogeneity
17845,32246145,*large chinese cohort
17846,34381538,acromegaly
17847,34381538,case report
17848,34381538,empty sella
17849,34381538,grave´s disease
17850,34381538,hyperthyroidism cois
17852,33322192,*graves’ orbitopathy
17853,33322192,*exophthalmos
17854,33322192,*intraocular pressure
17855,33322192,*topical medications cois
17857,32328068,*graves' disease
17858,32328068,*hashimoto's thyroiditis
17859,32328068,*follicular helper t cells
17860,32328068,*lymphoid tissue–inducer-like cells
17861,32328068,*regulatory t cells
17862,32328068,*thyroid autoimmune disease
17863,33597925,*erk
17864,33597925,*graves’ ophthalmopathy
17865,33597925,*ras homolog family member a (rhoa)
17866,33597925,*rho‑associated protein kinase (rock)
17867,33597925,*y-27632
17868,33597925,*myofibroblast
17869,33597925,*p38
17870,33597925,*simvastatin cois commercial or financial relationships that could be construed as a potential conflict of interest.
17874,34271828,*ait
17875,34271828,*trab
17876,34271828,*amiodarone
17877,34271828,*autoimmunity
17878,34271828,*thyrotoxicosis
17879,32545596,grave´s disease
17880,32545596,hashimoto’s thyroiditis
17881,32545596,non-celiac wheat sensitivity
17882,32545596,celiac disease
17883,32545596,gut microbiota
17884,32545596,iodine
17885,32545596,iron
17886,32545596,probiotics
17887,32545596,thyroid
17888,32545596,thyroid cancer cois
17889,32338082,*b-cell activating factor
17890,32338082,*cytokines
17891,32338082,*graves’ disease
17892,32338082,*hashimoto’s thyroiditis
17893,32338082,*autoimmune thyroid disease
17894,33912135,*graves’ disease
17895,33912135,*rna sequencing
17896,33912135,*t cell receptor sequencing
17897,33912135,*persistent graves’ disease
17898,33912135,*refractory graves’ disease
17899,33912135,*regulatory t cell cois commercial or financial relationships that could be construed as a potential conflict of interest.
17900,32116430,goiter
17901,32116430,thyroid
17902,32116430,thyroidectomy
17903,32121432,somatostatin analog
17904,32121432,cancer
17905,32121432,carcinoid
17906,32121432,lanreotide
17907,32121432,neuroendocrine tumor
17908,32121432,octreotide
17909,32121432,pasireotide
17910,32121432,"pituitary adenoma cois novartis, and pfizer as speaker fees, served on an advisory board, and received lecture fees and sponsorship for travel and accommodation in international scientific meetings from ipsen, novartis, and pfizer. none of them had role in the design of the study; in the collection, analyses, or interpretation of data; in the writing of the manuscript, or in the decision to publish the results."
17911,32572659,hypothyroidism
17912,32572659,goitre
17913,32572659,hyperthyroidism
17914,32572659,physiology
17915,32572659,thyroid carcinoma
17916,33040848,ct
17917,33040848,cancer
17918,33040848,goiter
17919,33040848,mr imaging
17920,33040848,surgical implications
17921,33040848,thyroid
17922,33040848,thyroid nodules cois
17923,32342248,hypoparathyroidism
17924,32342248,recurrent nerve injury
17925,32342248,thyroid carcinoma
17926,32342248,thyroid surgery
17927,32342248,thyroidectomy
17928,32234570,*central neck lymph node dissection
17929,32234570,*hypocalcemia
17930,32234570,*hypoparathyroidism
17931,32234570,*thyroidectomy
17932,31941844,adipogenesis
17933,31941844,caffeine
17934,31941844,graves’ orbitopathy
17935,31941844,oxidative stress
17936,31941844,thyroid eye disease
17937,33167878,bowel perforation
17938,33167878,gastrointestinal mucormycosis
17939,33167878,mucormycosis
17940,33167878,rhizopus microsporus
17941,33167878,streptococcus pyogenes
17942,33167878,toxic shock syndrome cois
17943,34653776,*graves' disease
17944,34653776,*sars-cov-2
17945,34653776,*type 1 diabetes mellitus
17946,34653776,*vaccine
17947,32896170,*graves’ disease
17948,32896170,*zinc transporter
17949,32896170,*children
17950,32896170,*non-toxic nodular goiter
17951,32896170,*thyroid tissue
17952,34956094,*contrast-enhanced ultrasound (ceus)
17953,34956094,*partially cystic papillary thyroid carcinomas (pcptcs)
17954,34956094,*partially cystic thyroid nodules
17955,34956094,*thyroid carcinomas
17956,34956094,*thyroid ultrasonography cois commercial or financial relationships that could be construed as a potential conflict of interest.
17957,33208049,*graves' disease
17958,33208049,*hla-dr3 mice
17959,33208049,*t cells
17960,33208049,*tetramer assay
17961,32734637,*asian
17962,32734637,*cosmesis
17963,32734637,*minimally invasive video-assisted thyroidectomy
17964,32734637,*neck scar
17965,32734637,*thyroidectomy
17966,35130216,"thyroidectomy, harmonic scalpel, classical ligation, suture hemorrhage, recurrent  laryngeal nerve injury."
17969,33939906,thyroid nodule
17970,33939906,ablation techniques
17971,33939906,ethanol
17972,33939906,nodular goiter
17973,32950466,covid-19
17974,32950466,free t3
17975,32950466,free t4
17976,32950466,hypothyroidism
17977,32950466,hypothyroïdie
17978,32950466,orbitopathie
17979,32950466,orbitopathy
17980,32950466,sars-cov-2
17981,32950466,t3l
17982,32950466,t4l
17983,32950466,tsh
17984,32950466,thyrotoxicose
17985,32950466,thyrotoxicosis
17986,33754530,anaplastic thyroid carcinoma
17987,33754530,leucocytosis; goitre
17989,33665799,turkey
17990,33665799,elderly people
17991,33665799,goitre
17992,33665799,hyperthyroidism
17993,33665799,hypothyroidism
17994,33665799,iodized salt
17995,34721289,*clnm
17996,34721289,*lasso
17997,34721289,*llnm
17998,34721289,*ptc
17999,34721289,*cn0 cois commercial or financial relationships that could be construed as a potential conflict of interest.
18000,32303903,*hereditary non-autoimmune hyperthyroidism
18001,32303903,*inverse agonist and antagonists
18002,32303903,*somatic and germline mutation
18003,32303903,*tsh receptor
18004,32303903,*toxic adenoma
18005,32303903,*toxic multinodular goitre cois
18007,33202999,*case-control studies
18008,33202999,*cohort studies
18009,33202999,*hearing loss
18010,33202999,*hyperthyroidism
18011,33202999,*sudden cois
18012,33339489,frank hartley
18013,33339489,clubfoot
18014,33339489,exstrophy of the bladder
18015,33339489,facial neuralgia
18016,33339489,goiter
18017,33964951,ck19
18018,33964951,follicular
18019,33964951,hbme1
18020,33964951,niftp
18021,33964951,papillary cois
18022,33402480,braf mutation
18023,33402480,microrna
18024,33402480,papillary thyroid cancer cois
18025,33466826,cohort
18026,33466826,diet
18027,33466826,iodine
18028,33466826,pregnancy
18029,33466826,"thyroid cois develop the myfood24 online dietary assessment system for use in research, teaching and for health. the remaining authors have nothing to declare. the funders had no role in the design of the study; in the collection, analyses, or interpretation of data; in the writing of the manuscript or in the decision to publish the results."
18030,33459001,*hashimoto disease
18031,33459001,*adolescent
18032,33459001,*child
18033,33459001,*goiter
18034,33459001,*hypothyroidism cois
18035,33213335,*hyperthyroidism
18036,33213335,*raiu test
18037,33213335,*graves' disease
18038,33213335,*multinodular
18039,33213335,*pathology
18040,33213335,*thyroid scan
18041,33213335,*toxic
18042,32518973,benign neoplasm
18043,32518973,goiter
18044,32518973,thyroid cancer
18045,32733376,*children
18046,32733376,*hypertrichosis
18047,32733376,*pituitary hypertrophy
18048,32733376,*severe autoimmune hypothyroidism
18049,32733376,*symptoms
18050,32267105,* metastasis
18051,32267105,* multinodular goiter
18052,32267105,*thyroid carcinoma
18053,33412925,*goiter
18054,33412925,*statins
18055,33412925,*thyroid cancer
18056,33412925,*thyroiditis
18057,33412925,*thyrotoxicosis
18060,33812374,macroadenoma
18061,33812374,pituitary
18062,33812374,pregnancy
18063,33812374,thyrotoxicosis cois
18064,32697397,doppler ultrasound
18065,32697397,graves disease
18066,32697397,graves orbitopathy
18067,32697397,central retinal artery
18068,32697397,ophthalmic artery
18069,32697397,toxic goiter
18070,33980057,*decision aid tool
18071,33980057,*levothyroxine dosage
18072,33980057,*patient tailored
18073,33980057,*pharmacokinetic modeling
18074,33980057,*thyroidectomy cois
18075,32149464,* thyroid surgery
18076,32149464,*ent
18077,32149464,*hyperthyroidism
18078,32149464,*thyroid
18079,32149464,*thyroid cancer
18081,31868128,*alu element
18082,31868128,*tg
18083,31868128,*congenital hypothyroidism
18084,31868128,*goiter
18085,31868128,*novel mutation
18086,31868128,*thyroglobulin cois
18087,32939627,ectopic thyroid tissue
18088,32939627,follicular adenoma
18089,32939627,goiter
18090,32939627,lung
18091,32939627,thoracoscopic surgery
18093,32909177,ancient rome
18094,32909177,fine arts
18095,32909177,goiter
18096,32909177,hans christian gram
18097,32909177,history
18098,32909177,hyperthyroidism
18100,32372240,egypt
18101,32372240,endemic goiter
18102,32372240,hashimoto’s thyroiditis
18103,32372240,papillary thyroid carcinoma
18104,32372240,thyroid cancer
18105,33619709,mri
18106,33619709,genetic diseases
18107,33619709,goitre
18108,33619709,haemochromatosis
18109,33619709,iron
18110,33619709,iron overload
18111,33619709,liver biopsy
18112,33619709,thyroid
18113,32377868,goiter
18114,32377868,graves’ disease
18115,32377868,hashimoto’s thyroiditis
18116,32377868,iodine-induced hyperthyroidism
18117,32377868,thyroid autonomy
18118,34378152,*congenital hypothyroidism
18119,34378152,*dyshormonogenesis
18120,34378152,*goiter
18121,34378152,*thyroid cancer
18122,33135832,*māori health
18123,33135832,*head and neck
18124,33135832,*thyroid surgery
18125,33319230,*hypothyroidism
18126,33319230,*chronic diseases
18127,33319230,*comorbidity
18128,33319230,*network analysis
18129,34637944,early diagnosis
18130,34637944,hamartoma syndrome
18131,34637944,hereditary
18132,34637944,multiple
18133,34637944,neoplastic syndromes
18134,34637944,pten phosphohydrolase
18135,34637944,phenotype
18137,33905626,thyroid cancer
18138,33905626,mrna expression
18139,33905626,polymorphism
18140,33905626,transforming growth factor-β
18141,33779362,thyroid
18142,33779362,hypocalcaemia
18143,33779362,meta-analysis
18144,33779362,prevalence
18145,33779362,risk factor cois conflicts of interest.
18147,33910357,complications − recurrent nerve
18148,33910357,hypoparathyroidism − lethality
18149,33910357,thyroid surgery
18150,34479126,diffuse thyroid diseases
18151,34479126,grave’s diseases
18152,34479126,hashimoto’s thyroiditis
18153,34479126,shear wave elastography
18154,34479126,ultrasonography
18155,33008929,*amiodarone-induced thyroid dysfunction
18156,33008929,*autoimmunity
18157,33008929,*destructive thyroiditis
18158,33008929,*hyperthyroidism
18159,33008929,*toxic multinodular goiter
18160,33008929,*toxic thyroid adenoma
18161,32458745,*goiter
18162,32458745,*iodine
18163,32458745,*iodine deficiency
18164,32458745,*salt
18165,32458745,*universal salt iodization cois
18166,34841823,*cohort studies
18167,34841823,*goiter
18168,34841823,*hyperthyroidism
18169,34841823,*hypothyroidism
18170,33072219,relapse risk
18171,33072219,benign focal pathology
18172,33072219,nodular goiter
18173,33072219,thyroid gland
18174,33028642,*ewing's sarcoma
18175,33028642,*multinodular goiter
18176,33028642,*neoplasm of the genitourinary tract
18177,34425332,gene expression
18178,34425332,klln
18179,34425332,multinodular goiter
18180,34425332,pten
18181,34425332,papillary thyroid carcinoma
18182,33914231,*goiter
18183,33914231,*iodine
18184,33914231,*iodized salt
18185,33914231,*thyroid
18186,33914231,*thyroid autoimmunity cois
18187,33749812,bethesda classification
18188,33749812,thyroid cancer
18189,33749812,thyroid nodule
18190,32838791,*breast cancer
18191,32838791,*genetic pleiotropy
18192,32838791,*hyperthyroidism
18193,32838791,*mammographic density cois
18194,32930933,congenital hypothyroidism
18195,32930933,duox2
18196,32930933,newborn screening
18197,32930933,tg
18198,32930933,tpo
18199,32930933,tshr
18200,32765423,*congenital hypothyroidism
18201,32765423,*dyshormonogenesis
18202,32765423,*genes
18203,32765423,*goiter
18204,32765423,*iodine
18205,32765423,*screening
18206,32765423,*thyroid hypoplasia
18207,34382851,cervical stitch sinus
18208,34382851,deep neck infection
18209,34382851,diabetes
18210,34382851,suture granuloma
18211,34382851,thyroidectomy
18212,34382851,wound
18213,34382851,wound healing
18215,31960358,mitochondria
18216,31960358,oxidative stress
18217,31960358,ros
18218,31960358,selenium
18219,31960358,thyroid
18221,34121740,autoimmune disease
18222,34121740,hashimoto's thyroiditis
18223,34121740,hypocalcemia
18224,34121740,thyroid peroxidase antibody
18225,34121740,thyroidectomy cois
18226,32505587,resistance to thyroid hormone
18227,32505587,thrb gene
18228,32505587,thyroid hormone receptor beta cois
18229,34426423,endoscopy
18230,34426423,surgery
18231,34426423,thyroid disease
18232,34426423,thyroiditis cois
18233,34051706,*goiter
18234,34051706,*nodule
18235,34051706,*thyroid
18236,32582023,*hashimoto's thyroiditis
18237,32582023,*hashitoxicosis
18238,32582023,*autoimmune thyroiditis (ait)
18239,32582023,*goiter
18240,32582023,*thyroid autoantibodies
18241,33901280,"*8-oxo-7,8-dihydro-2’-deoxyguanosine"
18242,33901280,"*8-oxo-7,8-dihydroguanosine"
18243,33901280,*graves disease
18244,33901280,*hyperthyroidism
18245,33901280,*oxidative stress
18246,33901280,*toxic nodular goiter
18247,34093427,*langerhans cell histiocytosis
18248,34093427,*chemotherapy
18249,34093427,*spontaneous thyroid hemorrhage
18250,34093427,*thyroid
18251,34093427,*thyroidectomy cois commercial or financial relationships that could be construed as a potential conflict of interest.
18254,33796075,*gh
18255,33796075,*igf-i
18256,33796075,*acromegaly
18257,33796075,*comorbidity
18258,33796075,*complication
18259,33796075,*pituitary adenoma cois commercial or financial relationships that could be construed as a potential conflict of interest.
18260,32792004,denosumab rebound
18261,32792004,fracture
18262,32792004,hypercalcemia
18263,32792004,hyperparathyroidism
18264,32792004,osteoporosis cois
18265,34219897,hyperthyroidsm
18266,34219897,thyroid neoplasms
18267,34219897,thyrostatic drugs cois interest. this article does not include any studies with human participants or animals performed by any of the authors.
18268,34937506,thyroid disorders
18269,34937506,male infertility factor
18270,34937506,pathospermia
18271,34248839,*congenital hypothyroidism
18272,34248839,*familial origin
18273,34248839,*high throughput molecular screening
18274,34248839,*oligogenicity
18275,34248839,*thyroid dyshormonogenesis cois commercial or financial relationships that could be construed as a potential conflict of interest.
18277,33052461,edge
18278,33052461,localization
18279,33052461,oxidative stress
18280,33052461,thyroid
18281,33052461,tumor
18282,34431326,covid-19
18283,34431326,sars-cov-2
18284,34431326,goiter
18285,34431326,surgery
18286,34431326,thyroid cancer
18287,34431326,thyroidectomy
18288,32178945,aberrant left subclavian artery
18289,32178945,non-recurrent inferior laryngeal nerve
18290,32178945,right-sided aortic arch
18291,32178945,thyroid surgery cois disclosed on this work.
18292,34196952,cost-effectiveness analysis
18293,34196952,intraoperative nerve monitoring
18294,34196952,recurrent laryngeal nerve palsy
18295,34196952,total thyroidectomy
18296,34196952,visual nerve identification
18297,32606189,thyroid
18298,32606189,malignancy
18299,32606189,microcalcifications
18300,32606189,nodule
18301,32606189,shape cois
18304,34889796,disfigurement
18305,34889796,horner syndrome
18306,34889796,steroids
18307,34889796,thyroidectomy cois
18310,33004747,follicular thyroid adenoma
18311,33004747,follicular thyroid carcinoma
18312,33004747,ultrasound signal cois
18313,32253953,*interventional ultrasonography
18314,32253953,*ablation techniques
18315,32253953,*high-intensity focused ultrasound ablation
18316,32253953,*nodular goiter
18317,32253953,*ultrasound imaging
18318,33459000,*graves disease
18319,33459000,*adolescent
18320,33459000,*antithyroid agents
18321,33459000,*child
18322,33459000,*hyperthyroidism cois
18323,33250466,alkaline phosphatase
18324,33250466,body pain
18325,33250466,muscle weakness
18326,33250466,normocalcemic hyperparathyroidism cois
18329,33194956,*kashmir
18330,33194956,*hypothyroidism
18331,33194956,*thyroid dysfunction
18332,33194956,*tribal population
18333,33194956,*urinary iodine
18334,32897650,*dicer1
18335,32897650,*cytology
18336,32897650,*fine-needle aspiration
18337,32897650,*follicular neoplasm
18338,32897650,*papillary thyroid carcinoma
18339,32897650,*poorly differentiated thyroid carcinoma
18340,32897650,*thyroid
18341,32430544,benign goiter
18342,32430544,case number threshold
18343,32430544,routine data
18344,32430544,vocal cord palsy
18345,32430544,volume outcome
18346,32458504,mitochondria
18347,32458504,mitochondria-eating protein
18348,32458504,mitophagy
18349,32458504,oncocytic cell tumor
18350,32458504,thyroid cois
18351,33541277,deficiency
18352,33541277,goiter
18353,33541277,magnitude
18354,33541277,micronutrient
18355,33541277,prevalence
18356,33541277,urine iodine cois
18358,32621001,*endocrine dysfunction
18359,32621001,*hemorrhagic stroke
18360,32621001,*ischemic stroke
18361,32621001,*pituitary
18362,31952842,*cervical embryonal rhabdomyosarcoma
18363,31952842,*dicer1-related multinodular goiter
18364,31952842,*ovarian sex-cord stromal tumors
18365,31952842,*pleuropulmonary blastoma
18366,31952842,"*sertoli-leydig cell tumors of the ovary cois private company with a mission to develop liquid biopsy diagnostics for rare cancers which includes dicer1-related cancers described in this work. none of the diagnostics under development are discussed in this work. dr. stewart provides contract telegenetics services to genome medical, inc."
18367,34670545,hyperthyroidism
18368,34670545,icm
18369,34670545,iodinated contrast media
18370,34670545,iodine-induced
18371,34670545,tachycardia cois
18372,32189188,*distant metastases
18373,32189188,*ft-ump
18374,32189188,*mi-ftc
18375,32189188,*radioiodine therapy
18376,32189188,*wdt-ump
18377,32081771,*biomarker
18378,32081771,*follicular thyroid adenoma
18379,32081771,*follicular thyroid carcinoma
18380,32081771,*roc curve analysis
18381,32081771,*real-time pcr
18382,32081771,*microrna cois
18385,33119125,dielectric properties
18386,33119125,open-ended coaxial line
18387,33119125,thyroid nodules
18388,32974689,ablation techniques
18389,32974689,high-intensity focused ultrasound ablation
18390,32974689,interventional ultrasonography
18391,32974689,nodular goiter
18392,32974689,ultrasonic imaging
18396,33932399,*change
18397,33932399,*expression
18398,33932399,*s hla-g
18399,33932399,*thyroid cancer
18400,33932399,*mir-199b-5p
18401,32088313,*congenital hypothyroidism
18402,32088313,*genotype-phenotype analysis
18403,32088313,*next-generation sequencing
18404,32088313,*thyroid peroxidase cois
18405,31867598,*tg
18406,31867598,*tpo
18407,31867598,*congenital hypothyroidism
18408,31867598,*goiter
18409,34191415,thyroid cancer
18410,34191415,endoscopic
18411,34191415,goiter
18412,34191415,surgery
18413,34191415,thyroidectomy
18415,32757959,* dioscorea bulbifera l
18416,32757959,*8-epidiosbulbin e acetate
18417,32757959,*diosbulbin b
18418,32757959,*hepatotoxicity
18419,32757959,*metabolic activation
18421,34706470,*anxiety
18422,34706470,*depression
18423,34706470,*obesity
18424,34706470,*personality
18425,34706470,*temperament
18426,34008223,dicer1
18427,34008223,follicular thyroid carcinoma
18428,34008223,histology
18429,34008223,macrofollicular variant
18430,34008223,mutation
18433,33331320,adenoma
18434,33331320,diagnosis
18435,33331320,hürthle cell tumor
18436,33331320,thyroid gland
18438,34050759,*adolescents
18439,34050759,*goiter
18440,34050759,*hyperthyroidism
18441,34050759,*hypothyroidism
18442,34050759,*thyroid
18443,34050759,*type 2 diabetes
18444,33210503,adenoma
18445,33210503,cyst
18446,33210503,follicular cancer
18447,33210503,thyroid gland
18448,33210503,ultrasound examination
18449,33329389,*diagnosis
18450,33329389,*hyperthyroidism
18451,33329389,*pathogenesis
18452,33329389,*pituitary adenoma
18453,33329389,*thyroid-stimulating hormone-secreting pituitary adenoma
18454,33329389,*treatment cois commercial or financial relationships that could be construed as a potential conflict of interest.
18455,34695620,pericardial effusion
18456,34695620,pleural effusion
18457,34695620,pleural hemangioma
18458,34695620,recurrent
18462,33180037,tshr mutation
18463,33180037,hyperthyroidism
18464,33180037,neonatal
18465,33180037,nonautoimmune
18466,32484412,diode
18467,32484412,laser
18468,32484412,metastatic
18469,32484412,thyroid
18470,32484412,trachea
18473,33722923,18f-fdg
18474,33722923,pet/ct
18475,33722923,breast metastasis
18476,33722923,follicular thyroid carcinoma
18477,33722923,iodine scan
18478,33393527,follicular carcinoma
18479,33393527,malignant
18480,33393527,neoplasm
18481,33393527,ovary
18482,33393527,struma ovarii
18483,33393527,teratoma cois
18484,33405016,*dysphagia
18485,33405016,*dysphonia
18486,33405016,*reflux disease
18487,33405016,*swallowing
18488,33405016,*thyroid
18489,33405016,*thyroid weight
18490,33405016,*thyroidectomy
18491,33405016,*voice cois
18492,33690170,*braf
18493,33690170,*mmp2
18494,33690170,*cancer
18495,33690170,*invasion
18496,33690170,*mutation
18497,33690170,*oncogene
18498,33690170,*thyroid cancer
18499,33970434,global health
18500,33970434,goiter
18501,33970434,telemedicine
18502,33970434,thyroid cancer
18503,33970434,thyroid ultrasound
18504,33970434,"ultrasound cois technology have financial stake in medical innovation and technology which works on developing technology to bring medical imaging to rural areas. all other authors have no financial disclosures. the manuscript and its contents were produced by the university of rochester and medical imaging ministries of the americas authors without financial conflict. the medical innovation and technology authors previewed the document, and any changes were subject to approval from the university of rochester and medical imaging ministry of the americas authors."
18505,32228164,*dicer1
18506,32228164,*child
18507,32228164,*follicular thyroid carcinomas
18508,32228164,*multinodular goiter
18510,33557336,alternative diet
18511,33557336,diet
18512,33557336,iodine
18513,33557336,iodine deficiency
18514,33557336,vegetarian diet cois
18515,34069656,mediterranean diet
18516,34069656,sars-cov-2 infection
18517,34069656,dietary habits
18518,34069656,healthcare professionals cois
18519,32631402,graves’ disease
18520,32631402,hyperthyroidism
18521,32631402,scintigraphy
18522,32631402,thyroid uptake
18523,32631402,thyrotoxicosis cois
18525,34418036,"synchronous thyroid malignancies, papillary thyroid carcinoma, lymphoma"
18526,32166365,*child
18527,32166365,*congenital hypothyroidism
18528,32166365,*gland
18529,32166365,*intrathyroid thymus
18530,32166365,*nodules
18531,32166365,*thyroid
18532,32166365,*thyroiditis
18533,32166365,*ultrasonography
18534,33676861,*endoscopic surgery
18535,33676861,*minimally invasive surgery
18536,33676861,*toetva
18537,33676861,*thyroidectomy
18538,34219881,fine-needle biopsy
18539,34219881,galectin-3
18540,34219881,reverse transcriptase polymerase chain reaction
18541,34219881,thyroid neoplasms
18542,34219881,thyroid nodule
18543,33319473,*oligometastasis
18544,33319473,*small cell lung cancer
18545,33319473,*thyroid metastasis
18547,32731688,follicular thyroid adenoma
18548,32731688,follicular thyroid cancer
18549,32731688,recurrent laryngeal nerve palsy
18550,32731688,elective lymph node dissection
18551,32731688,follicular variant of papillary thyroid cancer
18552,32645970,covid-19 infection
18553,32645970,dietary habits
18554,32645970,lockdown
18555,32645970,obesity cois
18556,32703500,braf mutation
18557,32703500,fine-needle aspiration
18558,32703500,papillary thyroid carcinoma
18559,32703500,thyroid nodule
18564,34230069,hyperthyroidism
18565,34230069,molecular imaging
18566,34230069,thyroid functional autonomy
18567,34230069,thyroid nodules
18568,33507638,men 2
18569,33507638,thyroid gland surgery
18570,33507638,thyroid nodule
18571,33507638,thyroidectomy
18574,31566142,intestinal microbiota
18575,31566142,autoimmune thyroid diseases
18576,31566142,gut dysbiosis
18577,31566142,hyperthyroidism
18578,31566142,hypothyroidism
18579,31566142,thyroid hormones.
18580,33077306,epithelial mesenchymal transition
18581,33077306,papillary thyroid carcinoma
18582,33077306,six1
18583,33077306,tgf-β/smad2/3 cois
18584,33028431,*iodine deficiency
18585,33028431,*iodine supplementation
18586,33028431,*lipiodol capsules
18587,33028431,*thyroid disease
18588,33028431,*women
18589,34855191,rathke
