,PMID,Other_term
12306,28388348,decompression---graves’ disease---geriatric---strabismus---thyroid eye disease cois alone are responsible for the content and writing of the paper.
12309,28439882,*graves' disease---*hashimoto's thyroiditis---*tsh-receptor blocking antibodies---*tsh-receptor stimulating antibodies---*bioassay
12311,28250870,*congenital hypothyroidism---*growth retardation---*mental retardation cois
12312,28025468,t1-weighted imaging---fetus---magnetic resonance imaging---thyroid cois interest.
12313,26786663,tc99m sestamibi scintigraphy---primary hyperparathyroidism---thyroid disorder---thyroid pathology---ultrasonography
12314,28389458,drug interaction---levothyroxine---ritonavir
12316,27162199,fnab---immunohistochemistry---neuroendocrine tumors---thyroid paraganglioma
12317,26983701,dicer-1---pleuropulmonary blastoma---sertoli-leydig cell tumor---thyroid carcinoma---familial neoplasia
12318,26711165,assays---biomarker---differentiated thyroid cancers---thyroglobulin
12321,27041628,fluorescence---fluorescence-guided surgery---indocyanine green---near-infrared imaging---parathyroid---thyroidectomy
12322,28743746,*graves' disease---*iodination---*post-translational modification (ptm)---*protein processing---*protein secretion---*thyroglobulin---*thyroid---*thyroid hormone cois this article
12324,27888002,*autoimmune thyroid diseases (aitd)---*graves' disease (gd)---*hashimoto's thyroiditis (ht)---*micrornas---*single nucleotide polymorphism (snp)
12326,26767650,graves’ disease---graves’ ophthalmopathy---graves’ orbitopathy---nicotinamide phosphoribosyltransferase---pre-b cell colony-enhancing factor---visfatin
12331,26932954,*4d ct---*parathyroid adenoma---*parathyroid hyperplasia---*sestamibi scintigraphy
12333,26246426,hypothyroidism---end-stage renal disease---hemodialysis---thyroid nodule
12334,28626131,congenital hypothyroidism---duoxa2---genetics---mutation---newborn screening
12335,28189449,hyperthyroidism---lymphadenectomy---pediatric thyroidectomy---total thyroidectomy---transient hypocalcemia
12339,28703115,completion lymphadenectomy---tall-cell variant---thyroid carcinoma
12340,27288566,elderly---harmonic---ligasure---thyroidectomy---vessel sealing
12341,27263038,calcifications---doppler---malignancy---thyroid carcinoma---thyroid nodule---ultrasound
12342,26931517,patient safety---resident involvement---resident participation---surgical education---thyroid
12343,26744989,drinking water---ion chromatography---method development---nis inhibitors
12345,28506409,bethesda classification---guidelines---lobectomy---thyroid---thyroid carcinoma---thyroidectomy
12346,28294052,cognition---iodine deficiency---iodine excess---neurodevelopment---pregnancy---prophylaxis.
12350,29110673,"clinical outcomes---graves’ ophthalmopathy---imrt cois ethics committee of west china hospital, sichuan university. informed consent was obtained from all individual participants included in the study. consent for publication: the consent to publish the study and accompanying images was obtained. competing interests: the authors declare that they have no competing interests. publisher’s note: springer nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations."
12355,28895880,graves’ disease---hashimoto’s thyroiditis---autoimmune thyroid disease---thyroid cancer---vitamin d cois
12356,28833367,graves’ hyperthyroidism---ferritin---hepcidin---iron metabolism
12357,28133945,graves' orbitopathy---field of binocular single vision---quality of life---strabismus surgery
12359,28521825,"*graves’ disease, susceptibility, single nucleotide polymorphisms, 4p14, 6q27"
12361,29130665,hyaluronic acid---insulin-like growth factor-1 receptor---signal pathway---thyroid associated ophthalmopathy
12362,28781323,sitsh---familial dysalbuminemic hyperthyroxinemia (fdh)---thiamazole
12364,27003434,acute liver damage---graves’ ophthalmopathy---hepatotoxicity---intravenous glucocorticoid therapy---methylprednisolone
12366,29059259,*bone metabolism markers---*hyperthyroidism---*sclerostin
12367,28025932,*global health---*humanitarian---*quality of life---*resource limited---*thyroid---*thyroidectomy
12369,28387647,thyroid nodule---frozen section fine-needle aspiration biopsy.---papillary carcinoma---thyroidectomy
12370,28109483,global health---haiti---head and neck surgery---otolaryngology
12371,28039060,*calcium prophylaxis---*hypocalcemia---*oral calcium---*parathyroid hormone---*thyroidectomy
12373,27488391,breast and endometrial cancer---cowden syndrome---multiple meningiomas---pten hamartoma---radiology
12375,26970173,*27 kd heat-shock protein---*antioxidants---*oxidants---*thyroid tumors
12376,26780986,hypocalcemia---hypoparathyroidism---parathyroid hormone---thyroidectomy---vitamin d
12379,28222777,*dicer1 mutations---*dicer1 syndrome
12380,26838584,growth hormone deficiency---hypothyroidism---pituitary hyperplasia
12383,28756232,*akt/nf-κb---*galectin-9---*inflammation---*thyroid-associated ophthalmopathy---*tim3
12384,27718482,graves’ disease---analytical interference---biotin---hyperestrogenism---immunoassay
12385,27558389,*auto-immune thyroid dysfunction---*chordoma---*tyrosine kinase inhibitors
12388,27234136,células t reguladoras (tregs)---enfermedad de graves---graves’ disease---hashimoto's thyroiditis---t helper---t regulatory cells (treg)---th17---thyroid autoimmunity---tiroideas autoinmunitarias---tiroiditis de hashimoto
12389,28791817,binder syndrome---bone graft---cartilage graft---maxillary underdevelopment---resorption
12391,27510155,benign goiter---complications---routine data---thyroid surgery---volume outcome
12394,26796150,24-h urine---adults---benin---icp-ms---iodine
12395,26459776,dna methylation---epigenetics---graves' disease---t cell signaling---tshr
12397,28450690,*basedow’s disease---*sjogren’s syndrome---*autoimmune diseases---*chronic myopathic type---*sarcoid myopathy
12399,27267669,*fibroblast growth factor---*graves’ ophthalmopathy---*hyaluronan---*orbital fibroblast---*platelet-derived growth factor-bb---*vascular endothelial growth factor
12400,26626367,graves' disease---hyperthyroidism---surgery---thyroid carcinoma---thyroid nodules
12401,28333576,*epstein–barr virus---*graves' disease---*activation-induced cytidine deaminase---*autoreactive b cells---*polyclonal b cell activation---*reactivation cois
12405,27833458,*epidemiology---*monitoring---*prevalence trend---*thyroid disorders
12408,26370671,diagnostic---foxe1---follicular thyroid lesion---pax8---ttf-1---thyroid nodules
12409,28870235,barley young leaf---chronic lymphocytic thyroiditis---hypothyroidism---isoflavones---soybean---thin-layer chromatography---kale cois from the patient for publication of this case report and any accompanying images. a copy of the written consent is available for review by the editor-in-chief of this journal. competing interests: the authors declare that they have no competing interests. publisher’s note: springer nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations.
12410,27809694,*us elastography---*fibronectin-1---*fibrosis---*galectin-3---*indeterminate cytology---*thyroid nodules
12412,26854256,autoimmune diseases---coeliac disease---comorbidity
12413,28636775,autoimmune thyroid disease---cd163---fn14---tweak
12415,27986127,*graves' disease---*hyperthyroidism---*irisin---*myostatin
12420,27458112,apoptosis---autoimmune thyroid disease---intractability---polymorphism---severity
12421,28049375,*graves' disease---*antithyroid drugs (atds)---*comparative effectiveness---*hyperthyroidism---*radioactive iodine (rai)---*thyroidectomy cois
12426,29102101,graves disease---cardiogenic shock---iodinated contrast---thyroid storm
12427,28187375,8-ohdg---graves's disease---hashimoto thyroiditis---papillary thyroid carcinoma
12429,26791860,acute graft-versus-host disease---dna typing---epistatic interaction---genome diversity---graft-versus-leukemia effect---graves’ disease---hla allele---hla class i and class ii gene and molecule---hla haplotype---hashimoto thyroiditis---linkage disequilibrium---next-generation sequencing---polymorphism---regulatory t cell---thyroglobulin antibody and serum level---thyroid peroxidase antibody and serum level---thyroid stimulating hormone receptor antibody and serum level---unrelated hematopoietic stem cell transplantation
12430,28087387,*a proliferation-inducing ligand (april)---*b-cell activating factor (baff)---*graves' orbitopathy---*orbital fibroblasts
12433,28099999,*graves' disease---*tshr autoantibodies---*autoimmunity---*intrathymic transcription---*thyroid autoantigens---*tolerance
12435,26518171,alopecia areata---associations---autoimmune disease---comorbidities---prevalence---thyroid disease---vitiligo
12436,28604944,graves’ orbitopathy---adrenal insufficiency---cortisol---glucocorticoids---methylprednisolone
12437,27245471,*autoimmune thyroid disease---*chemokine---*intractability---*severity---*single nucleotide polymorphism
12440,25555013,riedel thyroiditis---amiodarone-induced thyroiditis---subacute thyroiditis
12445,24931349,goiter---recurrent laryngeal nerve---thyroid---thyroid hormone---thyroidectomy
12447,25047201,alcohol---environmental risk factors---goitre aetiology---insulin resistance---oral contraceptives---parity---smoking---twins
12448,26443487,deafness---genetics---genome---hearing loss---sequencing
12451,25297557,plummer's disease---cat---hyperthyroidism---thyroid---thyrotoxicosis
12454,25499094,developing countries---endemic goiter---iodine deficiency---thyroidectomy
12455,25058777,sternotomy---substernal goiter---surgery---treatment
12458,25976851,sternotomy---substernal goiter---thyroidectomy
12460,25047203,us elastosonography---indeterminate nodules---thyroid---thyroid nodules---thyroid ultrasound
12461,25047210,nodular goitre---radioiodine---recombinant human thyrotropin---thyroid diseases
12463,25047199,epidemiology---goitre---iodine deficiency---nodular goitre---nodules---review
12466,25047204,fna---cytology---diagnostic pitfalls---morphology---nodular goitre
12467,25592327,graves’ disease---hyperthyroidism---hypocalcemia---recurrent laryngeal nerve palsy---thyroidectomy---toxic multinodular goiter
12473,25047207,goitre---iodine deficiency---iodine prophylaxis
12478,25047205,cytology---fine needle aspiration---molecular diagnostics---thyroid cancer
12482,26578494,cribriform variant---papillary carcinoma---sonography---thyroid---ultrasound
12486,25614405,doppler sonography---calcification---diffuse large b-cell lymphoma---head and neck ultrasound---nodular goiter---sonography---thyroid lymphoma
12491,25613936,endemic goiter---enquête épidémiologique---epidemiological survey---goitre endémique---hormones thyroïdiennes---iode urinaire---iodine deficiency disorders---thyroid hormones---troubles dus à la carence en iode---urinary iodine
12494,25047202,nodular goitre---nuclear medicine---positron emission tomography---scintigraphy
12497,24462913,autoinmunidad tiroidea---bipolar disorder---bocio---goitre---hipertiroidismo---hipotiroidismo---hyperthyroidism---hypothyroidism---lithium---litio---thyroid---thyroid autoimmunity---tiroides---trastorno bipolar
12498,25161183,cancer---elastography---thyroid nodules
12503,24622964,adenomatous multinodular goiter---airway obstruction---mediastinum---neck mass---pediatric
12504,26337337,cardiac surgical procedures---coronary artery bypass---retrosternal goitre---thyroidectomy
12508,25047206,non-toxic goitre---patient-reported outcome measure---quality of life
12509,24759378,retrosternal goiter---complications to surgery---intrathoracic goiter---nodular goiter---recurrent laryngeal nerve injury---substernal goiter---surgical treatment
12515,26504073,hashimoto's thyroiditis---thyroid cancer---intraglandular dissemination---multinodular thyroid---nodular goitre---papillary carcinoma
12516,25167783,graves disease---qol---surgery---thypro---toxic goiter
12524,25047200,goitre---oesophagus---radioiodine---swallowing---thyroidectomy---trachea---upper airway obstruction
12532,24706172,goitre---risk factors---sternotomy---thyroid gland---thyroidectomy
12533,26824209,clinicopathologic characteristics---familial---papillary carcinoma---thyroid carcinoma
12535,27057257,inferior laryngeal nerve---non-recurrent---total thyroidectomy
12538,26261619,intra-thyroid thyroglossal duct cyst (ittdc)---nodule---thyroid gland---ultrasound (us)
12539,25242682,anaplastic thyroid carcinoma---goiter---survival
12544,25752670,complications---electrocautery---substernal goiter---thyroidectomy---ultrasonic devise
12553,26955411,granuloma---multinodular goiter---tuberculosis
12554,25363013,amniocentesis---intrauterine therapy---l-thyroxine---labor dystocia---polyhydramnios
12555,26039459,branchial cyst---cervical sinus---iodine deficiency---thyroid goiter
12556,25594634,multinodular goiter---recurrence classification description: endocrinology---thyroidectomy
12561,26163018,acromegaly---goiter---thyroid autoimmunity---thyroid nodules
12563,25692426,fine needle aspiration biopsy---hashimoto's thyroiditis---papillary thyroid carcinoma
12572,25661375,autophagy---autophagy-related protein light chain 3 (lc3)-ii---papillary thyroid cancer
12574,26826478,hypoparathyroidism---outcome---recurrent laryngeal nerve palsy---surgery---thyroid---à venir
12576,25157987,cervical approach---complications---elderly---mediastinal goiter---thyroidectomy
12577,26327954,histology---pre-sternale---surgery---thyroid enlargement
12592,26475096,ectopic lymphoid tissue---hashimoto's thyroiditis---human parvovirus b19---pathogenesis---positive regulatory domain zinc finger protein 1
12594,24595624,airway management---airway obstruction---endotracheal intubation---goiter---intubation---nodular
12596,25305147,estrogen---fsh---lh---progesterone---thyroid neoplasms
12597,25914194,diagnostic accuracy---fine-needle aspiration biopsy---histopathology---thyroid nodule---ultrasonography
12598,24880605,cervico-mediastinal goiter---recurrent laryngeal nerve palsy---substernal goiter---thyroid surgery---total thyroidectomy
12599,26161201,immunohistochemical examination---goiter---systemic amyloidosis
12600,25744236,calcification---contrast-enhanced ultrasound---roc curve---thyroid nodules
12602,24958412,benign and malignant thyroid nodules---contrast-enhanced sonography---maximum intensity---microvessel density---superficial structures
12603,26414819,drainage---hemostasis---thyroidectomy---valsalva maneuver
12604,26069028,allergy---endocrinology---nutrition
12608,25524940,papillary thyroid carcinoma---rt-pcr---mir-146a---mir-146b
12618,25981745,multinodular goiter---proliferation---proteomics---ttf1
12620,25389240,imp3---immunohistochemistry---nucleophosmin---papillary carcinoma---thyroid
12625,25586901,marinelli---thyroid nodules---combined therapy---dosimetry---microwave ablation---radioiodine therapy
12629,25847147,goiter---hypoparathyroidism---parathyroid---substernal---thyroidectomy
12631,25667686,etiology---ectopic intrathoracic goiter---mediastinal cyst
12637,24530085,algorithmes---algorithms---anesthésie générale---difficult intubation---general anesthesia---impossible mask ventilation---intubation difficile---thyroidectomy---thyroïdectomie---tracheostomy---trachéotomie---ventilation au masque impossible
12638,25896315,thyroid cancer---thyroidectomy---toxic nodular goiter
12648,25239229,founder mutation---haplotype analysis---iran---linkage analysis---pendred syndrome---slc26a4 gene
12651,25283079,midkine (mk)---multi-nodular goiter (mng)---nuclear factor-kappa b (nf-κb)---papillary thyroid cancer (ptc)---receiver operating characteristic (roc) curves---synchronous metastasis
12656,24974154,central neck dissection---lymph node metastasis---papillary thyroid carcinoma---thymosin beta 10
12657,26662651,myocardial scintigraphy---sestamibi---thyroid autoimmune disease---thyroid cancer---thyroid nodules
12658,24456910,benign tumor---chirurgie cervicale---glande submandibulaire---neck surgery---submandibular gland---thyroid---thyroïde---tumeur bénigne
12664,25113865,old people---parathyroidectomy---primary hyperparathyroidism---thyroid nodules
12665,26191283,cytokeratin 17---immunohistochemistry---lymph node metastasis---papillary thyroid carcinoma
12667,26389933,epidemiology---metabolic syndrome---prevalence---risk factor
12673,25290043,deafness---iran---slc26a4---enlarged vestibular aqueduct---genetic linkage---goiter---mutation screening
12674,25176403,indirect calorimetry---metabolic syndrome---resting energy expenditure---tetraiodothyronine---thyroid stimulating hormone---triiodothyronine
12676,25745526,thyroid---papillary carcinoma---tuberculosis
12682,25102228,adrenomedullin 2---goiter---immunohistochemistry---intermedin---iodine-deficiency
12683,25223473,a1555g---hearing loss---heteroplasmy---mt-rnr1---pendred syndrome---slc26a4
12684,26322488,aggregate risk---cumulative risk---goitrogens---perchlorate---probabilistic risk assessment---regulatory rationality
12685,26405494,plunging goitre---cervical region---western algeria
12693,25043767,airway---goiter---hemorrhage---tpa---thyroid
12696,26194563,goiter---medical diagnosis---painting---parmigianino
12711,26514949,antithyroid drug---graves’ disease---maladie de basedow---relapse---récidive---traitement médical antithyroïdien
12712,24510380,fish---fna---pax8/pparg---ret/ptc---thyroid cancer
12719,26457492,brafv600e mutation---kras mutation---rassf1a methylation---fine-needle aspiration biopsy---nodular goiter
12723,26254997,benign goiter---hashimoto thyroiditis---quality of life---thyroidectomy
12732,24726024,bocio---cervicotomy---cervicotomía---esternotomía---goitre---mediastinal---mediastino---sternotomy
12735,25629792,endemic---goiter---iodine---pregnancy---thyroid
12739,26610563,khyber pakhtunkhwa---pakistan---community engagement---goitre---iodine deficiency---iodised salt---urinary iodine concentration
12743,25066642,cáncer de tiroides---enfermedad nodular tiroidea---hormona paratiroidea---nodular thyroid disease---tsh---thyroid cancer
12744,25667715,atrioventricular---hyperthyroidism---multinodular goiter
12745,24670538,papillary thyroid carcinoma---cyclo-oxygenase-2---matrix metalloproteinase-9---vascular endothelial growth factor
12746,25197416,ectopic thyroid tissue---bilateral thyroid goiter---the recurrent laryngeal nerve---thyroiditis---ultrasound
12757,26185318,adenolipoma---cowden syndrome---ganglioneuroma---gastrointestinal polyps---hamartoma---pten---pten-hamartoma tumor syndrome---papillary carcinoma---storiform collagenoma---thyroid
12758,25366513,drinking-water---goitre---iodine excess---iodised salt---prevalence
12765,25633667,compound heterozygous mutations---congenital hypothyroidism---cryptic splice site---mutation---thyroglobulin gene
12766,24970896,131i---camera based uptake---thyroid uptake probe
12771,24862674,focus---harmonic---knot tie technique---sutureless---thyroidectomy---ultracision
12772,24589354,adenomatous goiter---human thyroid---leakiness---nog mouse---thymic lymphoma---transplantation
12777,24661105,antibodies---graves' disease---hla drb1 haplotype---phenotype---severity
12786,24519672,iodine deficiency---children---goiter prevalence
12788,25563504,drinking water---iodine-deficiency disorders---table salt---urinary iodine content
12810,24525284,anesthésie péridurale cervicale---cervical epidural anesthesia---perioperative risk---risque périopératoire---thyroidectomy---thyroïdectomie
12817,25455505,bone metastases---cirugía---dosimetry---dosimetría---metástasis ósea---surgery---thyroid---tiroides---rtsh
12819,24628230,horner's syndrome---carotid dissection---multinodular goiter---trigeminal autonomic cephalgia
12826,26117483,compression of tracheobronchial tree---intrathoracic goitre---pulmonary tuberculosis
12828,25326671,intraoperative neuromonitoring---palsied recurrent laryngeal nerve---secondary thyroidectomy
12829,24962366,adenoid cystic pattern---fine-needle aspiration---hyaline globule---spindle-cell thymoma---type a thymoma
12832,24876155,emergency department---respiratory
12858,26834925,delayed diagnosis---historical tumors---socioeconomic level
12862,25328134,cancer---contrast agents---follicular adenoma---goiter---quantitative parameter---thyroid---time-intensity curve---ultrasonography
12866,24795511,iodine deficiency disorder---iodized salt---thyroid functions---urinary iodine concentration
12885,25342401,airway management---endotracheal intubation---goitre---retrosternal---thyroidectomy
12897,26074258,complications---inferior---intraoperative neurophysiological monitoring---laryngeal nerve---recurrent laryngeal nerve palsy---thyroid gland
12903,24833206,euthyroidism---graves disease---methimazole---remission
12904,26823860,braf---papillary thyroid cancer---ras---ret
12908,25755717,cd147---rna interference---thyroid cancer-experimental---genetics---glycolysis---pathology-thyroid
12909,26406959,thyroid cancer---diagnosis---fine needle aspiration biopsy (fnab)---transforming growth factor-β 1
12910,26406404,papillary thyroid carcinoma---mutation---thyroperoxidase
12912,25839128,cd28---cd4(+)cd28(−) t cells---graves’ disease---t-lymphocyte subsets
12915,26119458,acoustic radiation force impulse---elastography---thyroid nodule---ultrasound
12922,26600899,struma ovarii---histopathology---ovarian goiter---ovarian teratoma---thyroid
12923,24938857,graves’ disease---intraoperative blood loss---thyroidectomy
12925,25946974,nicotinamide phosphoribosyltransferase---nodular goiter---reverse transcriptase polymerase chain reaction---thyroid cancer---thyroid gland---visfatin
12926,25041837,galectin-3---hbme-1---immunohistochemistry---thyroid nodules
12927,25444703,goitre ovarien---meigs syndrome---ovarian goiter---ovarian tumor---struma ovarii---syndrome de meigs---teratome---thyroid---thyroïde---tumeur ovarienne---tératome
12939,25824071,graves’ orbitopathy---guidance---referral pathways---thyroid eye disease
12942,25722226,antithyroid drugs---glucocorticoids---graves’ disease---graves’ orbitopathy---radioiodine---thionamides---thyroidectomy
12944,25400776,papillary thyroid carcinoma (ptc)---percentage of brafv600e alleles---preoperative risk stratification---pyrosequencing
12953,26834286,"cardiomyopathy---extracorporeal membrane oxygenation---heart failure---hyperthyroidism---thyrotoxicosis cois financial, or other relationship with any healthcare-related business or other entity whose products or services are discussed in this paper."
12958,25707564,graves disease---hypocalcemia---multinodular goiter---papillary carcinoma of thyroid---parathyroid---parathyroid adenoma---recurrent laryngeal nerve---thyroid
12962,25868389,ffpe---nanostring analysis---biomarkers---circadian clock---papillary thyroid carcinoma cois
12973,24703798,graves' disease---pericarditis---thyrotoxicosis
12975,24774362,acute pericarditis---brown adipose tissue---spodick's sign
12977,24713328,dissociative amnesia---dissociative disorder---graves' disease---hyperthyroidism
12978,24651704,graves' disease---autoimmune---inflammation
12981,25194170,catatonia---graves' disease---hyperthyroidism---postpartum psychosis---psychosis
12989,24434360,autoimmunity---hashimoto---thyroiditis
13001,25421156,autoimmunity---environment---genetics---graves’ disease---hyperthyroidism
13008,25596664,age---glucocorticoids---graves’ disease---graves’ orbitopathy---natural history---radiotherapy
13011,25637365,corticoides---corticosteroids---graves ophthalmopathy---irradiación---irradiation---oftalmopatía de graves---orbitopatía tiroidea---radioterapia---radiotherapy---thyroid orbitopathy
13017,25313112,restrictive strabismus---strabismus surgery
13021,25120855,africa---surgical camp---uganda
13027,24835350,corneal biomechanical properties---corneal hysteresis---thyroid eye disease---visa classification
13037,26730171,dysfunction---esophagopathy---graves’ disease---heartburn---odynophagia
13045,25054230,aa amyloidosis---chronic renal disease---cystic fibrosis---goiter---intestinal disorders---proteinuria
13047,26105719,antithyroid drugs---basedow’s disease---graves’ disease---birth defects---epidemiology---incidence---pregnancy---spontaneous abortion---stillbirth---thy rotoxicosis---thyroid disease
13053,24841498,dysthroid optic neuropathy---orbital radiotherapy---thyroid eye disease
13059,25953846,epidemiology---orbit
13063,24891174,clinical practice guidelines---clinical practice survey---hyperthyroidism---management
13066,25736544,25-hydroxyvitamin d---graves’ disease---hyperthyroidism---prognosis---radioiodine therapy
13067,25378983,graves disease---renal infarction cois
13069,24830583,association---graves’ disease---polymorphisms---toll like receptor
13079,25217004,percutaneous tracheostomy---tracheostomy
13081,25430040,graves' disease---toll-like receptor---association---polymorphisms
13087,27057249,harmonic focus curved shears---hemostasis---thyroid---thyroidectomy
13088,25746910,diabetes---graves'---ophthalmopath severity
13094,24714170,carcinoma---goiter---thyroidectomy
13099,26007334,graves’ disease---vitamin d---meta-analysis---meta-regression---sensitivity analysis
13114,25766333,graves’ disease---magnetic resonance hydrography---magnetic resonance imaging---ureteral myxedema
13118,24409943,graves’ disease---graves’ ophthalmopathy---radioiodine---thyroid eye disease
13120,25286078,graves' disease---hashimoto's thyroiditis---interleukin-4---meta-analysis---polymorphism
13124,24823620,brown adipose tissue (bat)---glucose metabolism---hyperthyroidism---muscle---positron-emission tomography and computed tomography (pet-ct)
13126,24866072,incidental carcinoma---microcarcinoma---thyroid
13129,24505195,decompression---exophthalmos---graves ophthalmopathy---orbit cois
13133,25253825,graves disease---intrathyroid vascularity---painless thyroiditis---power doppler sonography---superficial structures
13135,26293122,basedow---graves---autoimmunity---chemokines---thyroid
13144,24994866,inflammatory cytokine---lacrimal gland---ocular surface---tears---thyroid-associated ophthalmopathy
13150,25670394,autoimmune disease---graves’ disease---interleukin-23---single nucleotide polymorphism
13159,25361748,orbit
13169,24502333,dysthyroid optic neuropathy---graves orbitopathy---intraocular pressure---orbital decompression---superior ophthalmic vein
13173,25244551,diplopia---graves’ disease---orbital decompression---repeat---thyroid ophthalmopathy
13174,25188661,hiv---antiretroviral therapy---hyperthyroidism---hypothyroidism---thyroid
13176,25476178,ct---hyperthyroidism---incidental thyroid nodule---mr imaging---radioactive iodine scan---thyroid cancer---ultrasonography
13181,25444029,adolescent---graves disease---infarction---magnetic resonance imaging---middle cerebral artery---muscular diseases
13185,25596774,basedow---graves’ disease---hashimoto---ischémie sclérale---ophtalmopathie---ophthalmopathy---plication---plissement---recession---recul---scleral ischemia---surgical technique---technique chirurgicale
13197,26505217,gaze-evoked amaurosis---optic neuropathy---thyroid eye disease
13208,24697361,autoimmune thyroid diseases---ctla-4---meta-analysis---single nucleoside polymorphisms---susceptibility
13211,24646814,clec16a---graves’ disease (gd)---hashimoto’s thyroiditis (ht)---autoimmune thyroid diseases (aitds)---complex genetics---complex immunity---infection---innate immunity---resistance---single-nucleotide polymorphisms (snps)---tolerance
13216,25543543,autoimmunity---graves’ disease---polymorphisms---thyroid-stimulating hormone receptor
13222,26499253,creatinine---estimated glomerular filtration rate---standardized cystatin c---thyroid hormone
13224,25558015,cancer de la thyroïde---graves’ disease---maladie de basedow---nodule non-palpable---non-palpable nodule---thyroid cancer---ultrasonography---échographie
13230,24560831,cellulitis---ecthyma gangrenosum---graves’ disease---pseudomonas aeruginosa
13232,26210625,children---hyperthyroidism---hypothyroidism---incidental---nodule---overt---thyroid---ultrasonography
13234,25601586,thyroid cancer---complications of thyroid surgery---intraoperative neuromonitoring---patient outcomes---recurrent laryngeal nerve injury
13248,25726089,graves’ disease---postoperative complications---total thyroidectomy
13249,25294349,"illness and disease, chronic---illness and disease, experiences---interpretative phenomenological analysis (ipa)---qualitative analysis---quality of life---rehabilitation---research, qualitative"
13255,25775381,epo---erythrocytosis---hif-1α---hyperthyroidism
13257,25058606,cytokines---graves disease---thyroid
13261,26240504,biological assay---chronic inactive graves' orbitopathy---mc4-tsi---thyroid-stimulating immunoglobulin---thyrotropin-binding inhibitory immunoglobulin cois was reported.
13264,25342622,cd44---cox-2---hyaluronic acid---orbital fibroblast---thyroid-associated ophthalmopathy
13265,25028161,association---graves’ disease---toll like receptor---case-control study---single nucleotide polymorphisms
13266,24627146,il-1β---hyaluronic acid---hyaluronic acid synthase---mitogen-activated protein kinase---orbital fibroblast---pirfenidone---thyroid-associated ophthalmopathy
13267,24862663,hypocalcemia---parathyroid hormone---thyroidectomy
13271,25892161,thyroid eye disease---decompression---diplopia---orbit---proptosis
13279,25576458,graves’ orbitopathy---ich guideline---intravenous steroids---medical dictionary for regulatory activities (meddra)---safety
13280,24486115,autoinmunidad tiroidea materna---children born from mothers with autoimmune thyroid disease---enfermedad de graves en el embarazo---hijo de mujer con enfermedad tiroidea autoinmunitaria---hipotiroidismo---hypothyroidism---pregnancy in graves disease---thyroid autoimmunity in pregnancy
13283,26321629,magnetic resonance imaging---methylprednisolone pulse therapy---proptosis---thyroid-associated ophthalmopathy---volume
13284,24742542,graves' disease---polymorphism---transforming growth factor β1
13290,25770161,epidemiology---eye---ophthalmology
13294,25759125,autoantibody---graves'---disease---latent virus---pathogenesis---plasma cell differentiation
13299,25937486,"anti-neutrophil cytoplasmic antibodies,---drug-induced,---graves’ disease,---propylthiouracil,---small vessel vasculitis"
13303,24989709,diplopia---image-guided surgery---proptosis---strabismus---thyroid eye disease---visual acuity---visual field
13319,25768836,graves’ disease---autoantibodies---glycoprotein-hormone receptor---small molecule ligands---thyroid cancer---thyroid-stimulating hormone receptor cois received no payment in preparation of this manuscript.
13326,25257150,<sup>131</sup>i---dose/response analysis---graves’ disease---hyperthyroidism---radioiodine
13331,26028555,graves' disease---hypothyroidism---postpartum thyroid disease---pregnancy---thyrotoxicosis
13332,25836060,depression---graves’ orbitopathy---diplopia---elevation---vertical strabismus
13343,26437373,antiepileptic drugs---goiter---metabolic risk---subclinical hypothyroidism---thyroid hormones
13348,25207976,ipilimumab---myositis---thyroid eye disease---thyroid orbitopathy
13349,25121573,asia-pacific---graves’ orbitopathy---survey
13354,24697978,contour---eyelid surgery---keratopathy---lagophthalmos---symmetry
13357,25208306,reactivation---thyroid-associated orbitopathy---traum
13360,25134846,b-cell epitopes---graves’ disease---igg subclasses---intramolecular epitope spreading---thyroglobulin autoantibodies
13361,25120780,autoimmune thyroid diseases (aitds)---graves’ disease (gd)---hashimoto’s thyroiditis (ht)---t helper 22 (th22) cell---interleukin 22 (il-22)
13362,24903731,autoimmune co-morbidity---autoimmune gastritis---autoimmune thyroid diseases---coeliac disease---thyroid-associated orbitopathy
13365,25046415,autoimmune thyroid disease---intractability---polymorphism---severity---vitamin d
13375,25741204,children---congenital hypothyroidism---diffuse thyroid disease---nodule---thyroid disease---ultrasonography
13376,25109914,graves-kór---graves’ disease---graves’ orbitopathy---biological therapy---biológiai terápia---endokrin orbitopathia---selenium---szelén
13377,24938636,alemtuzumab---autoimmunity---sickle cell disease---stem cell transplant---thyroid dysfunction
13378,24838983,autoimmunity---echocardiography---hyperthyroidism---pulmonary hypertension
13382,24674955,stroke---cerebrovascular disease---hematologic disease---hyperthyroidism---steroids---thrombotic angiopathy
13386,25039242,biological treatment---graves’disease---endocrine orbitopathy---hyperthyroidism---thyroid
13391,24550235,calcitonin---fine-needle aspiration cytology---medullary thyroid carcinoma
13394,26905714,association---hashimoto's thyroiditis---histopathology---medullary carcinoma of thyroid.
13395,24388198,cadmium toxicity---preneoplastic lesions---thyroid gland
13400,25207388,electromagnetic image guidance---graves’ ophthalmopathy---orbital decompression
13405,25373929,graves’ disease---hyperthyroidism---laser doppler fluxmetry---postocclusive reactive hyperaemia---skin microcirculation
