id,nct_id,status,name,city,state,zip,country
36513205,NCT05214274,Not yet recruiting,The Second Xiangya Hospital of Central South University,Changsha,Hunan,,China
36513206,NCT05214274,Not yet recruiting,Shanghai Sixth People's Hospital,Shanghai,Shanghai,,China
36513207,NCT05214274,Not yet recruiting,West China Hospital of Sichuan University,Chengdu,Sichuan,,China
36513208,NCT05214274,Not yet recruiting,The First Affiliated Hospital of Xinjiang Medical University,Urumqi,Xinjiang,,China
34897299,NCT01341782,,Site Reference ID/Investigator# 53485,Aichi,,,Japan
34897300,NCT01341782,,Site Reference ID/Investigator# 51571,Chiba,,,Japan
34897301,NCT01341782,,Site Reference ID/Investigator# 52963,Chiba,,,Japan
34897302,NCT01341782,,Site Reference ID/Investigator# 52966,Chiba,,,Japan
34897303,NCT01341782,,Site Reference ID/Investigator# 51578,Gifu,,,Japan
34897314,NCT01341782,,Site Reference ID/Investigator# 52751,Kodaira,,,Japan
34897315,NCT01341782,,Site Reference ID/Investigator# 62025,Koga,,,Japan
34897304,NCT01341782,,Site Reference ID/Investigator# 52965,Gunma,,,Japan
34897305,NCT01341782,,Site Reference ID/Investigator# 53782,Hadano-City,,,Japan
34897306,NCT01341782,,Site Reference ID/Investigator# 57483,Himeji-City,,,Japan
34897307,NCT01341782,,Site Reference ID/Investigator# 57487,Hokkaido,,,Japan
34897308,NCT01341782,,Site Reference ID/Investigator# 53484,Hyogo,,,Japan
34320553,NCT04601298,,Shanghai 10Th People'S Hospital,Shanghai,Shanghai,200072,China
34897316,NCT01341782,,Site Reference ID/Investigator# 54384,Matsumoto,,,Japan
34897317,NCT01341782,,Site Reference ID/Investigator# 52745,Midori,,,Japan
34897318,NCT01341782,,Site Reference ID/Investigator# 51569,Mito,,,Japan
34897319,NCT01341782,,Site Reference ID/Investigator# 52964,Nagano,,,Japan
34897320,NCT01341782,,Site Reference ID/Investigator# 53483,Nagano,,,Japan
34897321,NCT01341782,,Site Reference ID/Investigator# 51582,Nagasaki,,,Japan
34897322,NCT01341782,,Site Reference ID/Investigator# 54388,Nagoya,,,Japan
34897323,NCT01341782,,Site Reference ID/Investigator# 51576,Niigata,,,Japan
34897324,NCT01341782,,Site Reference ID/Investigator# 51577,Niigata,,,Japan
34897325,NCT01341782,,Site Reference ID/Investigator# 51580,Osaka,,,Japan
34897326,NCT01341782,,Site Reference ID/Investigator# 52747,Osaka,,,Japan
34897327,NCT01341782,,Site Reference ID/Investigator# 52748,Osaka,,,Japan
34897328,NCT01341782,,Site Reference ID/Investigator# 52750,Osaka,,,Japan
34897329,NCT01341782,,Site Reference ID/Investigator# 51570,Saitama,,,Japan
34897330,NCT01341782,,Site Reference ID/Investigator# 54387,Sakai,,,Japan
34897331,NCT01341782,,Site Reference ID/Investigator# 52746,Sapporo,,,Japan
34897332,NCT01341782,,Site Reference ID/Investigator# 51579,Shizuoka,,,Japan
34897333,NCT01341782,,Site Reference ID/Investigator# 62024,Takasaki,,,Japan
34897334,NCT01341782,,Site Reference ID/Investigator# 51572,Tokyo,,,Japan
34897335,NCT01341782,,Site Reference ID/Investigator# 52752,Tokyo,,,Japan
34897336,NCT01341782,,Site Reference ID/Investigator# 53482,Tokyo,,,Japan
34897337,NCT01341782,,Site Reference ID/Investigator# 59162,Tokyo,,,Japan
34897338,NCT01341782,,Site Reference ID/Investigator# 59966,Tokyo,,,Japan
34897339,NCT01341782,,Site Reference ID/Investigator# 53783,Tomakomai-shi,,,Japan
34897340,NCT01341782,,Site Reference ID/Investigator# 54383,Toyama,,,Japan
34897341,NCT01341782,,Site Reference ID/Investigator# 52749,Wakayama,,,Japan
34897342,NCT01341782,,Site Reference ID/Investigator# 52962,Yachiyoshi,,,Japan
34897343,NCT01341782,,Site Reference ID/Investigator# 59163,Yokohama-Shi,,,Japan
36513968,NCT04952493,Recruiting,Peking Union Medical College Hospital,Beijing,,100730,China
34897309,NCT01341782,,Site Reference ID/Investigator# 54385,Ibaraki,,,Japan
34897310,NCT01341782,,Site Reference ID/Investigator# 51581,Kagawa,,,Japan
34897311,NCT01341782,,Site Reference ID/Investigator# 59164,Kagoshima,,,Japan
34897312,NCT01341782,,Site Reference ID/Investigator# 51574,Kanagawa,,,Japan
34897313,NCT01341782,,Site Reference ID/Investigator# 51575,Kanagawa,,,Japan
36514474,NCT04742959,Not yet recruiting,City of Hope,Duarte,California,91010,United States
36514475,NCT04742959,Not yet recruiting,The University of Chicago,Chicago,Illinois,60637,United States
36514476,NCT04742959,Recruiting,Rutgers Cancer Institute,New Brunswick,New Jersey,08901,United States
36514477,NCT04742959,Recruiting,MD Anderson Cancer Center,Houston,Texas,77030,United States
36514647,NCT04639388,Recruiting,Hopital Vinatier,Lyon,Rhone Alpes,69678,France
34348624,NCT04161391,Recruiting,Georgetown University Medical Center,Washington,District of Columbia,20007,United States
36515190,NCT04373226,Recruiting,Hopital Vinatier,Lyon,Rhone Alpes,69678,France
34320613,NCT04600349,,University of Bucharest,Bucharest,,,Romania
36515537,NCT04013139,,Nooshin Dalili,Tehran,,,"Iran, Islamic Republic of"
36517891,NCT03773120,,Seoul National University Hospital,Seoul,,110-744,"Korea, Republic of"
34348625,NCT04161391,Recruiting,Moffitt Cancer Center,Tampa,Florida,33612,United States
34348626,NCT04161391,Recruiting,"Winship Cancer Institute, Emory University",Atlanta,Georgia,30322,United States
34348627,NCT04161391,Recruiting,University of Chicago Medical Center,Chicago,Illinois,60637,United States
34348628,NCT04161391,Recruiting,Massachusetts General Hospital,Boston,Massachusetts,02114,United States
34348629,NCT04161391,Recruiting,Karmanos Cancer Institute,Detroit,Michigan,48201,United States
34348630,NCT04161391,Recruiting,Memorial Sloan Kettering Cancer Center,New York,New York,10021,United States
34348631,NCT04161391,Not yet recruiting,Fox Chase Cancer Center,Philadelphia,Pennsylvania,19111,United States
34322115,NCT04585126,Recruiting,Caen University Hospital,Caen,,14000,France
34348620,NCT04161391,Recruiting,UCI Health - Chao Family Comprehensive Cancer Center,Irvine,California,92868,United States
34348621,NCT04161391,Recruiting,UC San Diego Moores Cancer Center,San Diego,California,92093,United States
34348622,NCT04161391,Recruiting,"University of Colorado, Denver",Aurora,Colorado,80045,United States
34348623,NCT04161391,Recruiting,Sarah Cannon Research Institute at HealthONE,Denver,Colorado,80218,United States
34904837,NCT01368042,,Site Reference ID/Investigator# 56803,Arta,,47100,Greece
34904838,NCT01368042,,Site Reference ID/Investigator# 53424,Athens,,11528,Greece
34904839,NCT01368042,,Site Reference ID/Investigator# 53425,Larissa,,41223,Greece
34904840,NCT01368042,,Site Reference ID/Investigator# 56805,Lefkada,,31100,Greece
34904841,NCT01368042,,Site Reference ID/Investigator# 56802,Melissia,,151 27,Greece
34904842,NCT01368042,,Site Reference ID/Investigator# 66291,Patras,,26225,Greece
34904843,NCT01368042,,Site Reference ID/Investigator# 56809,Patras,,26504,Greece
34904844,NCT01368042,,Site Reference ID/Investigator# 50442,Pylaia Thessaloniki,,57001,Greece
34904845,NCT01368042,,Site Reference ID/Investigator# 77554,Thessaloniki,,"570 01,",Greece
34904846,NCT01368042,,Site Reference ID/Investigator# 77553,Thessaloniki,,570 19,Greece
34904847,NCT01368042,,Site Reference ID/Investigator# 53422,Volos,,38221,Greece
34321175,NCT04594720,,Kaohsiung Chang Gung Memorial Hospital,Kaohsiung,,83301,Taiwan
34321688,NCT04589884,Recruiting,"Service de Chirurgie Digestive et Endocrinienne, NHC",Strasbourg,,,France
34348632,NCT04161391,Recruiting,MD Anderson Cancer Center,Houston,Texas,77030,United States
34348633,NCT04161391,Recruiting,Virginia Cancer Specialists,Fairfax,Virginia,22031,United States
34348634,NCT04161391,Recruiting,"The University of Washington, Seattle Cancer Care Alliance",Seattle,Washington,98109,United States
34348635,NCT04161391,Recruiting,"Severance Hospital, Yonsei University Health System",Seoul,,03722,"Korea, Republic of"
36523213,NCT05216718,,Dong sik Bae,Busan,,,"Korea, Republic of"
34323074,NCT04574947,Recruiting,St. Petersburg State University Hospital,Saint Petersburg,,,Russian Federation
36525736,NCT05218395,Recruiting,Xiaoling Guan,Jinan,Shandong,,China
34323086,NCT04574817,,"Cancer Hospital, Chinese Academy of Medical Sciences",Beijing,Beijing,100021,China
34323464,NCT04569513,Recruiting,Ting-Chun Kuo,Taipei,,103,Taiwan
34323171,NCT04574258,,Chinese PLA General Hospital,Beijing,Beijing,100853,China
34324528,NCT04554680,Recruiting,National University Hospital,Singapore,,,Singapore
34323831,NCT04563780,Recruiting,Aya Khaled Mahmoud,Assiut,,71511,Egypt
34323765,NCT04564924,Recruiting,Tongji Hospital,Wuhan,Hubei,430000,China
34324155,NCT04560426,,Fudan University Shanghai Cancer Center,Shanghai,Shanghai,200000,China
36527967,NCT03924804,Recruiting,the First Hospital of China Medical University,Shenyang,Liaoning,110001,China
36531948,NCT04776993,,Endocrinology Unit II,Pisa,PI,56124,Italy
34324788,NCT04551170,Recruiting,Vanderbilt University Medical Center,Nashville,Tennessee,37212,United States
34325012,NCT04548284,Recruiting,"Zhongshan Ophthalmic Center, Sun Yat-sen University",Guangzhou,Guangdong,510000,China
34914627,NCT01401478,,Site Reference ID/Investigator# 57348,Almetyevsk,,423450,Russian Federation
34914628,NCT01401478,,Site Reference ID/Investigator# 57347,Cheboksary,,428018,Russian Federation
34914629,NCT01401478,,Site Reference ID/Investigator# 58347,Chelyabinsk,,454076,Russian Federation
34914630,NCT01401478,,Site Reference ID/Investigator# 67404,Iakutsk,,677019,Russian Federation
34914631,NCT01401478,,Site Reference ID/Investigator# 57344,Irkutsk,,664079 RF,Russian Federation
34914632,NCT01401478,,Site Reference ID/Investigator# 57346,Kazan,,420045,Russian Federation
34914633,NCT01401478,,Site Reference ID/Investigator# 58356,Moscow,,125284,Russian Federation
34914634,NCT01401478,,Site Reference ID/Investigator# 58348,Moscow,,127015,Russian Federation
34914635,NCT01401478,,Site Reference ID/Investigator# 57342,Novosibirsk,,630120,Russian Federation
34914636,NCT01401478,,Site Reference ID/Investigator# 57364,Orenburg,,460040,Russian Federation
34914637,NCT01401478,,Site Reference ID/Investigator# 69687,Samara,,443095,Russian Federation
34914638,NCT01401478,,Site Reference ID/Investigator# 57363,St. Petersburg,,191104,Russian Federation
34914639,NCT01401478,,Site Reference ID/Investigator# 69688,Ulan-Ude,,670031,Russian Federation
36894559,NCT04760288,,Clinical Hospital Centre Osijek; Hematology,Osijek,,31000,Croatia
36533128,NCT04061980,Recruiting,Providence Portland Medical Center,Portland,Oregon,97213,United States
36894536,NCT04760288,,The Lundquist Institute for BioMedical Innovation at Harbor-UCLA Medical Cente,Torrance,California,90502,United States
36894537,NCT04760288,,Instituto de Investigaciones Metabolicas (Idim),Ciudad Autonoma de Buenos Aires,,C1012AAR,Argentina
36894538,NCT04760288,,Centro Médico Privado CEMAIC,Córdoba,,5008,Argentina
36894539,NCT04760288,,Instituto Medico de la Fundacion Estudios Clinicos,Rosario,,2000,Argentina
36894540,NCT04760288,,Sanatorio Britanico de Rosario,Rosario,,S2000CVB,Argentina
36894541,NCT04760288,,Centro de Investigación Clínica - Clínica Viedma,Viedma,,R8500ACE,Argentina
36894542,NCT04760288,,Macquarie University Hospital,Macquarie Park,New South Wales,2109,Australia
36894543,NCT04760288,,Royal North Shore Hospital,St. Leonards,New South Wales,2065,Australia
36894544,NCT04760288,,Ashford Cancer Center Research,Kurralta Park,South Australia,5037,Australia
36894545,NCT04760288,,The Alfred Hospital;Clinical Trial Pharmacy,Melbourne,Victoria,3004,Australia
36894546,NCT04760288,,Medizinische Universität Graz; Klinische Abteilung für Allgemeine HNO,Graz,,8036,Austria
36894547,NCT04760288,,CETUS Hospital Dia Oncologia,Uberaba,MG,38082-049,Brazil
36894548,NCT04760288,,Hospital de Clinicas de Porto Alegre (HCPA) - PPDS,Porto Alegre,PA,90035-903,Brazil
34326836,NCT04528225,,"Cancer Hospital, Chinese Academy of Medical Sciences",Beijing,Beijing,100021,China
34327290,NCT04447183,Recruiting,Peking Union Medical College Hospital,Beijing,Beijing,100730,China
36894549,NCT04760288,,Irmandade Da Santa Casa de Misericordia de Porto Alegre,Porto Alegre,RS,90050-170,Brazil
36894550,NCT04760288,,Fundação Pio XII Hospital de Câncer de Barretos,Barretos,SP,14784-400,Brazil
36894551,NCT04760288,,Instituto Do Câncer Do Estado de São Paulo Octávio Frias de Oliveira,São Paulo,SP,01246 000,Brazil
36894552,NCT04760288,,Multiprofile Hospital for Active Treatment Uni Hospital; Department of medicinal oncology,Panagyurishte,,4500,Bulgaria
36894553,NCT04760288,,Complex Oncology Center Plovdiv; Department of Medical Oncology and Oncology Diseases in Pneumology,Plovdiv,,4004,Bulgaria
36894554,NCT04760288,,"University Multiprofile Hospital For Active Treatment ""Sveti Ivan Rilski"" EAD; clinical hematology",Sofia,,1431,Bulgaria
36894555,NCT04760288,,Tom Baker Cancer Centre; Dept of Pathology,Calgary,Alberta,T2N 4C2,Canada
36894556,NCT04760288,,Cross Cancer Institute; Clinical Trials,Edmonton,Alberta,T6G 1Z2,Canada
36894557,NCT04760288,,"McGill University Health Center; Glen-Cedars Cancer Centre, Oncology Pharmacy",Montreal,Quebec,H4A 3J1,Canada
36894558,NCT04760288,,Centre Hospitalier Universitaire de Sherbrooke; Pharmacie de Chimiotherapie,Sherbrooke,Quebec,J1H 5N4,Canada
36894560,NCT04760288,,Clinical Hospital Sestre Milosrdnice,Zagreb,,10000,Croatia
36894561,NCT04760288,,Klinicki bolnicki centar Zagreb,Zagreb,,10000,Croatia
36894597,NCT04760288,,Instituto Portugues de Oncologia Do Porto Francisco Gentil Epe,Porto,,4200-072,Portugal
36894598,NCT04760288,,"Institutul National de Endocrinologie ""C. I. Parhon""; Sectorul 1 BUCUREȘTI",Bucuresti,,011852,Romania
36894599,NCT04760288,,Prof Dr I Chiricuta Institute of Oncology; Oncology Department,Cluj-napoca,,400015,Romania
36894600,NCT04760288,,Onco Clinic Consult SA,Craiova,,200094,Romania
36894601,NCT04760288,,CHUS - H. Clinico U. de Santiago,Santiago de Compostela,LA Coruña,15706,Spain
36894602,NCT04760288,,Clinica Universidad Navarra; Servicio de Farmacia,Pamplona,Navarra,31008,Spain
36894603,NCT04760288,,Hospital Universitario Vall d'Hebron,Barcelona,,08035,Spain
36894604,NCT04760288,,Hospital Clinic de Barcelona,Barcelona,,08036,Spain
36894562,NCT04760288,,"Odense Universitetshospital, Onkologisk Afdeling, Klinisk Forsknings Enhed",Odense C,,5000,Denmark
36894563,NCT04760288,,Hôtel Dieu -Angers; Pharmacie / Secteur Essais Cliniques,Angers,,49033,France
36894564,NCT04760288,,EDOG - Institut Bergonie - PPDS,Bordeaux,,33000,France
36894565,NCT04760288,,Centre Hospitalier Universitaire Lyon; Institut Hématologique et d'Oncologie Pédiatrique,Lyon,,69008,France
36894605,NCT04760288,,MD Anderson Cancer Center Madrid - España; Servicio de Farmacia,Madrid,,28033,Spain
36894566,NCT04760288,,CHU Nantes,Nantes,,44000,France
36894606,NCT04760288,,Hospital Universitario Ramon y Cajal,Madrid,,28034,Spain
36894567,NCT04760288,,Centre Antoine Lacassagne Centre Régional de Lutte Contre Le Cancer,Nice,,06100,France
36894607,NCT04760288,,Hospital Universitario HM Sanchinarro - CIOCC; Farmacia - Ensayos Clínicos,Madrid,,28050,Spain
36894608,NCT04760288,,Hospital Regional Universitario de Malaga,Malaga,,29010,Spain
36894568,NCT04760288,,Hopital Cochin,Paris,,75014,France
36894569,NCT04760288,,Institut Curie; Pharmacie,Paris,,75248,France
36894570,NCT04760288,,Hôpital Saint-Louis,Paris,,75475,France
36894571,NCT04760288,,ICANS,Strasbourg,,67200,France
36894572,NCT04760288,,Institut Universitaire de Cancer de Toulouse Oncopole; IUCT- Oncopole,Toulouse,,31100,France
36894573,NCT04760288,,Attikon University General Hospital,Ahens,,124 64,Greece
36894574,NCT04760288,,University of Athens Medical School - Regional General Hospital Alexandra,Athens,,115 27,Greece
36894575,NCT04760288,,Kianous Stavros,Thessaloniki,,546 36,Greece
36894576,NCT04760288,,"Semmelweis Egyetem, II. Belgyógyászati Klinika",Budapest,,1088,Hungary
36894577,NCT04760288,,Debreceni Egyetem Klinikai Kozpont,Debrecen,,4032,Hungary
36894578,NCT04760288,,Szegedi Tudomanyegyetem Szent-Gyorgyi Albert Klinikai Kozpont,Szeged,,6720,Hungary
36894579,NCT04760288,,Panchshil Hospital,Ahmadabad CITY,Gujarat,380005,India
36894580,NCT04760288,,Unity Hospital-Surat,Surat CITY,Gujarat,395010,India
36894581,NCT04760288,,Tata Memorial Hospital; Dept of Medical Oncology,Mumbai,Maharashtra,400012,India
36894582,NCT04760288,,HCG NCHRI Cancer Center,Nagpur,Maharashtra,440026,India
36894583,NCT04760288,,Deenanath Mangeshkar Hospital & Research Centre,Pune,Maharashtra,411004,India
36894584,NCT04760288,,Sparsh Hospitals & Critical Care (P) Ltd.,Bhubaneswar,Odisha,751007,India
36894585,NCT04760288,,Dayanand Medical College and Hospital,Ludhiana,Punjab,141001,India
36894586,NCT04760288,,Hadassah Medical Center,Jerusalem,,91120,Israel
36894587,NCT04760288,,C.H. Regional Reina Sofia - PPDS,Cordoba,Calabria,14004,Italy
36894588,NCT04760288,,National Cancer Center,Goyang-si,,10408,"Korea, Republic of"
36894589,NCT04760288,,Seoul National University Hospital,Seoul,,03080,"Korea, Republic of"
36894590,NCT04760288,,Samsung Medical Center - PPDS,Seoul,,06351,"Korea, Republic of"
36894591,NCT04760288,,VU Medisch Centrum,Amsterdam,,1081 HV,Netherlands
36894592,NCT04760288,,Saint Louis University Hospital of Sacred Heart,Baguio City,,2600,Philippines
36894593,NCT04760288,,St. Luke's Medical Center - Quezon City,Quezon City,,1102,Philippines
36894594,NCT04760288,,Centrum Onkologii-Instytut Im. Marii Skłodowskiej Curie; I Klinika Radioterapii i Chemioterapii,Gliwice,,44-101,Poland
36894595,NCT04760288,,Centrum Onkologii Instytut im. Marii Sklodowskiej-Curie w Krakowie - Apteka/Pharmacy; Pharmacy,Warszawa,,02-781,Poland
36894596,NCT04760288,,"Instituto Português de Oncologia de Lisboa Francisco Gentil, E.P.E.",Lisbon,,1050-034,Portugal
36894609,NCT04760288,,Hospital Universitario Virgen del Rocio,Sevilla,,41013,Spain
34330236,NCT04495985,,Cleveland Clinic,Cleveland,Ohio,44195,United States
36894610,NCT04760288,,Phramongkutklao Hospital,Bangkok,,10400,Thailand
36894611,NCT04760288,,"Siriraj Hospital, Mahidol Uni ; Division of Rheumatology, Dept. of Medicine",Bangkok,,10700,Thailand
36894612,NCT04760288,,Chulalongkorn University Hospital; Hematology,Pathum Wan,,10330,Thailand
36894613,NCT04760288,,SI Institute for general and urgent surgery n.a. V.T.Zaitseva of NAMS of Ukraine,Kharkiv,Kharkiv Governorate,61103,Ukraine
36894614,NCT04760288,,"Municipal Non-profit Enterprise ""City Clinical Hospital # 4"" of Dnipro City Council - PPDS",Dnipro,KIEV Governorate,49102,Ukraine
36894615,NCT04760288,,"Ukr. Scientific Practical Center of Endocrine Surgery,Transplantation of Endocrine organs&Tissues",Kyiv,KIEV Governorate,01021,Ukraine
36894616,NCT04760288,,Clinic Verum Expert LLC,Kyiv,KIEV Governorate,03039,Ukraine
36894617,NCT04760288,,Treatment and Diagnostic Center of LLC Specialized Clinic Prognosis Optima,Kyiv,KIEV Governorate,03126,Ukraine
36894618,NCT04760288,,St Bartholomew's Hospital,London,,EC1M 6BQ,United Kingdom
36894619,NCT04760288,,Guys Hospital; Guys Cancer Center,London,,SE1 9RT,United Kingdom
36894620,NCT04760288,,The Christie NHS Foundation Trust,Manchester,,M20 4BX,United Kingdom
36894621,NCT04760288,,The Royal Marsden NHS Foundation Trust - Royal Marsden Hospital (RMH) - Sutton,Sutton,,SM2 5PT,United Kingdom
36535467,NCT02947035,Recruiting,University of Pittsburgh,Pittsburgh,Pennsylvania,15213,United States
36535468,NCT02947035,Recruiting,Medical College of Wisconsin,Milwaukee,Wisconsin,53226,United States
34334251,NCT03941184,,Mayo Clinic,Rochester,Minnesota,55905,United States
36541165,NCT03700762,,The first people's hospital of Hangzhou,Hangzhou,Zhejiang,310006,China
36541359,NCT03699098,,"Department of clinical oncology and nuclear medicine, Cairo university",Cairo,,11311,Egypt
34332902,NCT04135573,,Shandong Provincial Hospital,Jinan,Shandong,250021,China
34332908,NCT04133870,,Royal Marsden NHS Foundation Trust,London,Sutton,SM2 5PT,United Kingdom
34334116,NCT03957616,,Centre de référence des syndromes neurologiques paranéoplasiques et encéphalites auto-immunes,Lyon,,69003,France
34334156,NCT03951532,,Hôpital Robert Debré,Paris,,75019,France
34333941,NCT03986437,,IUCT-O,Toulouse,,,France
34923801,NCT01439867,,Research Site,Birmingham,Alabama,35233,United States
34923807,NCT01439867,,Research Site,Ann Arbor,Michigan,48109,United States
34923808,NCT01439867,,Research Site,Kansas City,Missouri,64108,United States
34923809,NCT01439867,,Research Site,Saint Louis,Missouri,63110,United States
34923810,NCT01439867,,Research Site,Bronx,New York,10467,United States
34923811,NCT01439867,,Research Site,Greenville,North Carolina,27834,United States
34923812,NCT01439867,,Research Site,Cincinnati,Ohio,45229,United States
34923813,NCT01439867,,Research Site,Oklahoma City,Oklahoma,73104,United States
34923814,NCT01439867,,Research Site,Philadelphia,Pennsylvania,19104,United States
34923815,NCT01439867,,Research Site,Dallas,Texas,75390,United States
34923816,NCT01439867,,Research Site,Houston,Texas,77030,United States
34923817,NCT01439867,,Research Site,San Antonio,Texas,78229,United States
34923818,NCT01439867,,Research Site,Bruxelles,,1020,Belgium
34923819,NCT01439867,,Research Site,Gent,,9000,Belgium
34923820,NCT01439867,,Research Site,Leuven,,3000,Belgium
36544010,NCT03680222,Recruiting,Fujian Medical University Union Hospital,FuZhou,Fujian,350001,China
34923802,NCT01439867,,Research Site,Little Rock,Arkansas,72202,United States
34923821,NCT01439867,,Research Site,Praha 5,,150 06,Czechia
34923803,NCT01439867,,Research Site,Los Angeles,California,90095,United States
34923804,NCT01439867,,Research Site,Iowa City,Iowa,52242,United States
34923805,NCT01439867,,Research Site,Louisville,Kentucky,40202,United States
34923806,NCT01439867,,Research Site,Baltimore,Maryland,21287,United States
36546603,NCT03660800,,"WCCT Global, Inc.",Cypress,California,90630,United States
34923822,NCT01439867,,Research Site,Bron cedex,,69677,France
34923823,NCT01439867,,Research Site,Lille,,59800,France
34923824,NCT01439867,,Research Site,Paris,,75012,France
34923825,NCT01439867,,Research Site,Paris,,75015,France
34923826,NCT01439867,,Research Site,Paris,,75019,France
34923827,NCT01439867,,Research Site,Heidelberg,,69120,Germany
34923828,NCT01439867,,Research Site,Budapest,,1083,Hungary
34923829,NCT01439867,,Research Site,Debrecen,,4032,Hungary
34923830,NCT01439867,,Research Site,Szeged,,6720,Hungary
34923831,NCT01439867,,Research Site,Genova,,16147,Italy
34923832,NCT01439867,,Research Site,Roma,,00165,Italy
34923833,NCT01439867,,Research Site,Torino,,10126,Italy
34923834,NCT01439867,,Research Site,Chihuahua,,31000,Mexico
34923835,NCT01439867,,Research Site,Amsterdam,,1105 AZ,Netherlands
34923836,NCT01439867,,Research Site,"Grafton, Auckland",,1023,New Zealand
34923837,NCT01439867,,Research Site,Gdansk,,80-952,Poland
34923838,NCT01439867,,Research Site,Krakow,,30-663,Poland
34923839,NCT01439867,,Research Site,Warszawa,,00-576,Poland
34923840,NCT01439867,,Research Site,Moscow,,107014,Russian Federation
34923841,NCT01439867,,Research Site,Saint Petersburg,,198205,Russian Federation
34923842,NCT01439867,,Research Site,Kosice,,040 11,Slovakia
36550172,NCT03643081,Recruiting,CHU de Nantes,Nantes,,44093,France
36896236,NCT04731467,Recruiting,HonorHealth Research Institute,Scottsdale,Arizona,85258,United States
36896237,NCT04731467,Recruiting,Yale University,New Haven,Connecticut,06520,United States
36896238,NCT04731467,Recruiting,Barbara Ann Karmanos Cancer Institute,Detroit,Michigan,48201,United States
36896239,NCT04731467,Recruiting,The University of Texas M.D. Anderson Cancer Center,Houston,Texas,77030,United States
36896240,NCT04731467,Recruiting,Rambam Health Care Campus,Haifa,,,Israel
36896241,NCT04731467,Recruiting,Sheba Medical Center,Ramat Gan,,,Israel
36547022,NCT03657654,Recruiting,University of Virginia,Charlottesville,Virginia,22908,United States
36550174,NCT03643055,,"Department for nuclear medicine, University medical centre Ljubljana",Ljubljana,,1000,Slovenia
36550305,NCT03641638,Recruiting,China National Nuclear corporation 416 Hospital,Chengdu,Sichuan,610000,China
36550501,NCT03639662,,Assistance Publique Des Hopitaux de Marseille,Marseille,Paca,13354,France
36550432,NCT03640247,,MetroHealth Medical Center,Cleveland,Ohio,44109,United States
34928456,NCT01455181,,Semmelweis University Medical School,Budapest,,,Hungary
34928457,NCT01455181,,"University of Pécs, School of Medicine",Pécs,,,Hungary
34928458,NCT01455181,,University of Szeged,Szeged,,,Hungary
36552366,NCT03627611,,Oslo University Hospital,Oslo,,,Norway
36550695,NCT03636945,,Assistance Publique Des Hopitaux de Marseille,Marseille,Paca,13354,France
36552483,NCT03626246,,Columbia/CUMC,New York,New York,10032,United States
36552426,NCT03626948,,Investigational site (there may be other sites in this country),Tokyo,,,Japan
36598533,NCT01922843,,,Phoenix,Arizona,,United States
36553268,NCT03624751,Recruiting,Division of Endocrinology and Metabolism in Taichung Veterans General Hospital,Taichung,,407,Taiwan
36598534,NCT01922843,,,Tucson,Arizona,,United States
36598535,NCT01922843,,,"Washington, D.C.",District of Columbia,,United States
36598536,NCT01922843,,,Evanston,Illinois,,United States
36598537,NCT01922843,,,Saint Louis,Missouri,,United States
36598538,NCT01922843,,,Las Vegas,Nevada,,United States
36598539,NCT01922843,,,Great Neck,New York,,United States
36598540,NCT01922843,,,Ridgewood,New York,,United States
36598541,NCT01922843,,,Charlotte,North Carolina,,United States
36598542,NCT01922843,,,Cincinnati,Ohio,,United States
36598543,NCT01922843,,,Nashville,Tennessee,,United States
36598544,NCT01922843,,,Fort Worth,Texas,,United States
36598545,NCT01922843,,,Grand Prairie,Texas,,United States
36598546,NCT01922843,,,San Antonio,Texas,,United States
36553391,NCT03623516,,Damien JOLLY,Reims,,,France
36554219,NCT03615456,,Mansoura university hospital,Mansourah,Dakahlia,35516,Egypt
36598925,NCT01896479,,,Heidelberg,Victoria,3084,Australia
36554446,NCT03614988,Recruiting,Hospital de Clinicas de Porto Alegre,Porto Alegre,Rio Grande Do Sul,90035-903,Brazil
36554651,NCT03612908,,"Materno-Perinatal Hospital ""Mónica Pretelini""",Toluca,,50130,Mexico
36555310,NCT03606824,Recruiting,"Fuwai Hospital, China National Center for Cardiovascular Diseases",Beijing,,100031,China
36555585,NCT03605472,Recruiting,Damien JOLLY,Reims,,,France
36556466,NCT03602261,,AKDHC Medical Research Services,Peoria,Arizona,85381,United States
36556467,NCT03602261,,AKDHC Medical Research Services,Phoenix,Arizona,85027,United States
36556468,NCT03602261,,AKDHC Medical Research Services,Phoenix,Arizona,85035,United States
36556469,NCT03602261,,AKDHC Medical Research Services,Phoenix,Arizona,85258,United States
36556470,NCT03602261,,"WCCT Global, Inc.",Cypress,California,90630,United States
36556471,NCT03602261,,Hacienda Dialysis Center,Hacienda Heights,California,91745,United States
36556472,NCT03602261,,California Institute of Renal Research CKD/Dialysis & Transplant Division,La Mesa,California,91942,United States
36556473,NCT03602261,,Long Beach Quest Dialysis Center,Long Beach,California,90807,United States
36556474,NCT03602261,,Ontario Dialysis Center,Ontario,California,91762,United States
36556475,NCT03602261,,"North America Research Institute, Inc.",San Dimas,California,91773,United States
36556476,NCT03602261,,"Laurel Canyon Dialysis, LLC",Sun Valley,California,91352,United States
36556477,NCT03602261,,University of Colorado Denver Anschutz Medical Campus,Aurora,Colorado,80045,United States
36556478,NCT03602261,,"Research by Design, LLC",Chicago,Illinois,60643,United States
