nct_id,downcase_mesh_term,official_title,brief_title,all_conditions,study_first_submitted_date,primary_completion_date,completion_date,study_type,overall_status,study_phases,funded_bys,sponsors_name,investigators,intervention_types,location,minimum_age_num,maximum_age_num,category_age,category,sub_category,URL
NCT01114503,hyperthyroidism,"A Randomised, Comparator Controlled, Two Part, Open-label Study to Evaluate the Safety, Tolerability and Pharmacodynamics of Multiple Doses of Otelixizumab in Patients With Thyroid Orbitopathy",A Safety and Tolerability Study of Otelixizumab in Thyroid Eye Disease,Graves Ophthalmopathy,2010-04-29,2012-08-29,2012-08-29,Interventional,Terminated,Phase 2,GlaxoSmithKline,GlaxoSmithKline,GSK Investigational Site,Drug|Drug|Drug|Drug|Drug|Drug,United Kingdom,18.0,75.0,[18-65]|[65 and more],Hyperthyroidism,Hyperthyroidism,https://clinicaltrials.gov/ct2/show/NCT01114503
NCT01114503,graves disease,"A Randomised, Comparator Controlled, Two Part, Open-label Study to Evaluate the Safety, Tolerability and Pharmacodynamics of Multiple Doses of Otelixizumab in Patients With Thyroid Orbitopathy",A Safety and Tolerability Study of Otelixizumab in Thyroid Eye Disease,Graves Ophthalmopathy,2010-04-29,2012-08-29,2012-08-29,Interventional,Terminated,Phase 2,GlaxoSmithKline,GlaxoSmithKline,GSK Investigational Site,Drug|Drug|Drug|Drug|Drug|Drug,United Kingdom,18.0,75.0,[18-65]|[65 and more],Hyperthyroidism,Graves' disease,https://clinicaltrials.gov/ct2/show/NCT01114503
NCT01115543,hyperparathyroidism,A Randomized Trial Comparing Pulse Calcitriol and Alfacalcidol for the Treatment of Secondary Hyperparathyroidism in Hemodialysis Patients,Efficacy and Safety of Alfacalcidol Compared to Calcitriol for Treatment of Secondary Hyperparathyroidism,End Stage Renal Disease|Secondary Hyperparathyroidism,2010-05-01,2009-08-31,2009-08-31,Interventional,Completed,Phase 4,Mahidol University,Mahidol University,Siriraj Medical School,Drug,Thailand,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT01115543
NCT01118065,thyroid neoplasms,"A Phase II Study to Investigate the Efficacy of RAD001 (Afinitor®, Everolimus) in Patients With Irresectable Recurrent or Metastatic Differentiated, Undifferentiated (Anaplastic) and Medullary Thyroid Carcinoma","Everolimus in Treating Patients With Progressive or Recurrent, Unresectable, or Metastatic Thyroid Cancer",Head and Neck Cancer,2010-05-05,2012-05-31,,Interventional,Unknown status,Phase 2,National Cancer Institute (NCI),Leiden University Medical Center,Leiden University Medical Center,Drug,Netherlands,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT01118065
NCT01127503,hypoparathyroidism,"A Double-Blind, Placebo-Controlled, Multi-Center, Randomized Trial of the Safety and Efficacy of Metyrosine (Demser®) for the Treatment of Psychotic Disorders in Patients With Velo-Cardio-Facial Syndrome",Metyrosine (Demser®) for the Treatment of Psychotic Disorders in Patients With Velocardiofacial Syndrome,Psychosis|Velo-cardio-facial Syndrome,2010-05-19,2010-11-30,2011-09-30,Interventional,Terminated,Phase 2,"Bausch Health Americas, Inc.","Bausch Health Americas, Inc.",VCFS International Center,Drug|Drug,United States,16.0,65.0,[0-17]|[18-65]|[65 and more],Parathyroid diseases,Hypoparathyroidism,https://clinicaltrials.gov/ct2/show/NCT01127503
NCT01134315,hyperparathyroidism,"A Prospective, Multicenter Study to Evaluate the Safety of Paricalcitol Capsules as Determined by Hypercalcemia in Pediatric Patients Ages 0 to 16 With Chronic Kidney Disease (CKD) Stage 5 Receiving Peritoneal Dialysis (PD) Within Current Clinical Practice",Study to Evaluate Safety of Vitamin D Receptor Activators in Patients Ages 0 to 16 With Chronic Kidney Disease Stage 5 Receiving Peritoneal Dialysis Within Current Clinical Practice,End-Stage Renal Disease|Secondary Hyperparathyroidism,2010-05-28,2012-05-31,2012-05-31,Observational,Terminated,,AbbVie,"AbbVie (prior sponsor, Abbott)|North America Pediatric Renal Trials and Collaborative Studies (NAPRTCS)",Site Reference ID/Investigator# 37082|Site Reference ID/Investigator# 26762|Site Reference ID/Investigator# 28529|Site Reference ID/Investigator# 26748|Site Reference ID/Investigator# 37582|Site Reference ID/Investigator# 39973|Site Reference ID/Investigator# 26769|Site Reference ID/Investigator# 26768|Site Reference ID/Investigator# 26747|Site Reference ID/Investigator# 26749|Site Reference ID/Investigator# 26751|Site Reference ID/Investigator# 26765|Site Reference ID/Investigator# 28528|Site Reference ID/Investigator# 26763|Site Reference ID/Investigator# 28526|Site Reference ID/Investigator# 26758|Site Reference ID/Investigator# 40382|Site Reference ID/Investigator# 26759,Drug|Drug,United States,0.0,16.0,[0-17],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT01134315
NCT01134549,hyperparathyroidism,"A Double-Blind, Randomized, Placebo-Controlled, Rising Single Intravenous Dose Study to Assess the Safety, Tolerability and Pharmacokinetics of KAI-4169 in Healthy Male Volunteers","Safety, Tolerability and Pharmacokinetics of Etelcalcetide in Healthy Male Volunteers","Hyperparathyroidism, Secondary",2010-05-28,2010-07-31,2010-07-31,Interventional,Completed,Phase 1,KAI Pharmaceuticals,KAI Pharmaceuticals|Nucleus Network Ltd,,Drug|Drug,Australia,18.0,45.0,[18-65],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT01134549
NCT01134562,hyperparathyroidism,"A Double-Blind, Randomized, Placebo-Controlled Study to Assess the Safety and Tolerability of Single Ascending Doses of KAI-4169 in Hemodialysis Subjects With Secondary Hyperparathyroidism","Safety, Tolerability and Pharmacokinetics of Etelcalcetide in Hemodialysis Patients With Secondary Hyperparathyroidism","Hyperparathyroidism, Secondary",2010-05-28,2011-04-02,2011-04-02,Interventional,Completed,Phase 1,KAI Pharmaceuticals,KAI Pharmaceuticals,,Drug|Drug,Australia|United States,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT01134562
NCT01137097,thyroid neoplasms,Value of Sentinel Lymph Node Biopsy to Lateral Neck Lymph Node in Thyroid Carcinoma: Prospective Study,Lateral Neck Sentinel Lymph Node Biopsy(LSLNB)in PTC,Thyroid Neoplasm,2010-06-02,2011-01-31,2011-01-31,Interventional,Completed,Phase 2/Phase 3,Samsung Medical Center,Samsung Medical Center,Samsung Medical Center,Procedure,"Korea, Republic of",18.0,80.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT01137097
NCT01138475,hyperparathyroidism,"A Prospective, Randomized, Double-Blind, Double-Dummy,Placebo-Controlled, Parallel-Group, Pilot Trial Of Paricalcitol and Cholecalciferol(Vitamin D3) in the Treatment Of Secondary Hyperparathyroidism in Patients After ROUX-EN-Y Gastric Bypass Surgery",Trial Of Paricalcitol and Cholecalciferol(Vitamin D3) in the Treatment Of Secondary Hyperparathyroidism in Patients After ROUX-EN-Y Gastric Bypass Surgery,Gastric Bypass|Parathyroid Hormone,2010-06-04,2015-08-31,2015-08-31,Interventional,Completed,Phase 3,William Beaumont Hospitals,"Abbott|Kerstyn C. Zalesin, M.D.",William Beaumont Health Center,Drug|Drug|Drug,United States,18.0,100.0,[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT01138475
NCT01149291,hyperparathyroidism,"A 18 Months, Post-marketing Observational Study to Follow-up Patients With End Stage Renal Disease Undergoing Hemodialysis, Receiving sVDRA's for Prevention and Treatment of Secondary Hyperparathyroidism","A Study to Follow-up Patients With End Stage Renal Disease Undergoing Hemodialysis, Receiving Selective Vitamin D Receptor Activator's for Prevention and Treatment of Secondary Hyperparathyroidism",End Stage Renal Disease|Secondary Hyperparathyroidism,2010-06-22,2014-12-31,2014-12-31,Observational,Completed,,AbbVie,"AbbVie (prior sponsor, Abbott)",Site Reference ID/Investigator# 37822|Site Reference ID/Investigator# 68286|Site Reference ID/Investigator# 40677|Site Reference ID/Investigator# 85153|Site Reference ID/Investigator# 40672|Site Reference ID/Investigator# 40674|Site Reference ID/Investigator# 40678|Site Reference ID/Investigator# 40686|Site Reference ID/Investigator# 61585|Site Reference ID/Investigator# 63764|Site Reference ID/Investigator# 63765|Site Reference ID/Investigator# 63766|Site Reference ID/Investigator# 69973|Site Reference ID/Investigator# 63763|Site Reference ID/Investigator# 48127|Site Reference ID/Investigator# 64444|Site Reference ID/Investigator# 40684|Site Reference ID/Investigator# 48132|Site Reference ID/Investigator# 68283|Site Reference ID/Investigator# 68281|Site Reference ID/Investigator# 68282|Site Reference ID/Investigator# 69974,,Turkey,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT01149291
NCT01153360,euthyroid sick syndromes,Peri-operative Oral Triiodothyronine Replacement Therapy to Decrease the Risk of Transient Atrial Fibrillation After Off-pump Coronary Artery Bypass Surgery,Peri-operative Oral Triiodothyronine Replacement Therapy to Decrease the Risk of Transient Atrial Fibrillation After Off-pump Coronary Artery Bypass Surgery,Non-thyroidal Illness Syndrome,2010-06-29,2011-08-31,2011-09-30,Interventional,Completed,Not Applicable,Yonsei University,Yonsei University,Severance Hospital,Drug|Drug,"Korea, Republic of",20.0,75.0,[18-65]|[65 and more],Euthyroid Sick Syndromes,Euthyroid Sick Syndromes,https://clinicaltrials.gov/ct2/show/NCT01153360
NCT01163565,hyperthyroidism,A Prospective Randomized Equivalence Trial to Evaluate the Safety of the Ligasure in Thyroid Surgery,A Prospective Randomized Equivalence Trial to Evaluate the Safety of the Ligasure in Thyroid Surgery,Grave's Disease|Multinodular Goitre|Thyroid Nodule,2010-07-14,2012-09-30,2012-12-31,Interventional,Completed,Not Applicable,University of Alberta,Medtronic - MITG|University of Alberta,Walter C Mackenzie Health Sciences Centre,Device,Canada,18.0,85.0,[18-65]|[65 and more],Hyperthyroidism,Hyperthyroidism,https://clinicaltrials.gov/ct2/show/NCT01163565
NCT01163565,graves disease,A Prospective Randomized Equivalence Trial to Evaluate the Safety of the Ligasure in Thyroid Surgery,A Prospective Randomized Equivalence Trial to Evaluate the Safety of the Ligasure in Thyroid Surgery,Grave's Disease|Multinodular Goitre|Thyroid Nodule,2010-07-14,2012-09-30,2012-12-31,Interventional,Completed,Not Applicable,University of Alberta,Medtronic - MITG|University of Alberta,Walter C Mackenzie Health Sciences Centre,Device,Canada,18.0,85.0,[18-65]|[65 and more],Hyperthyroidism,Graves' disease,https://clinicaltrials.gov/ct2/show/NCT01163565
NCT01163565,thyroid neoplasms,A Prospective Randomized Equivalence Trial to Evaluate the Safety of the Ligasure in Thyroid Surgery,A Prospective Randomized Equivalence Trial to Evaluate the Safety of the Ligasure in Thyroid Surgery,Grave's Disease|Multinodular Goitre|Thyroid Nodule,2010-07-14,2012-09-30,2012-12-31,Interventional,Completed,Not Applicable,University of Alberta,Medtronic - MITG|University of Alberta,Walter C Mackenzie Health Sciences Centre,Device,Canada,18.0,85.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT01163565
NCT01163565,goiter,A Prospective Randomized Equivalence Trial to Evaluate the Safety of the Ligasure in Thyroid Surgery,A Prospective Randomized Equivalence Trial to Evaluate the Safety of the Ligasure in Thyroid Surgery,Grave's Disease|Multinodular Goitre|Thyroid Nodule,2010-07-14,2012-09-30,2012-12-31,Interventional,Completed,Not Applicable,University of Alberta,Medtronic - MITG|University of Alberta,Walter C Mackenzie Health Sciences Centre,Device,Canada,18.0,85.0,[18-65]|[65 and more],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT01163565
NCT01164176,thyroid neoplasms,An Open Label Multi-Center Phase II Study of RAD001 in Advanced Thyroid Cancer,Everolimus in Treating Patients With Locally Advanced or Metastatic Thyroid Cancer,Head and Neck Cancer,2010-07-15,2014-10-31,2014-10-31,Interventional,Completed,Phase 2,Yonsei University,Yonsei University,Hallym University Sacred Heart Hospital|Yeungnam University Medical Center|National Cancer Center - Korea|Kosin Medical Center Gospel Hospital|Seoul National University Hospital|Yonsei Cancer Center at Yonsei University Medical Center|Gangnam Severance Hospital,Drug|Other,"Korea, Republic of",18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT01164176
NCT01167309,hyperparathyroidism,"LEO 27847 - Safety, Tolerability, Pharmacokinetic and Pharmacodynamic Study in Secondary Hyperparathyroidism Patients With Chronic Kidney Disease","LEO 27847 - Safety, Tolerability, Pharmacokinetic and Pharmacodynamic Study in Secondary Hyperparathyroidism Patients",Secondary Hyperparathyroidism,2010-07-02,2011-10-31,2011-12-31,Interventional,Completed,Phase 1,LEO Pharma,LEO Pharma,CRS Clinical Research Services Kiel GmbH|Centralny Szpital Kliniczny MON,Drug,Germany|Poland,18.0,75.0,[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT01167309
NCT01171690,hypoparathyroidism,Pilot Study of Teriparatide for Postsurgical Hypoparathyroidism,Teriparatide for Postsurgical Hypoparathyroidism,Hypoparathyroidism Post-surgical,2010-07-27,2013-12-31,2013-12-31,Interventional,Terminated,Phase 2,Mayo Clinic,Mayo Clinic,Mayo Clinic,Drug,United States,18.0,80.0,[18-65]|[65 and more],Parathyroid diseases,Hypoparathyroidism,https://clinicaltrials.gov/ct2/show/NCT01171690
NCT01178450,hyperparathyroidism,"A Prospective, Randomized Trial to Compare Subtotal Parathyroidectomy Versus Cinacalcet in the Treatment of Persistent Secondary Hyperparathyroidism Post Renal Transplantation",Parathyroidectomy vs Cinacalcet in the Treatment of Secondary Hyperparathyroidism Post Renal Transplantation,Secondary Hyperparathyroidism,2010-04-19,2014-09-30,2014-09-30,Interventional,Completed,Phase 4,Hospital Universitari de Bellvitge,Josep M Cruzado,Hospital Universitari de Bellvitge|Hospital Clinic de Barcelona,Procedure|Drug,Spain,18.0,80.0,[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT01178450
NCT01181531,hyperparathyroidism,"A Multicenter, Randomized, Open Label Study to Compare the Efficacy of Cinacalcet Versus Traditional Vitamin D Therapy for Management of Secondary Hyperparathyroidism Among Subjects Undergoing Hemodialysis",Compare the Efficacy of Cinacalcet vs Traditional Vitamin D for Secondary Hyperparathyroidism (SHPT) Among Subjects Undergoing Hemodialysis,"Hyperparathyroidism, Secondary",2010-08-12,2012-07-17,2012-08-14,Interventional,Completed,Phase 4,Amgen,Amgen,,Drug|Drug,,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT01181531
NCT01182285,thyroid neoplasms,A Phase II Trial of Valproic Acid in Patients With Advanced Thyroid Cancers of Follicular Origin,A Phase II Trial of Valproic Acid in Patients With Advanced Thyroid Cancers of Follicular Cell Origin,Thyroid Neoplasm,2010-08-13,2015-09-28,2016-04-28,Interventional,Completed,Phase 2,National Institutes of Health Clinical Center (CC),National Cancer Institute (NCI),"National Institutes of Health Clinical Center, 9000 Rockville Pike",Drug|Drug,United States,18.0,100.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT01182285
NCT01182584,goiter,Application of Digital Infrared Thermal Imaging in Thyroid Disease and Associated Ophthalmopathy and Dermopathy,Application of Digital Infrared Thermal Imaging (DITI) in Graves' Disease,Graves' Disease,2010-08-12,2011-10-31,2011-12-31,Observational,Unknown status,,National Taiwan University Hospital,National Taiwan University Hospital,National Taiwan University,,Taiwan,16.0,60.0,[0-17]|[18-65],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT01182584
NCT01182584,graves disease,Application of Digital Infrared Thermal Imaging in Thyroid Disease and Associated Ophthalmopathy and Dermopathy,Application of Digital Infrared Thermal Imaging (DITI) in Graves' Disease,Graves' Disease,2010-08-12,2011-10-31,2011-12-31,Observational,Unknown status,,National Taiwan University Hospital,National Taiwan University Hospital,National Taiwan University,,Taiwan,16.0,60.0,[0-17]|[18-65],Hyperthyroidism,Graves' disease,https://clinicaltrials.gov/ct2/show/NCT01182584
NCT01182584,hyperthyroidism,Application of Digital Infrared Thermal Imaging in Thyroid Disease and Associated Ophthalmopathy and Dermopathy,Application of Digital Infrared Thermal Imaging (DITI) in Graves' Disease,Graves' Disease,2010-08-12,2011-10-31,2011-12-31,Observational,Unknown status,,National Taiwan University Hospital,National Taiwan University Hospital,National Taiwan University,,Taiwan,16.0,60.0,[0-17]|[18-65],Hyperthyroidism,Hyperthyroidism,https://clinicaltrials.gov/ct2/show/NCT01182584
NCT01208051,"thyroid cancer, papillary",Phase I/II Trial of Cediranib Alone or Cediranib and Lenalidomide in Iodine 131-Refractory Differentiated Thyroid Cancer,Cediranib Maleate With or Without Lenalidomide for the Treatment of Thyroid Cancer,Refractory Differentiated Thyroid Gland Carcinoma|Refractory Thyroid Gland Follicular Carcinoma|Refractory Thyroid Gland Hurthle Cell Carcinoma|Refractory Thyroid Gland Papillary Carcinoma|Unresectable Thyroid Gland Carcinoma,2010-09-22,2020-02-01,2020-02-01,Interventional,Completed,Phase 1/Phase 2,National Cancer Institute (NCI),National Cancer Institute (NCI),City of Hope Comprehensive Cancer Center|USC / Norris Comprehensive Cancer Center|University of California Davis Comprehensive Cancer Center P2C|University of California Davis Comprehensive Cancer Center|City of Hope South Pasadena|University of Colorado Hospital|Moffitt Cancer Center|Northwestern University|University of Chicago Comprehensive Cancer Center|Decatur Memorial Hospital|NorthShore University HealthSystem-Evanston Hospital|Ingalls Memorial Hospital|UC Comprehensive Cancer Center at Silver Cross|Illinois CancerCare-Peoria|Fort Wayne Medical Oncology and Hematology Inc-Parkview|Indiana University/Melvin and Bren Simon Cancer Center|University of Maryland/Greenebaum Cancer Center|University of Michigan Comprehensive Cancer Center|Wayne State University/Karmanos Cancer Institute|Minnesota Oncology Hematology PA-Minneapolis|Metro Minnesota Community Oncology Research Consortium|Washington University School of Medicine|Mercy Hospital Saint Louis|Rutgers Cancer Institute of New Jersey|UNC Lineberger Comprehensive Cancer Center|Penn State Children's Hospital|Fox Chase Cancer Center|Vanderbilt University/Ingram Cancer Center|M D Anderson Cancer Center|University of Wisconsin Hospital and Clinics|Tom Baker Cancer Centre|London Regional Cancer Program|University Health Network-Princess Margaret Hospital,Drug|Drug|Other|Drug,Canada|United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,"Thyroid cancer, papillary",https://clinicaltrials.gov/ct2/show/NCT01208051
NCT01208051,"adenocarcinoma, follicular",Phase I/II Trial of Cediranib Alone or Cediranib and Lenalidomide in Iodine 131-Refractory Differentiated Thyroid Cancer,Cediranib Maleate With or Without Lenalidomide for the Treatment of Thyroid Cancer,Refractory Differentiated Thyroid Gland Carcinoma|Refractory Thyroid Gland Follicular Carcinoma|Refractory Thyroid Gland Hurthle Cell Carcinoma|Refractory Thyroid Gland Papillary Carcinoma|Unresectable Thyroid Gland Carcinoma,2010-09-22,2020-02-01,2020-02-01,Interventional,Completed,Phase 1/Phase 2,National Cancer Institute (NCI),National Cancer Institute (NCI),City of Hope Comprehensive Cancer Center|USC / Norris Comprehensive Cancer Center|University of California Davis Comprehensive Cancer Center P2C|University of California Davis Comprehensive Cancer Center|City of Hope South Pasadena|University of Colorado Hospital|Moffitt Cancer Center|Northwestern University|University of Chicago Comprehensive Cancer Center|Decatur Memorial Hospital|NorthShore University HealthSystem-Evanston Hospital|Ingalls Memorial Hospital|UC Comprehensive Cancer Center at Silver Cross|Illinois CancerCare-Peoria|Fort Wayne Medical Oncology and Hematology Inc-Parkview|Indiana University/Melvin and Bren Simon Cancer Center|University of Maryland/Greenebaum Cancer Center|University of Michigan Comprehensive Cancer Center|Wayne State University/Karmanos Cancer Institute|Minnesota Oncology Hematology PA-Minneapolis|Metro Minnesota Community Oncology Research Consortium|Washington University School of Medicine|Mercy Hospital Saint Louis|Rutgers Cancer Institute of New Jersey|UNC Lineberger Comprehensive Cancer Center|Penn State Children's Hospital|Fox Chase Cancer Center|Vanderbilt University/Ingram Cancer Center|M D Anderson Cancer Center|University of Wisconsin Hospital and Clinics|Tom Baker Cancer Centre|London Regional Cancer Program|University Health Network-Princess Margaret Hospital,Drug|Drug|Other|Drug,Canada|United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,"Thyroid cancer, follicular",https://clinicaltrials.gov/ct2/show/NCT01208051
NCT01219855,hyperparathyroidism,"A Randomized, Double Blind, Placebo-Controlled, Repeat Dose, Safety, Efficacy and Pharmacokinetic/Pharmacodynamic Study of CTAP101 Capsules in Subjects With Chronic Kidney Disease, Vitamin D Insufficiency and Secondary Hyperparathyroidism",Safety/Efficacy Study of CTAP101 in Chronic Kidney Disease Subjects With Secondary Hyperparathyroidism (SHPT),Chronic Kidney Disease|Secondary Hyperparathyroidism|Vitamin D Insufficiency,2010-10-11,2011-11-30,2011-11-30,Interventional,Completed,Phase 2/Phase 3,"OPKO Health, Inc.","OPKO Health, Inc.","OPKO Health, Inc",Drug|Drug|Drug|Drug|Drug,United States,18.0,85.0,[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT01219855
NCT01220050,hyperparathyroidism,"A PROSPECTIVE, PILOT, CROSS-OVER STUDY TO ASSESS THE EFFICACY OF PARICALCITOL IN REDUCING PARATHYROID HORMONE LEVELS AND AMELIORATING MARKERS OF BONE REMODELLING IN RENAL TRANSPLANT RECIPIENTS WITH SECONDARY HYPERPARATHYROIDISM",Paricalcitol in Reducing Parathyroid Hormone Levels and Ameliorating Markers of Bone Remodelling in Renal Transplant Recipients With Secondary Hyperparathyroidism,Renal Transplant|Secondary Hyperparathyroidism,2010-10-11,2012-07-31,2013-02-28,Interventional,Completed,Phase 2,Mario Negri Institute for Pharmacological Research,Mario Negri Institute for Pharmacological Research,Mario Negri Institute - Clinical Research Center for Rare Diseases,Drug|Drug,Italy,18.0,80.0,[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT01220050
NCT01222026,hyperparathyroidism,Primary Hyperparathyroidism: Does a Systematic Treatment Improve the Calcium- and Bone Metabolism After Successful Surgery? - Part I,Systematic Treatment After Successful Surgical Treatment for Primary Hyperparathyroidism With Strontium Ranelate,Osteopenia|Osteoporosis|Primary Hyperparathyroidism,2010-10-15,2014-12-31,2014-12-31,Interventional,Completed,Phase 4,Medical University of Vienna,Medical University of Vienna|National Bank of Austria,"Medical University Vienna, General Hospital Vienna (AKH Wien)",Drug|Drug,Austria,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT01222026
NCT01224782,hyperparathyroidism,"Evaluation of Treatment With Zemplar Capsules in the Therapy of Secondary Hyperparathyroidism (SHPT) in Subjects With Chronic Kidney Disease (CKD) Stage 3 or 4 in the Conditions of Routine Clinical Practice. A Multi-country, Multi-center Post Marketing Observational Study in Routine Clinical Use in Eastern European Countries.",Evaluation of Treatment With Zemplar Capsules in the Therapy of Secondary Hyperparathyroidism (SHPT),Chronic Kidney Disease|Secondary Hyperparathyroidism,2010-09-27,2013-08-31,2013-08-31,Observational,Completed,,AbbVie,"AbbVie (prior sponsor, Abbott)",Site Reference ID/Investigator# 66544|Site Reference ID/Investigator# 47685|Site Reference ID/Investigator# 66546|Site Reference ID/Investigator# 47683|Site Reference ID/Investigator# 66543|Site Reference ID/Investigator# 47684|Site Reference ID/Investigator# 66542|Site Reference ID/Investigator# 66545|Site Reference ID/Investigator# 47687|Site Reference ID/Investigator# 43449|Site Reference ID/Investigator# 46744|Site Reference ID/Investigator# 73353|Site Reference ID/Investigator# 47690|Site Reference ID/Investigator# 46742|Site Reference ID/Investigator# 49542|Site Reference ID/Investigator# 67442|Site Reference ID/Investigator# 67443|Site Reference ID/Investigator# 51003|Site Reference ID/Investigator# 51004|Site Reference ID/Investigator# 43522|Site Reference ID/Investigator# 43523|Site Reference ID/Investigator# 43524|Site Reference ID/Investigator# 45483|Site Reference ID/Investigator# 43453|Site Reference ID/Investigator# 46743|Site Reference ID/Investigator# 51008|Site Reference ID/Investigator# 47842|Site Reference ID/Investigator# 68462|Site Reference ID/Investigator# 51009|Site Reference ID/Investigator# 51005|Site Reference ID/Investigator# 51011|Site Reference ID/Investigator# 48210|Site Reference ID/Investigator# 45487|Site Reference ID/Investigator# 51012|Site Reference ID/Investigator# 51002|Site Reference ID/Investigator# 43448|Site Reference ID/Investigator# 45485|Site Reference ID/Investigator# 42992|Site Reference ID/Investigator# 42879|Site Reference ID/Investigator# 42880|Site Reference ID/Investigator# 42881|Site Reference ID/Investigator# 42882|Site Reference ID/Investigator# 42883|Site Reference ID/Investigator# 42963|Site Reference ID/Investigator# 42970|Site Reference ID/Investigator# 42877|Site Reference ID/Investigator# 42878|Site Reference ID/Investigator# 42973|Site Reference ID/Investigator# 42975|Site Reference ID/Investigator# 42976|Site Reference ID/Investigator# 42981|Site Reference ID/Investigator# 42982|Site Reference ID/Investigator# 42980|Site Reference ID/Investigator# 63623|Site Reference ID/Investigator# 43009|Site Reference ID/Investigator# 43002|Site Reference ID/Investigator# 43003|Site Reference ID/Investigator# 43006|Site Reference ID/Investigator# 42991|Site Reference ID/Investigator# 42988|Site Reference ID/Investigator# 42989|Site Reference ID/Investigator# 42999|Site Reference ID/Investigator# 43000|Site Reference ID/Investigator# 42979|Site Reference ID/Investigator# 42984|Site Reference ID/Investigator# 42985|Site Reference ID/Investigator# 42987|Site Reference ID/Investigator# 42994|Site Reference ID/Investigator# 42995,,Bulgaria|Czech Republic|Romania,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT01224782
NCT01225016,thyroid neoplasms,Characterization of Thyroid Nodules Using Contrast Enhanced Ultrasound,Characterization of Thyroid Nodules Using Contrast Enhanced Ultrasound,Thyroid Nodules,2010-10-14,2011-12-31,2011-12-31,Interventional,Withdrawn,Not Applicable,University of Alabama at Birmingham,University of Alabama at Birmingham,Universith of Alabama at Birmingham,Drug,United States,19.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT01225016
NCT01225016,thyroid nodule,Characterization of Thyroid Nodules Using Contrast Enhanced Ultrasound,Characterization of Thyroid Nodules Using Contrast Enhanced Ultrasound,Thyroid Nodules,2010-10-14,2011-12-31,2011-12-31,Interventional,Withdrawn,Not Applicable,University of Alabama at Birmingham,University of Alabama at Birmingham,Universith of Alabama at Birmingham,Drug,United States,19.0,120.0,[18-65]|[65 and more],Nodule,Nodule,https://clinicaltrials.gov/ct2/show/NCT01225016
NCT01226914,thyroid neoplasms,"A Randomized, Double-Blind, Placebo-Controlled Trial Comparing Wound Drainage and Post-operative Complications With and Without the Use of EVICEL™ Fibrin Sealant in Thyroidectomy",A Trial Comparing Wound Drainage and Post-operative Complications With and Without the Use of EVICEL™ Fibrin Sealant in Thyroidectomy,Goiter|Thyroid Neoplasm,2010-10-21,2014-07-31,2014-07-31,Interventional,Completed,Not Applicable,Medical University of South Carolina,"Ethicon, Inc.|Medical University of South Carolina",,Drug,,18.0,99.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT01226914
