nct_id,downcase_mesh_term,official_title,all_conditions,study_first_submitted_date,primary_completion_date,completion_date,study_type,overall_status,study_phases,funded_bys,sponsors_name,investigators,intervention_types,location,minimum_age_num,maximum_age_num,category_age,category,sub_category,URL
NCT03872284,thyroiditis,Study of Neuro-ophthalmology Disorders in Autoimmune Encephalitis (NODE),Autoimmune Encephalitis,2019-03-11,2027-01-24,2027-01-24,Observational,Recruiting,,Hospices Civils de Lyon,Hospices Civils de Lyon,Hospices Civils de Lyon,Other,France,18.0,70.0,[18-65]|[65 and more],Thyroiditis,Hashimoto,https://clinicaltrials.gov/ct2/show/NCT03872284
NCT03878953,parathyroid diseases,"A Phase 3, Open-label Clinical Study of rhPTH(1-84) Treatment in Japanese Subjects With Chronic Hypoparathyroidism",Chronic Hypoparathyroidism,2019-03-15,2023-05-31,2023-05-31,Interventional,Not yet recruiting,Phase 3,Takeda,Shire,Fujita Health University Hospital|University of Occupational and Environmental Health Japan|Osaka City University Hospital|Shimane University Hospital|Tokushima University Hospital|University of Tokyo Hospital|The Cancer Institute Hospital of JFCR|Toranomon Hospital|Keio University Hospital|Tokyo Women's Medical University Hospital,Drug,Japan,20.0,85.0,[18-65]|[65 and more],Parathyroid diseases,Parathyroid diseases,https://clinicaltrials.gov/ct2/show/NCT03878953
NCT03884140,thyroid neoplasms,Clinical Diagnostic Evaluation of Thyroid Nodules,Thyroid Nodule,2019-03-19,2022-06-01,2022-09-01,Observational [Patient Registry],Not yet recruiting,,Assiut University,Assiut University,,,,18.0,75.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03884140
NCT03896958,"thyroid carcinoma, anaplastic",The PIONEER Initiative: Precision Insights On N-of-1 Effectiveness Research. Tissue Ownership by the Individual With the Return of Actionable Information to the Individual Patient and Physician (Precision Oncology),"Adenocarcinoma Lung|Adrenal Cancer|Breast Cancer|Bronchoalveolar Cell Lung Cancer|Cancer, Advanced|Cancer, All Types|Cancer, Anal|Cancer, Anaplastic Thyroid|Cancer, Bile Duct|Cancer, Bladder|Cancer Cords Vocal|Cancer Differentiated Poorly|Cancer, Metastatic|Cancer of Brain and Nervous System|Cancer of Cervix|Cancer of Colon|Cancer of Esophagus|Cancer of Head and Neck|Cancer of Kidney|Cancer of Larynx|Cancer of Liver|Cancer of Lung|Cancer of Neck|Cancer of Pancreas|Cancer of Prostate|Cancer of Rectum|Cancer of Stomach|Cancer of Vulva, Disseminated|Cancer, Other|Cancers Cell Neuroendocrine|Cancer Skin|Cancer Unknown Primary|Cholangiocarcinoma|GIST|Glioblastoma Multiforme|Hepatocellular Carcinoma|Melanoma|Oligodendroglioma|Renal Cell Carcinoma|Sarcoma|Small-cell Lung Cancer|Squamous Cell Carcinoma|Testicular Cancer|Transitional Cell Carcinoma|Uterine Cancer",2019-03-26,2024-03-12,2024-03-12,Observational,Recruiting,,SpeciCare,Georgia Institute of Technology|Netnoids|Northeast Georgia Hospital System|Predictive Oncology|SpeciCare|University of Washington,Specicare,,United States,1.0,99.0,[0-17]|[18-65]|[65 and more],Thyroid neoplasms,"Thyroid cancer, anaplastic",https://clinicaltrials.gov/ct2/show/NCT03896958
NCT03924804,thyroid nodule,Effect of Different Infusion Volume on Perioperative Bladder and Blood Volume in Patients Undergoing Daytime Surgery.,Cholecystolithiasis and Thyroid Nodule,2019-04-18,2022-08-30,2022-09-30,Interventional,Recruiting,Not Applicable,"China Medical University, China","China Medical University, China",the First Hospital of China Medical University,Drug|Drug|Drug,China,18.0,65.0,[18-65]|[65 and more],Nodule,Nodule,https://clinicaltrials.gov/ct2/show/NCT03924804
NCT03924804,thyroid neoplasms,Effect of Different Infusion Volume on Perioperative Bladder and Blood Volume in Patients Undergoing Daytime Surgery.,Cholecystolithiasis and Thyroid Nodule,2019-04-18,2022-08-30,2022-09-30,Interventional,Recruiting,Not Applicable,"China Medical University, China","China Medical University, China",the First Hospital of China Medical University,Drug|Drug|Drug,China,18.0,65.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03924804
NCT03960437,parathyroid diseases,The Effect of Etelcalcetide on Bone-tissue Properties and Calcification Propensity in End Stage Kidney Disease,"Chronic Kidney Disease Mineral and Bone Disorder|Hyperparathyroidism; Secondary, Renal|Renal Osteodystrophy|Vascular Calcification",2019-05-21,2021-12-31,2021-12-31,Interventional,Recruiting,Phase 2,Columbia University,"Thomas Nickolas, MD MS",Columbia University Medical Center,Drug,United States,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Parathyroid diseases,https://clinicaltrials.gov/ct2/show/NCT03960437
NCT03960554,parathyroid diseases,"The Effects of 12-months of Denosumab on Bone Density, Quality and Strength in Prevalent Kidney Transplant Recipients",Kidney Transplant; Complications|Osteoporosis|Renal Osteodystrophy,2019-05-21,2022-06-30,2022-06-30,Interventional,Recruiting,Phase 2,Columbia University,"Thomas Nickolas, MD MS","Northwestern University, Feinburg School of Medicine|NorthShore University HealthSystem|Columbia University Medical Center",Drug|Other,United States,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Parathyroid diseases,https://clinicaltrials.gov/ct2/show/NCT03960554
NCT03980132,graves disease,"Randomized Clinical Trial, Blinded for the Researcher and Multicenter, to Evaluate the Efficacy and Safety of Preoperative Preparation With Lugol Solution in Euthyroid Patients With Graves-Basedow Disease.","Hyperthyroidism, Autoimmune",2019-05-30,2023-01-31,2023-09-30,Interventional,Recruiting,Phase 4,Fundación de Investigación Biomédica - Hospital Universitario de La Princesa,Jesús María Villar del Moral,Hospital Universitario de Bellvitge|Hospital Universitario Donostia|Hospital Clínico Universitario|Hospital Universitario Insular de Gran Canaria|Hospital Universitario Puerta de Hierro|Hospital Clínico Universitario Virgen de la Arrixaca|Hospital Universitario de Cruces|Hospital Universitario de Basurto|Hospital Universitario del Mar|Hospital Clinic|Hospital Universitario Virgen de las Nieves|Hospital Universitario de La princesa|Hospital General Universitario Gregorio Marañón|Hospital Universitario Ramón y Cajal|Hospital Universitario Fundación Jiménez Díaz|Hospital Universitario 12 de Octubre|Complejo Asistencial Universitario de Salamanca|Hospital Universitario Virgen Macarena|Hospital Universitario Virgen del Rocío|Hospital Clínico Universitario|Hospital Clínico Universitario Lozano Blesa,Drug,Spain,18.0,120.0,[18-65]|[65 and more],Hyperthyroidism,Graves' disease,https://clinicaltrials.gov/ct2/show/NCT03980132
NCT03980132,hyperthyroidism,"Randomized Clinical Trial, Blinded for the Researcher and Multicenter, to Evaluate the Efficacy and Safety of Preoperative Preparation With Lugol Solution in Euthyroid Patients With Graves-Basedow Disease.","Hyperthyroidism, Autoimmune",2019-05-30,2023-01-31,2023-09-30,Interventional,Recruiting,Phase 4,Fundación de Investigación Biomédica - Hospital Universitario de La Princesa,Jesús María Villar del Moral,Hospital Universitario de Bellvitge|Hospital Universitario Donostia|Hospital Clínico Universitario|Hospital Universitario Insular de Gran Canaria|Hospital Universitario Puerta de Hierro|Hospital Clínico Universitario Virgen de la Arrixaca|Hospital Universitario de Cruces|Hospital Universitario de Basurto|Hospital Universitario del Mar|Hospital Clinic|Hospital Universitario Virgen de las Nieves|Hospital Universitario de La princesa|Hospital General Universitario Gregorio Marañón|Hospital Universitario Ramón y Cajal|Hospital Universitario Fundación Jiménez Díaz|Hospital Universitario 12 de Octubre|Complejo Asistencial Universitario de Salamanca|Hospital Universitario Virgen Macarena|Hospital Universitario Virgen del Rocío|Hospital Clínico Universitario|Hospital Clínico Universitario Lozano Blesa,Drug,Spain,18.0,120.0,[18-65]|[65 and more],Hyperthyroidism,Hyperthyroidism,https://clinicaltrials.gov/ct2/show/NCT03980132
NCT03980132,goiter,"Randomized Clinical Trial, Blinded for the Researcher and Multicenter, to Evaluate the Efficacy and Safety of Preoperative Preparation With Lugol Solution in Euthyroid Patients With Graves-Basedow Disease.","Hyperthyroidism, Autoimmune",2019-05-30,2023-01-31,2023-09-30,Interventional,Recruiting,Phase 4,Fundación de Investigación Biomédica - Hospital Universitario de La Princesa,Jesús María Villar del Moral,Hospital Universitario de Bellvitge|Hospital Universitario Donostia|Hospital Clínico Universitario|Hospital Universitario Insular de Gran Canaria|Hospital Universitario Puerta de Hierro|Hospital Clínico Universitario Virgen de la Arrixaca|Hospital Universitario de Cruces|Hospital Universitario de Basurto|Hospital Universitario del Mar|Hospital Clinic|Hospital Universitario Virgen de las Nieves|Hospital Universitario de La princesa|Hospital General Universitario Gregorio Marañón|Hospital Universitario Ramón y Cajal|Hospital Universitario Fundación Jiménez Díaz|Hospital Universitario 12 de Octubre|Complejo Asistencial Universitario de Salamanca|Hospital Universitario Virgen Macarena|Hospital Universitario Virgen del Rocío|Hospital Clínico Universitario|Hospital Clínico Universitario Lozano Blesa,Drug,Spain,18.0,120.0,[18-65]|[65 and more],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT03980132
NCT03986593,thyroid neoplasms,Cone-beam Computed Tomography Guided Percutaneous Cryoablation of Bone Metastases From Endocrine Tumors,Adrenal Neoplasm|Bone Metastases|Neoplasm Metastasis|Neuroendocrine Tumors|Pheochromocytoma|Thyroid Neoplasm,2019-05-22,2021-06-15,2023-06-15,Interventional,Recruiting,Not Applicable,Instituto do Cancer do Estado de São Paulo,Instituto do Cancer do Estado de São Paulo|University of Sao Paulo General Hospital,Instituto do Cancer do Estado de São Paulo,Device,Brazil,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03986593
NCT04009863,goiter,"A Randomized, Open-label, Parallel-group Study to Determine the Efficacy of Sequential High-intensity Focused Ultrasound (HIFU) Ablation Versus Fixed-dose Radioiodine-131 Therapy in Moderate-sized Non-toxic Multinodular Goiter",High Intensity Focused Ultrasound|Non Toxic Multinodular Goiter|RAI,2019-06-26,2023-04-30,2023-09-30,Interventional,Not yet recruiting,Not Applicable,The University of Hong Kong,The University of Hong Kong,Queen Mary Hospital,Device|Radiation,Hong Kong,18.0,70.0,[18-65]|[65 and more],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT04009863
NCT04013100,parathyroid neoplasms,Cohort Trial on Perioperative Localization Techniques of Parathyroid Adenomas,Primary Hyperparathyroidism,2019-07-05,2029-12-31,2029-12-31,Observational [Patient Registry],Not yet recruiting,,IHU Strasbourg,IHU Strasbourg,,Diagnostic Test,,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Parathyroid cancer,https://clinicaltrials.gov/ct2/show/NCT04013100
NCT04019379,parathyroid diseases,Calcium and Phosphorus Whole-Body Balance and Kinetics in Patients With Moderate Chronic Kidney Disease,Chronic Kidney Disease Mineral and Bone Disorder|Chronic Kidney Diseases|Phosphorus and Calcium Disorders,2019-07-09,2020-10-28,2022-12-01,Interventional,"Active, not recruiting",Not Applicable,University of Minnesota,Indiana University|University of Minnesota,Indiana CTSI CRC,Other|Other,United States,30.0,75.0,[18-65]|[65 and more],Parathyroid diseases,Parathyroid diseases,https://clinicaltrials.gov/ct2/show/NCT04019379
NCT04028479,parathyroid diseases,The Registry of Oncology Outcomes Associated With Testing and Treatment (ROOT),"Acute Lymphoblastic Leukemia|Acute Myeloid Leukemia|Adenocarcinoma|Adenocystic Carcinoma|Adrenal Cancer|Anal Cancer|Appendix Cancer|Astrocytoma|Bile Duct Cancer|Bladder Cancer|Bone Cancer|Brain Stem Neoplasms|Brain Tumor|Breast Cancer|Cancer, Advanced|Cancer of Colon|Cancer of Pancreas|Carcinoid Tumor|Cervical Cancer|Cholangiocarcinoma|Chondrosarcoma|Chronic Myeloid Leukemia|CNS Cancer|Colon Cancer|Colorectal Cancer|Esophageal Cancer|Esophagus Cancer|Fallopian Tube Cancer|Gestational Trophoblastic Tumor|Glioblastoma|Head and Neck Neoplasms|Hepatic Cancer|Kidney Cancer|Larynx Cancer|Liposarcoma|Liver Cancer|Lung Cancer|Melanoma|Mesothelioma|Multiple Endocrine Neoplasia|Multiple Myeloma|Nasopharyngeal Carcinoma|Neuroendocrine Tumors|Non Hodgkin Lymphoma|Osteosarcoma|Ovarian Cancer|Pancreatic Cancer|Parathyroid Neoplasms|Parotid Tumor|Penile Cancer|Pharynx Cancer|Pheochromocytoma|Prostate Cancer|Pulmonary Carcinoma|Rectal Cancer|Renal Cell Carcinoma|Salivary Gland Cancer|Sarcoma|Sarcoma, Kaposi|Sarcoma,Soft Tissue|Skin Cancer|Small Bowel Cancer|Small Cell Carcinoma|Stomach Cancer|Synovial Sarcoma|Testicular Cancer|Testis Cancer|Thymus Cancer|Thyroid Cancer|Tongue Cancer|Unknown Primary Tumors|Ureter Cancer|Uterine Cancer|Vaginal Cancer|Vulvar Cancer|Waldenstrom Macroglobulinemia",2019-07-17,2029-10-01,2031-10-01,Observational [Patient Registry],Recruiting,,Taproot Health,Taproot Health,Teton Cancer Institute,Diagnostic Test|Drug|Other,United States,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Parathyroid diseases,https://clinicaltrials.gov/ct2/show/NCT04028479
NCT04031638,thyroid neoplasms,Prospective and Retrospective Thyroid Cancer Database,Patients With a Thyroid Tumor Who Received Radioactive Iodine Treatment,2019-07-01,2025-01-01,2025-01-01,Observational,Recruiting,,Centre Georges Francois Leclerc,Centre Georges Francois Leclerc,"Methodology, Biostatistics and Data Management",Other,France,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT04031638
NCT04040946,parathyroid neoplasms,Phase III Trial Comparing 2 Diagnostic Strategies for Preoperative Localization of Parathyroid Adenoma in Primary Hyperparathyroidism:TEMP / CT With Tc99m-sestaMIBI or PET / CT With F18-choline in First Intention,F18-choline|Hyperparathyroidism|Parathyroid Adenoma,2019-07-29,2022-09-30,2023-03-31,Interventional,Recruiting,Phase 3,Centre Francois Baclesse,Centre Francois Baclesse|Fondation de l'Avenir,CHU Brest|Centre François Baclesse|Centre Eugène Marquis|CHU,Diagnostic Test|Diagnostic Test,France,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Parathyroid cancer,https://clinicaltrials.gov/ct2/show/NCT04040946
NCT04046354,thyroid nodule,Clinical Trial of Microwave Ablation System,Ablation|Benign Thyroid Nodules,2019-08-05,2020-11-19,2021-12-31,Interventional,"Active, not recruiting",Not Applicable,Chinese PLA General Hospital,Chinese PLA General Hospital,Chinese PLA General Hospital,Device|Device,China,18.0,75.0,[18-65]|[65 and more],Nodule,Nodule,https://clinicaltrials.gov/ct2/show/NCT04046354
NCT04046354,thyroid neoplasms,Clinical Trial of Microwave Ablation System,Ablation|Benign Thyroid Nodules,2019-08-05,2020-11-19,2021-12-31,Interventional,"Active, not recruiting",Not Applicable,Chinese PLA General Hospital,Chinese PLA General Hospital,Chinese PLA General Hospital,Device|Device,China,18.0,75.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT04046354
NCT04064827,parathyroid diseases,"A Phase 3, Prospective, Open-Label, Multicenter Study to Evaluate the Safety, Efficacy and Pharmacokinetics of Paricalcitol Oral Solution for the Treatment of Secondary Hyperparathyroidism in Pediatric Subjects Ages 0 to 9 Years With Stage 5 Chronic Kidney Disease Receiving Peritoneal Dialysis or Hemodialysis",Chronic Kidney Disease (CKD)|Secondary Hyperparathyroidism (SHPT),2019-08-20,2024-03-09,2026-04-30,Interventional,Recruiting,Phase 3,AbbVie,AbbVie,"Arkansas Children's Hospital /ID# 225417|University of California, Los Angeles /ID# 140668|Children's National Medical Center /ID# 225991|Holtz Childrens Hospital, University of Miami /ID# 225636|Nicklaus Children's Hospital /ID# 210517|Emory Midtown Infectious Disease Clinic /ID# 140665|Boston Children's Hospital /ID# 162863|Levine Children's Specialty Center- Charlotte /ID# 216057|Children's Hospital of Philadelphia - Main /ID# 213802|University of Texas Southwestern Medical Center /ID# 210495|University of Utah /ID# 140669|Seattle Children's Hospital /ID# 162861|School of Medicine University of Puerto Rico-Medical Science Campus /ID# 140663",Drug,Puerto Rico|United States,0.0,9.0,[0-17],Parathyroid diseases,Parathyroid diseases,https://clinicaltrials.gov/ct2/show/NCT04064827
NCT04075851,thyroiditis,The Prevalence of Serum Thyroid Hormone Autoantibodies in Autoimmune Thyroid Diseases,Autoimmune Thyroid Disease,2019-08-29,2022-08-01,2022-08-01,Observational,Recruiting,,Shandong Provincial Hospital,Shandong Provincial Hospital,Shandong Province Hospital,,China,18.0,65.0,[18-65]|[65 and more],Thyroiditis,Hashimoto,https://clinicaltrials.gov/ct2/show/NCT04075851
NCT04080505,goiter,Does the Use of Pre-operative SSKI Actually Reduce Vascularity and Improve Surgical Outcomes for Total Thyroidectomy in Graves' Disease?,Graves Disease,2019-09-04,2021-12-31,2022-12-31,Interventional,Recruiting,Phase 3,Columbia University,Columbia University,Columbia University Medical Center,Drug,United States,18.0,120.0,[18-65]|[65 and more],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT04080505
NCT04080505,hyperthyroidism,Does the Use of Pre-operative SSKI Actually Reduce Vascularity and Improve Surgical Outcomes for Total Thyroidectomy in Graves' Disease?,Graves Disease,2019-09-04,2021-12-31,2022-12-31,Interventional,Recruiting,Phase 3,Columbia University,Columbia University,Columbia University Medical Center,Drug,United States,18.0,120.0,[18-65]|[65 and more],Hyperthyroidism,Hyperthyroidism,https://clinicaltrials.gov/ct2/show/NCT04080505
NCT04129281,thyroid neoplasms,Prospective Active Surveillance Versus Surgery in Thyroid Papillary Microcarcinoma,Papillary Microcarcinoma of the Thyroid,2019-10-15,2022-01-23,2023-02-23,Interventional,Recruiting,Not Applicable,"National Cancer Institute, Naples","National Cancer Institute, Naples",Istitute Nazionale Tumori - Fondazione G. Pascale,Procedure,Italy,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT04129281
NCT04135573,goiter,Mechanism of NK Cell Disfunction in Graves' Disease,Graves Disease,2019-01-03,2022-06-30,2022-06-30,Observational [Patient Registry],"Active, not recruiting",,Shandong Provincial Hospital,Shandong Provincial Hospital,Shandong Provincial Hospital,,China,18.0,75.0,[18-65]|[65 and more],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT04135573
NCT04135573,hyperthyroidism,Mechanism of NK Cell Disfunction in Graves' Disease,Graves Disease,2019-01-03,2022-06-30,2022-06-30,Observational [Patient Registry],"Active, not recruiting",,Shandong Provincial Hospital,Shandong Provincial Hospital,Shandong Provincial Hospital,,China,18.0,75.0,[18-65]|[65 and more],Hyperthyroidism,Hyperthyroidism,https://clinicaltrials.gov/ct2/show/NCT04135573
NCT04171622,"thyroid carcinoma, anaplastic",Lenvatinib in Combination With Pembrolizumab for Stage IVB Locally Advanced and Unresectable or Stage IVC Metastatic Anaplastic Thyroid Cancer,Metastatic Thyroid Gland Carcinoma|Poorly Differentiated Thyroid Gland Carcinoma|Stage IVB Thyroid Gland Anaplastic Carcinoma AJCC v8|Stage IVC Thyroid Gland Anaplastic Carcinoma AJCC v8|Thyroid Gland Squamous Cell Carcinoma|Unresectable Thyroid Gland Carcinoma,2019-11-19,2022-08-31,2022-08-31,Interventional,Not yet recruiting,Phase 2,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center|National Cancer Institute (NCI),M D Anderson Cancer Center,Drug|Biological,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,"Thyroid cancer, anaplastic",https://clinicaltrials.gov/ct2/show/NCT04171622
NCT04193332,parathyroid diseases,Near Infrared (NIR) Autofluorescence Image-guided Thyroid Surgery Can Prevent Post-thyroidectomy Hypoparathyroidism,Hypocalcemia|Hypoparathyroidism Postprocedural|Surgery--Complications,2019-12-06,2023-10-01,2023-12-01,Interventional,Recruiting,Not Applicable,"Rigshospitalet, Denmark","Cluster for molecular imaging, Denmark|Dept of Otorhinolaryngology and Maxillofacial Surgery, Zealand University Hospital, Denmark|Rigshospitalet, Denmark","Rigshospitalet|Dept of Otorhinolaryngology and Maxillofacial Surgery, Zealand University Hospital, Denmark",Device,Denmark,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Parathyroid diseases,https://clinicaltrials.gov/ct2/show/NCT04193332
NCT04216732,thyroid neoplasms,Utilization of the Natural History of Medullary Thyroid Carcinoma to Inform Advanced Disease Management,Advanced Thyroid Gland Medullary Carcinoma|Stage III Thyroid Gland Medullary Carcinoma AJCC v8|Stage IVA Thyroid Gland Medullary Carcinoma AJCC v8|Stage IVB Thyroid Gland Medullary Carcinoma AJCC v8|Stage IVC Thyroid Gland Medullary Carcinoma AJCC v8|Stage IV Thyroid Gland Medullary Carcinoma AJCC v8,2019-11-14,2023-09-01,2023-09-01,Observational,Recruiting,,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center|National Cancer Institute (NCI),University of California San Francisco|M D Anderson Cancer Center,Other|Other,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT04216732
NCT04233398,thyroid nodule,"A Multi-center, Randomized, Controlled Trial of High Intensity Focused Ultrasound (HIFU) Treatment of Benign Thyroid Nodules",Thyroid Nodule (Benign),2020-01-15,2023-11-30,2023-11-30,Interventional,Not yet recruiting,Not Applicable,Theraclion,Theraclion,,Device,,18.0,70.0,[18-65]|[65 and more],Nodule,Nodule,https://clinicaltrials.gov/ct2/show/NCT04233398
NCT04233398,thyroid neoplasms,"A Multi-center, Randomized, Controlled Trial of High Intensity Focused Ultrasound (HIFU) Treatment of Benign Thyroid Nodules",Thyroid Nodule (Benign),2020-01-15,2023-11-30,2023-11-30,Interventional,Not yet recruiting,Not Applicable,Theraclion,Theraclion,,Device,,18.0,70.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT04233398
NCT04239521,goiter,"The Epidemiology, Management, and the Associated Burden of Mental Health, Atopic and Autoimmune Conditions, and Common Infections in Alopecia Areata",Acute Bronchitis|Allergic Rhinitis|Alopecia Areata|Ankylosing Spondylitis|Anxiety Disorders|Asthma|Atopic Dermatitis|Celiac Disease|Crohn Disease|Depressive Episode|Gastrointestinal Infection|Genital Infection|Graves Disease|Hashimoto Thyroiditis|Herpes Simplex|Herpes Zoster|Infection|Infection Viral|Influenza|Lower Resp Tract Infection|Multiple Sclerosis|Pernicious Anemia|Pneumonia|Polymyalgia Rheumatica|Psoriasis|Psoriatic Arthritis|Recurrent Depressive Disorder|Rheumatoid Arthritis|Sjogren's Syndrome|Skin Infection|Systemic Lupus Erythematosus|Type 1 Diabetes|Ulcerative Colitis|Upper Respiratory Tract Infection|Urinary Tract Infections|Vitiligo,2020-01-09,2021-10-31,2021-12-31,Observational,"Active, not recruiting",,Momentum Data,Momentum Data|Pfizer|University of Oxford|University of Surrey,Momentum Data Ltd,Other,United Kingdom,0.0,120.0,[0-17]|[18-65]|[65 and more],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT04239521
NCT04239521,hyperthyroidism,"The Epidemiology, Management, and the Associated Burden of Mental Health, Atopic and Autoimmune Conditions, and Common Infections in Alopecia Areata",Acute Bronchitis|Allergic Rhinitis|Alopecia Areata|Ankylosing Spondylitis|Anxiety Disorders|Asthma|Atopic Dermatitis|Celiac Disease|Crohn Disease|Depressive Episode|Gastrointestinal Infection|Genital Infection|Graves Disease|Hashimoto Thyroiditis|Herpes Simplex|Herpes Zoster|Infection|Infection Viral|Influenza|Lower Resp Tract Infection|Multiple Sclerosis|Pernicious Anemia|Pneumonia|Polymyalgia Rheumatica|Psoriasis|Psoriatic Arthritis|Recurrent Depressive Disorder|Rheumatoid Arthritis|Sjogren's Syndrome|Skin Infection|Systemic Lupus Erythematosus|Type 1 Diabetes|Ulcerative Colitis|Upper Respiratory Tract Infection|Urinary Tract Infections|Vitiligo,2020-01-09,2021-10-31,2021-12-31,Observational,"Active, not recruiting",,Momentum Data,Momentum Data|Pfizer|University of Oxford|University of Surrey,Momentum Data Ltd,Other,United Kingdom,0.0,120.0,[0-17]|[18-65]|[65 and more],Hyperthyroidism,Hyperthyroidism,https://clinicaltrials.gov/ct2/show/NCT04239521
NCT04239521,"thyroiditis, autoimmune","The Epidemiology, Management, and the Associated Burden of Mental Health, Atopic and Autoimmune Conditions, and Common Infections in Alopecia Areata",Acute Bronchitis|Allergic Rhinitis|Alopecia Areata|Ankylosing Spondylitis|Anxiety Disorders|Asthma|Atopic Dermatitis|Celiac Disease|Crohn Disease|Depressive Episode|Gastrointestinal Infection|Genital Infection|Graves Disease|Hashimoto Thyroiditis|Herpes Simplex|Herpes Zoster|Infection|Infection Viral|Influenza|Lower Resp Tract Infection|Multiple Sclerosis|Pernicious Anemia|Pneumonia|Polymyalgia Rheumatica|Psoriasis|Psoriatic Arthritis|Recurrent Depressive Disorder|Rheumatoid Arthritis|Sjogren's Syndrome|Skin Infection|Systemic Lupus Erythematosus|Type 1 Diabetes|Ulcerative Colitis|Upper Respiratory Tract Infection|Urinary Tract Infections|Vitiligo,2020-01-09,2021-10-31,2021-12-31,Observational,"Active, not recruiting",,Momentum Data,Momentum Data|Pfizer|University of Oxford|University of Surrey,Momentum Data Ltd,Other,United Kingdom,0.0,120.0,[0-17]|[18-65]|[65 and more],Thyroiditis,Hashimoto,https://clinicaltrials.gov/ct2/show/NCT04239521
NCT04281875,parathyroid diseases,Assessing Benefits of Near Infrared Autofluorescence (NIRAF) Detection for Identifying Parathyroid Glands During Total Thyroidectomy.,Postoperative Hypoparathyroidism|Thyroid Cancer|Thyroid Neoplasms,2020-02-19,2022-03-31,2023-02-28,Interventional,Recruiting,Not Applicable,Vanderbilt-Ingram Cancer Center,National Cancer Institute (NCI)|Vanderbilt-Ingram Cancer Center,Vanderbilt University Medical Center,Device,United States,18.0,99.0,[18-65]|[65 and more],Parathyroid diseases,Parathyroid diseases,https://clinicaltrials.gov/ct2/show/NCT04281875
