id,nct_id,agency_class,lead_or_collaborator,name,new_class
5492010,NCT02742597,OTHER,collaborator,Toronto Central Community Care Access Centre,Other
5492011,NCT02742597,OTHER,collaborator,Women's College Hospital,Health care Institution
6071703,NCT01896479,INDUSTRY,lead,Exelixis,Other
5491432,NCT02747888,OTHER,lead,Dana-Farber Cancer Institute,Health care Institution
6071963,NCT01638533,NIH,lead,National Cancer Institute (NCI),Government Agency
6089877,NCT03382158,OTHER,lead,Children's Hospitals and Clinics of Minnesota,Health care Institution
5497227,NCT03931109,OTHER,lead,University of Pennsylvania,University
5497917,NCT01539486,OTHER,lead,University of Arkansas,University
5497935,NCT01087619,OTHER,lead,Region Skane,Other
5500452,NCT02681328,OTHER,lead,Jonsson Comprehensive Cancer Center,Health care Institution
5554213,NCT04806269,OTHER,lead,Seoul National University Bundang Hospital,Health care Institution
6088443,NCT03395925,INDUSTRY,lead,Olympus Surgical Technologies Europe,Other
5554324,NCT04238624,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
5497367,NCT03779906,INDUSTRY,lead,"Bracco Diagnostics, Inc",Other
5497866,NCT02145143,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
5497867,NCT02145143,INDUSTRY,collaborator,"Genentech, Inc.",Industry
5553949,NCT05117853,OTHER,lead,Onze Lieve Vrouw Hospital,Health care Institution
6085886,NCT03420963,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
6085887,NCT03420963,NIH,collaborator,National Cancer Institute (NCI),Government Agency
6115335,NCT02012699,OTHER,lead,University of Nebraska,University
6086568,NCT03414021,OTHER,lead,Lille Catholic University,University
6089878,NCT03382158,OTHER,collaborator,Children's National Research Institute,Other
6089879,NCT03382158,OTHER,collaborator,Washington University School of Medicine,University
6089880,NCT03382158,UNKNOWN,collaborator,"ResourcePath, LLC",Other
6089881,NCT03382158,OTHER,collaborator,Beijing Children's Hospital,Health care Institution
6089882,NCT03382158,OTHER,collaborator,University of Cambridge,University
6089883,NCT03382158,OTHER,collaborator,Emory University,University
6089884,NCT03382158,OTHER,collaborator,Dana-Farber Cancer Institute,Health care Institution
6091130,NCT03369405,OTHER,lead,University at Buffalo,University
5554360,NCT04080505,OTHER,lead,Columbia University,University
6090314,NCT03377829,OTHER,lead,WeiWei Zhan,Other
5876327,NCT05275374,INDUSTRY,lead,"Xynomic Pharmaceuticals, Inc.",Industry
6095484,NCT03324893,OTHER,lead,"University Health Network, Toronto",University
6095485,NCT03324880,INDUSTRY,lead,Shire,Other
6097997,NCT03300284,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
5875549,NCT05290493,INDUSTRY,lead,"Nobias Therapeutics, Inc.",Industry
5877622,NCT04970134,OTHER,lead,Grupo Español de Tratamiento de Tumores de Cabeza y Cuello,Other
5877096,NCT05114980,OTHER,lead,University of Alabama at Birmingham,University
5876459,NCT05263141,OTHER,lead,Sun Yat-sen University,University
5878240,NCT04760288,INDUSTRY,lead,Hoffmann-La Roche,Other
5877693,NCT04936854,OTHER,lead,Haukeland University Hospital,Health care Institution
5880097,NCT03899792,INDUSTRY,lead,"Loxo Oncology, Inc.",Industry
6099464,NCT03285230,OTHER_GOV,lead,"Institut National de la Santé Et de la Recherche Médicale, France",Other
6099465,NCT03285230,OTHER,collaborator,Université Paris-Sud,Other
6099466,NCT03285230,OTHER,collaborator,"Gustave Roussy, Cancer Campus, Grand Paris",Health care Institution
6099467,NCT03285230,OTHER,collaborator,"Ligue contre le cancer, France",Other
5880098,NCT03899792,INDUSTRY,collaborator,Eli Lilly and Company,Other
5880362,NCT03757637,OTHER,lead,National Taiwan University Hospital,Health care Institution
5880163,NCT03872284,OTHER,lead,Hospices Civils de Lyon,Health care Institution
5970178,NCT04339478,OTHER,lead,Aristotle University Of Thessaloniki,University
5970179,NCT04339478,OTHER_GOV,collaborator,Umraniye Education and Research Hospital,Health care Institution
5970180,NCT04339478,OTHER,collaborator,The Hashemite University,University
5970187,NCT04339205,OTHER,lead,Hospices Civils de Lyon,Health care Institution
5881378,NCT02838927,OTHER,lead,European Georges Pompidou Hospital,Health care Institution
5880452,NCT03708627,OTHER,lead,Johns Hopkins University,University
5881379,NCT02838927,UNKNOWN,collaborator,Oscar - Filière Santé Maladies Rares,Other
5883240,NCT01704586,OTHER,lead,University of Wuerzburg,University
5883241,NCT01704586,OTHER,collaborator,"Deutsche Krebshilfe e.V., Bonn (Germany)",Other
5883647,NCT01709292,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
5883648,NCT01709292,INDUSTRY,collaborator,"Genentech, Inc.",Industry
5971540,NCT04323007,OTHER,lead,Merna Makram,Other
5759430,NCT00415233,OTHER,lead,"University College, London",University
5970693,NCT04333342,OTHER,lead,Seoul National University Bundang Hospital,Health care Institution
5970991,NCT04329455,OTHER,lead,Assiut University,University
5971541,NCT04323007,OTHER,collaborator,Assiut University,University
6100995,NCT04427904,OTHER,lead,St. Joseph's Healthcare Hamilton,Other
5889809,NCT01774279,OTHER_GOV,lead,Velindre NHS Trust,Other
6100556,NCT03274258,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
6100557,NCT03274258,NIH,collaborator,National Cancer Institute (NCI),Government Agency
6101365,NCT03271892,OTHER,lead,"University Health Network, Toronto",University
6101137,NCT03831620,OTHER,lead,"University Hospital Inselspital, Berne",Health care Institution
6101366,NCT03271892,OTHER_GOV,collaborator,Ontario Ministry of Health and Long Term Care,Other
6101367,NCT03271892,OTHER,collaborator,Canadian Cancer Society (CCS),Other
5894138,NCT01821781,OTHER,lead,Washington University School of Medicine,University
5511467,NCT02567877,OTHER,lead,"University of Colorado, Denver",University
5895034,NCT01831869,OTHER_GOV,lead,Shandong Provincial Hospital,Health care Institution
5972474,NCT04312087,OTHER,lead,Fudan University,University
6103731,NCT03249012,OTHER,lead,CHU de Quebec-Universite Laval,Health care Institution
5972738,NCT04309136,OTHER,lead,Fudan University,University
6104120,NCT03244956,OTHER,lead,"Gustave Roussy, Cancer Campus, Grand Paris",Health care Institution
5771016,NCT00556530,OTHER,lead,Albert Einstein College of Medicine,Other
5771017,NCT00556530,NIH,collaborator,"National Heart, Lung, and Blood Institute (NHLBI)",Other
5973632,NCT04298684,OTHER,lead,Centre Hospitalier Universitaire de Pointe-a-Pitre,Health care Institution
5773884,NCT00591032,OTHER,lead,Ruhr University of Bochum,Health care Institution
5773885,NCT00591032,UNKNOWN,collaborator,Wissenschaftskommission des Universitaetsklinikums Bergmannsheil,Other
5773886,NCT00591032,UNKNOWN,collaborator,Private Sponsor (Chantal C. Guilhemotonia-Urban),Other
5896534,NCT01848171,OTHER_GOV,lead,Shandong Provincial Hospital,Health care Institution
5511468,NCT02567877,OTHER,collaborator,"Charite University, Berlin, Germany",University
5975214,NCT04280081,INDUSTRY,lead,"Loxo Oncology, Inc.",Industry
5974364,NCT04290663,OTHER,lead,Centre Francois Baclesse,Health care Institution
5974365,NCT04290663,UNKNOWN,collaborator,French cancer Institute INCa,Other
5974526,NCT04288531,OTHER,lead,University of Minho,University
5974527,NCT04288531,UNKNOWN,collaborator,"Instituto Nacional de Saúde Dr Ricardo Jorge, Portugal",Other
5974528,NCT04288531,OTHER,collaborator,Clinical Academic Center (2CA-Braga),Other
5974529,NCT04288531,OTHER,collaborator,Hospital de Braga,Health care Institution
5974530,NCT04288531,OTHER,collaborator,"Administração Regional de Saúde do Norte, Portugal",Other
5911600,NCT02013479,OTHER,lead,Steen Bonnema,Other
5911601,NCT02013479,OTHER,collaborator,"Rigshospitalet, Denmark",Health care Institution
5911602,NCT02013479,OTHER,collaborator,Bispebjerg Hospital,Health care Institution
5911603,NCT02013479,OTHER,collaborator,Hospital of South West Denmark,Health care Institution
5911604,NCT02013479,INDUSTRY,collaborator,Pharma Nord,Other
5911605,NCT02013479,OTHER,collaborator,The Danish Medical Research Council,Other
5911606,NCT02013479,OTHER,collaborator,Region of Southern Denmark,Other
5911607,NCT02013479,OTHER,collaborator,University of Southern Denmark,University
5914252,NCT02041260,OTHER,lead,Thomas Jefferson University,University
5975215,NCT04280081,INDUSTRY,collaborator,Eli Lilly and Company,Other
5916114,NCT02061111,OTHER,lead,Naestved Hospital,Health care Institution
5916115,NCT02061111,OTHER,collaborator,University of Southern Denmark,University
5916116,NCT02061111,OTHER,collaborator,Region Zealand,Other
5924363,NCT02147782,OTHER,lead,Shanghai University of Traditional Chinese Medicine,University
5975281,NCT04279184,OTHER,lead,Nykøbing Falster County Hospital,Health care Institution
5975282,NCT04279184,OTHER,collaborator,Region Zealand,Other
5975283,NCT04279184,OTHER,collaborator,Zealand University Hospital,Health care Institution
5975284,NCT04279184,OTHER,collaborator,University of Southern Denmark,University
5918744,NCT02088645,OTHER,lead,"University Hospital, Basel, Switzerland",Health care Institution
5918745,NCT02088645,OTHER,collaborator,"Krebsforschung Schweiz, Bern, Switzerland",Health care Institution
5918746,NCT02088645,OTHER,collaborator,"Center for Proton Therapy, Paul Scherrer Institute, Villigen,Switzerland",Other
5918747,NCT02088645,OTHER,collaborator,"University Hospital, Zürich",Health care Institution
5918748,NCT02088645,OTHER,collaborator,University Hospital Freiburg,Health care Institution
5924364,NCT02147782,OTHER_GOV,collaborator,Anhui Provincial Hospital,Health care Institution
5924365,NCT02147782,OTHER,collaborator,Huadong Hospital,Health care Institution
5924366,NCT02147782,OTHER,collaborator,Longhua Hospital,Health care Institution
5925176,NCT02156362,OTHER,lead,Hospices Civils de Lyon,Health care Institution
5930095,NCT02208544,OTHER,lead,Radboud University Medical Center,Health care Institution
6109720,NCT03191188,OTHER,lead,"University of California, Irvine",University
6109721,NCT03191188,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
5930096,NCT02208544,OTHER,collaborator,Dutch Cancer Society,Other
5977664,NCT04252001,OTHER,lead,dr. Laura C. G. de Graaff-Herder,Other
5930308,NCT02210741,OTHER,lead,National Taiwan University Hospital,Health care Institution
6110817,NCT03181100,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
6110818,NCT03181100,NIH,collaborator,National Cancer Institute (NCI),Government Agency
5978087,NCT04787328,INDUSTRY,lead,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.",Industry
5843650,NCT04644315,INDUSTRY,lead,Hoffmann-La Roche,Other
5837460,NCT05243979,OTHER,lead,Assiut University,University
5837516,NCT05172921,OTHER,lead,Icahn School of Medicine at Mount Sinai,Other
5837325,NCT05251194,OTHER,lead,Seoul National University Hospital,Health care Institution
5837326,NCT05251194,OTHER,collaborator,SMG-SNU Boramae Medical Center,Health care Institution
6112863,NCT03160274,NIH,collaborator,National Institute of General Medical Sciences (NIGMS),Government Agency
5838072,NCT03246958,OTHER,lead,Dana-Farber Cancer Institute,Health care Institution
5838073,NCT03246958,INDUSTRY,collaborator,Bristol-Myers Squibb,Other
5838096,NCT03122847,OTHER,lead,Torben Harsløf,Other
5838097,NCT03122847,OTHER,collaborator,Odense University Hospital,Health care Institution
5843663,NCT04598815,OTHER,lead,University of Pisa,University
5513934,NCT05225883,OTHER,lead,Hospices Civils de Lyon,Health care Institution
6112862,NCT03160274,OTHER,lead,The University of Texas Health Science Center at San Antonio,University
5813427,NCT01074684,OTHER,lead,"National Cancer Institute, Naples",Government Agency
5941705,NCT05142904,OTHER,lead,Rijnstate Hospital,Health care Institution
5941706,NCT05142904,OTHER,collaborator,ZonMw: The Netherlands Organisation for Health Research and Development,Other
5941707,NCT05142904,OTHER,collaborator,University of Twente,University
5941708,NCT05142904,OTHER,collaborator,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),Other
5819356,NCT01141309,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
5942497,NCT04167423,OTHER,lead,Value Outcomes Ltd.,Industry
5819692,NCT01145040,OTHER,lead,Ruhr University of Bochum,Health care Institution
5942498,NCT04167423,OTHER,collaborator,"Charles University, Czech Republic",University
5942499,NCT04167423,OTHER_GOV,collaborator,Institute of Health Information and Statistics of the Czech Republic,Other
5943657,NCT05068687,OTHER,lead,"University Hospital, Ghent",Health care Institution
5844091,NCT01922440,INDUSTRY,lead,Takeda,Other
5844092,NCT01922440,INDUSTRY,collaborator,"Takeda Development Center Americas, Inc.",Industry
5943210,NCT03475953,OTHER,lead,Institut Bergonié,Other
5943211,NCT03475953,INDUSTRY,collaborator,Bayer,Other
5943212,NCT03475953,INDUSTRY,collaborator,"Merck KGaA, Darmstadt, Germany",Other
5943414,NCT05149898,INDUSTRY,lead,"Zynerba Pharmaceuticals, Inc.",Industry
5943658,NCT05068687,INDUSTRY,collaborator,XEOS Medical,Other
5943676,NCT05002998,INDUSTRY,lead,"Horizon Therapeutics USA, Inc.",Industry
5944070,NCT02609685,OTHER,lead,Cedars-Sinai Medical Center,Health care Institution
5943790,NCT04544111,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
5944239,NCT05151120,OTHER,lead,Hospices Civils de Lyon,Health care Institution
5946948,NCT01837745,OTHER,lead,"Gustave Roussy, Cancer Campus, Grand Paris",Health care Institution
5944364,NCT05015127,INDUSTRY,lead,Harbour BioMed (Guangzhou) Co. Ltd.,Industry
5979486,NCT04239521,INDUSTRY,lead,Momentum Data,Other
5979487,NCT04239521,INDUSTRY,collaborator,Pfizer,Other
5979488,NCT04239521,OTHER,collaborator,University of Surrey,University
5979489,NCT04239521,OTHER,collaborator,University of Oxford,University
5946338,NCT03573960,INDUSTRY,lead,Eisai Pharmaceuticals India Pvt. Ltd,Other
5985067,NCT04171622,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
5985068,NCT04171622,NIH,collaborator,National Cancer Institute (NCI),Government Agency
5981340,NCT04216732,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
5949002,NCT03099356,OTHER,lead,University of Michigan Rogel Cancer Center,Health care Institution
5949389,NCT04571736,OTHER,lead,"University Hospital, Montpellier",Health care Institution
5949390,NCT04571736,UNKNOWN,collaborator,EDOP,Other
5952814,NCT04193332,OTHER,lead,"Rigshospitalet, Denmark",Health care Institution
5952815,NCT04193332,UNKNOWN,collaborator,"Cluster for molecular imaging, Denmark",Other
5952816,NCT04193332,UNKNOWN,collaborator,"Dept of Otorhinolaryngology and Maxillofacial Surgery, Zealand University Hospital, Denmark",Health care Institution
5953056,NCT02859896,INDUSTRY,lead,Sanofi,Other
5949870,NCT05143918,OTHER,lead,Assiut University,University
5950468,NCT05132205,OTHER,lead,Johns Hopkins University,University
5950695,NCT04285476,OTHER,lead,Institut du Cancer de Montpellier - Val d'Aurelle,Other
5951494,NCT05078853,OTHER,lead,Soroka University Medical Center,Health care Institution
5951690,NCT04784208,INDUSTRY,lead,Abbott,Other
5952660,NCT04737330,INDUSTRY,lead,Novartis Pharmaceuticals,Other
5953269,NCT03631771,INDUSTRY,lead,GE Healthcare,Other
5953270,NCT03631771,INDUSTRY,collaborator,Bayer,Other
5953271,NCT03631771,UNKNOWN,collaborator,Guerbet/Liebel-Flarsheim,Other
5954560,NCT03647358,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
5955000,NCT04524884,OTHER,lead,Fudan University,University
5981341,NCT04216732,NIH,collaborator,National Cancer Institute (NCI),Government Agency
5955270,NCT04521348,OTHER,lead,Fudan University,University
5955018,NCT04523974,OTHER,lead,Shanghai Zhongshan Hospital,Health care Institution
5955170,NCT04522570,OTHER,lead,Instituto do Cancer do Estado de São Paulo,Other
5955152,NCT04522622,OTHER,lead,Ditte Hansen,Other
5955153,NCT04522622,OTHER,collaborator,Odense University Hospital,Health care Institution
5955154,NCT04522622,OTHER,collaborator,Steno Diabetes Center Copenhagen,Other
5955155,NCT04522622,OTHER,collaborator,"Rigshospitalet, Denmark",Health care Institution
5955156,NCT04522622,OTHER,collaborator,Universiteit Antwerpen,Other
6113996,NCT03149354,OTHER,lead,"Centre Hospitalier Universitaire, Amiens",Health care Institution
5958651,NCT04477798,OTHER,lead,Luo Dingcun,Other
5982096,NCT04208503,OTHER,lead,"Princess Anna Mazowiecka Hospital, Warsaw, Poland",Health care Institution
5958347,NCT04481893,OTHER,lead,Centre Francois Baclesse,Health care Institution
5959799,NCT04463316,OTHER,lead,dr. Laura C. G. de Graaff-Herder,Other
5960153,NCT04459273,OTHER,lead,Jonsson Comprehensive Cancer Center,Health care Institution
5960215,NCT04458233,OTHER_GOV,lead,Ziv Hospital,Health care Institution
5982943,NCT04197960,OTHER,lead,Chinese PLA General Hospital,Health care Institution
5962954,NCT04424485,OTHER_GOV,lead,Umraniye Education and Research Hospital,Health care Institution
5515548,NCT05270798,OTHER,lead,Cantonal Hospital Zenica,Health care Institution
6114664,NCT05152927,OTHER,lead,"University of California, San Francisco",University
5964113,NCT04410601,OTHER_GOV,lead,Umraniye Education and Research Hospital,Health care Institution
6114665,NCT05152927,OTHER,collaborator,Vanderbilt University Medical Center,Health care Institution
6114666,NCT05152927,NIH,collaborator,National Cancer Institute (NCI),Government Agency
5965297,NCT04396158,OTHER,lead,Assiut University,University
5965219,NCT04396912,OTHER_GOV,lead,Umraniye Education and Research Hospital,Health care Institution
5519518,NCT03732495,OTHER,lead,Centre Leon Berard,Health care Institution
5965688,NCT04391244,OTHER,lead,Royal Marsden NHS Foundation Trust,Other
5965689,NCT04391244,OTHER,collaborator,European Commission,Other
5965867,NCT04388956,OTHER,lead,National Taiwan University Hospital,Health care Institution
5966340,NCT04383795,OTHER,lead,Seoul St. Mary's Hospital,Health care Institution
5966974,NCT04376203,OTHER,lead,University of Ioannina,University
5516187,NCT04284774,NIH,lead,National Cancer Institute (NCI),Government Agency
5517999,NCT05299437,OTHER,lead,Carlo Chiesa,Other
5518000,NCT05299437,OTHER,collaborator,Associazione Italiana per la Ricerca sul Cancro,Other
5968409,NCT04359979,OTHER_GOV,lead,Sheba Medical Center,Health care Institution
5968879,NCT04354324,OTHER,lead,Zhujiang Hospital,Health care Institution
5555568,NCT05112211,OTHER,lead,Sun Yat-sen University,University
5555339,NCT03360890,OTHER,lead,University of Chicago,University
5555226,NCT04224792,OTHER,lead,Mayo Clinic,Health care Institution
5555573,NCT05110040,OTHER,lead,Sun Yat-sen University,University
5557128,NCT03488134,OTHER,lead,National Taiwan University Hospital,Health care Institution
5555691,NCT05229341,OTHER,lead,City of Hope Medical Center,Health care Institution
5555692,NCT05229341,NIH,collaborator,National Cancer Institute (NCI),Government Agency
5529910,NCT01947023,NIH,lead,National Cancer Institute (NCI),Government Agency
5530386,NCT02440581,OTHER,lead,"Hartmut Malluche, MD",Other
5530387,NCT02440581,OTHER,collaborator,Wright State University,University
5530388,NCT02440581,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
5556213,NCT04412694,OTHER,lead,Medical University of Lodz,University
5557181,NCT03122496,INDUSTRY,collaborator,AstraZeneca,Other
5531356,NCT02430584,INDUSTRY,lead,"Progenity, Inc.",Industry
5557180,NCT03122496,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
5557928,NCT02203682,OTHER,lead,Sun Yat-sen University,University
5557436,NCT05103956,OTHER,lead,Fundación Pública Andaluza para la gestión de la Investigación en Sevilla,Other
5558073,NCT05126147,OTHER,lead,National Taiwan University Hospital,Health care Institution
5558040,NCT05126706,OTHER,lead,Seoul National University Hospital,Health care Institution
5558075,NCT05126108,OTHER,lead,Assistance Publique - Hôpitaux de Paris,Other
5558877,NCT03131726,OTHER,lead,Lund University,University
5558134,NCT05124938,OTHER,lead,Sohag University,University
5536561,NCT02378298,OTHER,lead,Göteborg University,University
5536562,NCT02378298,OTHER,collaborator,"Sahlgrenska University Hospital, Sweden",Health care Institution
5558833,NCT03449108,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
5558834,NCT03449108,INDUSTRY,collaborator,"Iovance Biotherapeutics, Inc.",Industry
5558835,NCT03449108,NIH,collaborator,National Cancer Institute (NCI),Government Agency
5562833,NCT05241834,INDUSTRY,lead,Eli Lilly and Company,Other
5562834,NCT05241834,INDUSTRY,collaborator,"Loxo Oncology, Inc.",Industry
5544794,NCT04988802,OTHER,lead,University Hospital Dubrava,Health care Institution
5562881,NCT05228184,INDUSTRY,lead,IBSA Institut Biochimique SA,Other
5562882,NCT05228184,INDUSTRY,collaborator,Cromsource,Other
5563000,NCT05182931,OTHER,lead,Olivia Newton-John Cancer Research Institute,Other
5563001,NCT05182931,OTHER,collaborator,Royal North Shore Hospital,Health care Institution
5563002,NCT05182931,OTHER_GOV,collaborator,Austin Health,Other
5563003,NCT05182931,OTHER,collaborator,Sir Charles Gairdner Hospital,Health care Institution
5563004,NCT05182931,OTHER,collaborator,Monash Health,Other
5563005,NCT05182931,OTHER,collaborator,"Peter MacCallum Cancer Centre, Australia",Other
5563006,NCT05182931,OTHER_GOV,collaborator,Royal Brisbane and Women's Hospital,Health care Institution
5563007,NCT05182931,OTHER,collaborator,Eastern Health,Other
5563008,NCT05182931,OTHER,collaborator,The Alfred,Other
5559823,NCT05130476,OTHER,lead,Odense University Hospital,Health care Institution
5544484,NCT05088187,OTHER,lead,Karolinska University Hospital,Health care Institution
5544485,NCT05088187,OTHER,collaborator,The Netherlands Cancer Institute,Other
5545775,NCT04731467,INDUSTRY,lead,Famewave Ltd.,Industry
5545253,NCT03713671,OTHER,lead,Recep Tayyip Erdogan University Training and Research Hospital,Health care Institution
5545254,NCT03713671,OTHER,collaborator,Hacettepe University,University
5545255,NCT03713671,OTHER_GOV,collaborator,Ankara Education and Research Hospital,Health care Institution
5544923,NCT04708704,OTHER,lead,Yale University,University
5545776,NCT04731467,INDUSTRY,collaborator,Bristol-Myers Squibb,Other
5547686,NCT04747275,OTHER,lead,Children's Mercy Hospital Kansas City,Health care Institution
5545837,NCT04472026,OTHER,lead,University of Florida,University
5545838,NCT04472026,NIH,collaborator,National Cancer Institute (NCI),Government Agency
5547454,NCT05096195,OTHER,lead,"Western University, Canada",University
5547455,NCT05096195,UNKNOWN,collaborator,ICES,Other
5547456,NCT05096195,OTHER,collaborator,Academic Medical Organization of Southwestern Ontario,Other
5547457,NCT05096195,OTHER,collaborator,Western University,University
5547458,NCT05096195,OTHER,collaborator,The Kidney Foundation of Canada,Other
5548310,NCT04583735,INDUSTRY,lead,"Horizon Therapeutics USA, Inc.",Industry
5547814,NCT04233398,INDUSTRY,lead,Theraclion,Other
5549863,NCT05103774,OTHER,lead,Sohag University,University
5548488,NCT03646383,OTHER,lead,"University Hospital, Toulouse",Health care Institution
5550853,NCT02378233,OTHER,lead,Göteborg University,University
5550854,NCT02378233,OTHER,collaborator,"Sahlgrenska University Hospital, Sweden",Health care Institution
5551270,NCT03676647,OTHER,lead,City of Hope Medical Center,Health care Institution
5551271,NCT03676647,NIH,collaborator,National Cancer Institute (NCI),Government Agency
6118904,NCT03109847,OTHER,lead,Sidney Kimmel Cancer Center at Thomas Jefferson University,Health care Institution
5551208,NCT04104529,OTHER,lead,Institut du Cancer de Montpellier - Val d'Aurelle,Other
5830090,NCT01263951,OTHER,lead,Thomas Jefferson University,University
5830091,NCT01263951,INDUSTRY,collaborator,Bayer,Other
5830092,NCT01263951,INDUSTRY,collaborator,Novartis Pharmaceuticals,Other
5551795,NCT04129411,OTHER,lead,Mayo Clinic,Health care Institution
5551816,NCT04031339,OTHER,lead,University of Roma La Sapienza,University
5551817,NCT04031339,UNKNOWN,collaborator,Italian Thyroid Cancer Observatory (ITCO) Foundation,Other
5551818,NCT04031339,OTHER,collaborator,Catholic University of the Sacred Heart,University
5552156,NCT05098600,OTHER_GOV,lead,Faculty Hospital Kralovske Vinohrady,Health care Institution
5564098,NCT04647500,OTHER,lead,"University of Geneva, Switzerland",University
5565112,NCT03975231,OTHER,lead,City of Hope Medical Center,Health care Institution
5846036,NCT04662190,OTHER,lead,Althaia Xarxa Assistencial Universitària de Manresa,Other
5846037,NCT04662190,UNKNOWN,collaborator,Societat Catalana d'Oftalmologia,Other
5565113,NCT03975231,NIH,collaborator,National Cancer Institute (NCI),Government Agency
5988180,NCT04137185,INDUSTRY,lead,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",Industry
5846561,NCT04288115,FED,lead,VA Office of Research and Development,Government Agency
5846562,NCT04288115,FED,collaborator,Central Arkansas Veterans Healthcare System,Other
5565514,NCT03633708,INDUSTRY,lead,Amgen,Other
5846905,NCT04040946,OTHER,lead,Centre Francois Baclesse,Health care Institution
5846906,NCT04040946,OTHER,collaborator,Fondation de l'Avenir,Other
5847717,NCT03170960,INDUSTRY,lead,Exelixis,Other
5847725,NCT03157128,INDUSTRY,lead,"Loxo Oncology, Inc.",Industry
5847726,NCT03157128,INDUSTRY,collaborator,Eli Lilly and Company,Other
5988855,NCT04129281,OTHER,lead,"National Cancer Institute, Naples",Government Agency
5566423,NCT02393690,OTHER,lead,Academic and Community Cancer Research United,Other
5566424,NCT02393690,NIH,collaborator,National Cancer Institute (NCI),Government Agency
5848447,NCT00768820,OTHER,lead,The Chaim Sheba Medical Center,Health care Institution
5848572,NCT01398085,OTHER,lead,"University College, London",University
5848573,NCT01398085,OTHER,collaborator,Cancer Research UK,Other
6119371,NCT03105648,OTHER,lead,National Taiwan University Hospital,Health care Institution
5567983,NCT05119296,OTHER,lead,Stanford University,University
5849979,NCT01412762,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
5989066,NCT04126954,OTHER,lead,Hospices Civils de Lyon,Health care Institution
5567984,NCT05119296,INDUSTRY,collaborator,Merck Sharp & Dohme Corp.,Other
5570371,NCT05049603,OTHER,lead,University of Pisa,University
6120099,NCT03098225,OTHER,lead,University of Pisa,University
5570372,NCT05049603,OTHER,collaborator,Università degli Studi dell'Insubria,Other
5570373,NCT05049603,OTHER,collaborator,University of Catania,University
5570374,NCT05049603,OTHER,collaborator,University of Messina,University
5572502,NCT05019118,INDUSTRY,lead,Cooperativas Lacteas Unidas,Other
5570799,NCT05043584,OTHER,lead,Regional Hospital West Jutland,Health care Institution
5570800,NCT05043584,OTHER,collaborator,Hospital of South West Jutland,Health care Institution
5570828,NCT05043233,OTHER,lead,Shanghai Jiao Tong University School of Medicine,University
5571284,NCT05036525,INDUSTRY,lead,HAN Biomedical Inc,Other
5572121,NCT05025046,INDUSTRY,lead,Rigen Biotech,Other
5572122,NCT05025046,OTHER,collaborator,Tianjin Medical University Cancer Institute and Hospital,Health care Institution
5572123,NCT05025046,OTHER,collaborator,Guangdong Provincial People's Hospital,Health care Institution
5572124,NCT05025046,OTHER,collaborator,RenJi Hospital,Health care Institution
5572125,NCT05025046,OTHER,collaborator,Zhejiang Provincial People's Hospital,Health care Institution
5572126,NCT05025046,OTHER,collaborator,The First People's Hospital of Changzhou,Health care Institution
5572127,NCT05025046,OTHER,collaborator,Shenzhen People's Hospital,Health care Institution
5572128,NCT05025046,OTHER,collaborator,"Zhongshan People's Hospital, Guangdong, China",Health care Institution
5572503,NCT05019118,NETWORK,collaborator,Galician South Health Research Institute,Other
5572731,NCT05016518,OTHER,lead,Gangnam Severance Hospital,Health care Institution
5572660,NCT05017142,OTHER,lead,University of Bern,University
5572661,NCT05017142,UNKNOWN,collaborator,Schweizerische Multiple Sklerose Gesellschaft,Other
5572662,NCT05017142,OTHER,collaborator,"University Hospital Inselspital, Berne",Health care Institution
5572663,NCT05017142,UNKNOWN,collaborator,Roche Pharma (Switzerland) Ltd,Other
5572664,NCT05017142,INDUSTRY,collaborator,Novartis,Other
5573119,NCT05012033,OTHER,lead,Imperial College London,Other
5572764,NCT05015725,OTHER,lead,Semmelweis University,University
6120570,NCT03093909,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
6120571,NCT03093909,UNKNOWN,collaborator,James B. and Lois R. Archer Charitable Foundation,Other
6120572,NCT03093909,OTHER,collaborator,Gateway for Cancer Research,Other
